Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
810,Jerell Adams\AdamJe01,2016,24,6-184,NYG,NFL,13,2,21,16,122,7.63,1,9.4,76.2%,5.81
811,Dwayne Allen\AlleDw00,2015,25,3-64,IND,NFL,13,12,29,16,109,6.81,1,8.4,55.2%,3.76
812,Anthony Becht\BechAn00,2005,28,1-27,TAM,NFL,16,16,25,16,112,7.00,0,7.0,64.0%,4.48
813,Anthony Becht\BechAn00,2000,23,1-27,NYJ,NFL,14,10,30,16,144,9.00,2,10.3,53.3%,4.80
814,Brent Celek\CeleBr00,2007,22,5-162,PHI,NFL,16,4,22,16,178,11.13,1,11.1,72.7%,8.09
815,Charles Clay\ClayCh00,2011,22,6-174,MIA,NFL,14,9,25,16,233,14.56,3,16.6,64.0%,9.32
816,Cam Cleeland\CleeCa00,2002,27,2-40,NWE,NFL,12,1,21,16,112,7.00,1,9.3,76.2%,5.33
817,Daniel Coats\CoatDa00,2009,25,,CIN,NFL,16,11,31,16,150,9.38,0,9.4,51.6%,4.84
818,A.J. Derby\DerbA.00,2016,25,6-202,2TM,NFL,10,3,20,16,160,10.00,0,16.0,80.0%,8.00
819,Rickey Dudley\DudlRi00,2002,30,1-9,TAM,NFL,14,3,26,16,192,12.00,3,13.7,61.5%,7.38
820,Gerald Everett\EverGe00,2017,23,2-44,LAR,NFL,16,2,32,16,244,15.25,2,15.3,50.0%,7.63
821,Christian Fauria\FaurCh00,2004,33,2-39,NWE,NFL,16,10,20,16,195,12.19,2,12.2,80.0%,9.75
822,Daniel Fells\FellDa00,2014,31,,NYG,NFL,16,9,20,16,188,11.75,4,11.8,80.0%,9.40
823,Mike Gesicki\GesiMi00,2018,23,,MIA,NFL,8,3,22,16,146,9.13,0,18.3,72.7%,6.64
824,Daniel Graham\GrahDa00,2005,27,1-21,NWE,NFL,11,9,25,16,235,14.69,3,21.4,64.0%,9.40
825,Todd Heap\HeapTo00,2001,21,1-31,BAL,NFL,12,6,23,16,206,12.88,1,17.2,69.6%,8.96
826,Josh Hill\HillJo02,2015,25,,NOR,NFL,16,7,30,16,120,7.50,2,7.5,53.3%,4.00
827,Josh Hill\HillJo02,2017,27,,NOR,NFL,16,11,22,16,125,7.81,1,7.8,72.7%,5.68
828,Reggie Kelly\KellRe00,2001,24,2-42,ATL,NFL,14,13,29,16,142,8.88,0,10.1,55.2%,4.90
829,Rob Konrad\KonrRo00,2003,27,2-43,MIA,NFL,14,12,19,16,166,10.38,0,11.9,84.2%,8.74
830,Marcedes Lewis\LewiMa00,2015,31,1-28,JAX,NFL,16,16,37,16,226,14.13,0,14.1,43.2%,6.11
831,Joel Makovicka\MakoJo00,2001,26,4-116,ARI,NFL,16,14,28,16,95,5.94,1,5.9,57.1%,3.39
832,Kris Mangum\MangKr00,2002,29,7-228,CAR,NFL,16,8,29,16,159,9.94,0,9.9,55.2%,5.48
833,Dave Moore\MoorDa00,2002,33,7-191,BUF,NFL,14,5,24,16,141,8.81,2,10.1,66.7%,5.88
834,Evan Moore\MoorEv00,2010,25,,CLE,NFL,12,4,26,16,322,20.13,1,26.8,61.5%,12.38
835,Brandon Myers\MyerBr00,2011,26,6-202,OAK,NFL,16,7,27,16,151,9.44,0,9.4,59.3%,5.59
836,Josh Norman\NormJo00,2002,22,,SDG,NFL,11,1,25,16,201,12.56,1,18.3,64.0%,8.04
837,Justin Peelle\PeelJu00,2006,27,4-103,MIA,NFL,15,10,18,16,116,7.25,1,7.7,88.9%,6.44
838,Justin Peelle\PeelJu00,2003,24,4-103,SDG,NFL,15,9,25,16,133,8.31,1,8.9,64.0%,5.32
839,Dennis Pitta\PittDe00,2014,29,4-114,BAL,NFL,3,3,21,16,125,7.81,0,41.7,76.2%,5.95
840,Leonard Pope\PopeLe00,2006,23,3-72,ARI,NFL,16,6,23,16,161,10.06,0,10.1,69.6%,7.00
841,Dante Rosario\RosaDa00,2014,30,5-155,CHI,NFL,16,3,22,16,116,7.25,0,7.3,72.7%,5.27
842,Luke Stocker\StocLu00,2012,24,4-104,TAM,NFL,16,11,27,16,165,10.31,1,10.3,59.3%,6.11
843,Ben Utecht\UtecBe00,2008,27,,CIN,NFL,10,6,28,16,123,7.69,0,12.3,57.1%,4.39
844,Blake Bell\BellBl00,2015,24,4-117,SFO,NFL,14,5,25,15,186,12.40,0,13.3,60.0%,7.44
845,Martellus Bennett\BennMa00,2009,22,2-61,DAL,NFL,14,6,30,15,159,10.60,0,11.4,50.0%,5.30
846,Adam Bergen\BergAd00,2006,23,,ARI,NFL,14,7,24,15,111,7.40,1,7.9,62.5%,4.63
847,Larry Donnell\DonnLa00,2016,28,,NYG,NFL,14,6,22,15,92,6.13,1,6.6,68.2%,4.18
848,Jack Doyle\DoylJa00,2018,28,,IND,NFL,3,3,22,15,150,10.00,1,50.0,68.2%,6.82
849,Tyler Eifert\EifeTy00,2018,28,1-21,CIN,NFL,4,2,19,15,179,11.93,1,44.8,78.9%,9.42
850,Michael Gaines\GainMi00,2006,26,7-232,CAR,NFL,16,9,29,15,146,9.73,0,9.1,51.7%,5.03
851,John Gilmore\GilmJo00,2008,29,6-196,TAM,NFL,16,10,21,15,147,9.80,1,9.2,71.4%,7.00
852,Daniel Graham\GrahDa00,2002,24,1-21,NWE,NFL,12,6,23,15,150,10.00,1,12.5,65.2%,6.52
853,Patrick Hape\HapePa00,2001,27,5-137,DEN,NFL,15,8,19,15,96,6.40,3,6.4,78.9%,5.05
854,Jackie Harris\HarrJa00,2001,33,4-102,DAL,NFL,13,12,25,15,141,9.40,2,10.8,60.0%,5.64
855,Jeff Heuerman\HeueJe00,2018,26,3-92,DEN,NFL,8,7,29,15,134,8.93,1,16.8,51.7%,4.62
856,Josh Hill\HillJo02,2016,26,,NOR,NFL,9,8,22,15,149,9.93,1,16.6,68.2%,6.77
857,Reggie Kelly\KellRe00,2004,27,2-42,CIN,NFL,16,15,21,15,85,5.67,0,5.3,71.4%,4.05
858,Reggie Kelly\KellRe00,2005,28,2-42,CIN,NFL,15,14,18,15,90,6.00,1,6.0,83.3%,5.00
859,Brian Kozlowski\KozlBr00,2001,31,,ATL,NFL,16,0,22,15,270,18.00,1,16.9,68.2%,12.27
860,Brian Kozlowski\KozlBr00,2000,30,,ATL,NFL,16,3,25,15,151,10.07,2,9.4,60.0%,6.04
861,Kris Mangum\MangKr00,2001,28,7-228,CAR,NFL,16,10,27,15,89,5.93,2,5.6,55.6%,3.30
862,Brandon Manumaleuna\ManuBr00,2008,28,4-129,SDG,NFL,16,11,19,15,127,8.47,2,7.9,78.9%,6.68
863,Brandon Manumaleuna\ManuBr00,2004,24,4-129,STL,NFL,16,16,21,15,174,11.60,1,10.9,71.4%,8.29
864,Ben Patrick\PatrBe00,2010,26,7-215,ARI,NFL,15,7,18,15,123,8.20,0,8.2,83.3%,6.83
865,Justin Peelle\PeelJu00,2008,29,4-103,ATL,NFL,16,11,23,15,159,10.60,2,9.9,65.2%,6.91
866,John Phillips\PhilJo00,2011,24,6-208,DAL,NFL,16,7,18,15,101,6.73,1,6.3,83.3%,5.61
867,Rod Rutledge\RutlRo00,2000,25,2-54,NWE,NFL,16,11,20,15,103,6.87,1,6.4,75.0%,5.15
868,Darnell Sanders\SandDa00,2003,24,4-122,CLE,NFL,16,12,21,15,95,6.33,1,5.9,71.4%,4.52
869,Derek Schouman\SchoDe00,2008,23,7-222,BUF,NFL,16,12,20,15,153,10.20,1,9.6,75.0%,7.65
870,Dion Sims\SimsDi00,2017,26,4-106,CHI,NFL,14,14,29,15,180,12.00,1,12.9,51.7%,6.21
871,Jerramy Stevens\StevJe00,2009,30,1-28,TAM,NFL,16,8,32,15,130,8.67,1,8.1,46.9%,4.06
872,Erik Swoope\SwooEr00,2016,24,,IND,NFL,16,4,22,15,297,19.80,1,18.6,68.2%,13.50
873,Maxx Williams\WillMa04,2017,23,2-55,BAL,NFL,11,8,18,15,86,5.73,1,7.8,83.3%,4.78
874,Luke Willson\WillLu00,2016,26,5-158,SEA,NFL,11,6,21,15,129,8.60,2,11.7,71.4%,6.14
875,Luke Willson\WillLu00,2017,27,5-158,SEA,NFL,16,7,22,15,153,10.20,4,9.6,68.2%,6.95
876,Kris Wilson\WilsKr00,2006,25,2-61,KAN,NFL,16,10,24,15,132,8.80,3,8.3,62.5%,5.50
877,Billy Bajema\BajeBi00,2010,28,7-249,STL,NFL,13,8,24,14,145,10.36,2,11.2,58.3%,6.04
878,Chris Baker\BakeCh00,2009,30,3-88,NWE,NFL,16,7,19,14,142,10.14,2,8.9,73.7%,7.47
879,Chris Baker\BakeCh00,2003,24,3-88,NYJ,NFL,16,0,18,14,137,9.79,0,8.6,77.8%,7.61
880,Marco Battaglia\BattMa00,2001,28,2-39,2TM,NFL,11,1,24,14,127,9.07,0,11.5,58.3%,5.29
881,Nick Boyle\BoylNi00,2018,25,5-171,BAL,NFL,8,6,27,14,136,9.71,0,17.0,51.9%,5.04
882,Kyle Brady\BradKy00,2004,32,1-9,JAX,NFL,11,8,23,14,103,7.36,1,9.4,60.9%,4.48
883,Brent Celek\CeleBr00,2016,31,5-162,PHI,NFL,16,8,19,14,155,11.07,0,9.7,73.7%,8.16
884,Anthony Fasano\FasaAn00,2006,22,2-53,DAL,NFL,16,5,24,14,126,9.00,0,7.9,58.3%,5.25
885,Anthony Fasano\FasaAn00,2007,23,2-53,DAL,NFL,16,5,21,14,143,10.21,1,8.9,66.7%,6.81
886,Darren Fells\FellDa01,2016,30,,ARI,NFL,14,7,18,14,154,11.00,1,11.0,77.8%,8.56
887,C.J. Fiedorowicz\FiedC.00,2017,26,3-65,HOU,NFL,5,5,22,14,127,9.07,0,25.4,63.6%,5.77
888,MarQueis Gray\GrayMa00,2016,27,,MIA,NFL,16,7,17,14,174,12.43,0,10.9,82.4%,10.24
889,Virgil Green\GreeVi00,2017,29,7-204,DEN,NFL,16,16,22,14,191,13.64,1,11.9,63.6%,8.68
890,Clay Harbor\HarbCl00,2015,28,4-125,JAX,NFL,15,3,20,14,149,10.64,1,9.9,70.0%,7.45
891,Josh Hill\HillJo02,2014,24,,NOR,NFL,16,3,20,14,176,12.57,5,11.0,70.0%,8.80
892,Bryan Johnson\JohnBr01,2004,26,,CHI,NFL,12,6,25,14,55,3.93,2,4.6,56.0%,2.20
893,Teyo Johnson\JohnTe00,2003,22,2-63,OAK,NFL,16,5,22,14,128,9.14,1,8.0,63.6%,5.82
894,Reggie Kelly\KellRe00,2002,25,2-42,ATL,NFL,16,16,20,14,162,11.57,0,10.1,70.0%,8.10
895,Dustin Lyman\LymaDu00,2002,26,3-87,CHI,NFL,12,3,20,14,121,8.64,2,10.1,70.0%,6.05
896,Brandon Manumaleuna\ManuBr00,2006,26,4-129,SDG,NFL,16,7,17,14,91,6.50,3,5.7,82.4%,5.35
897,Vance McDonald\McDoVa00,2017,27,2-55,PIT,NFL,10,7,24,14,188,13.43,1,18.8,58.3%,7.83
898,Tony McGee\McGeTo00,2001,30,2-37,CIN,NFL,11,9,30,14,148,10.57,1,13.5,46.7%,4.93
899,Billy Miller\MillBi00,2006,29,7-218,NOR,NFL,10,3,22,14,129,9.21,0,12.9,63.6%,5.86
900,James O'Shaughnessy\O'ShJa00,2017,25,5-173,JAX,NFL,16,1,24,14,149,10.64,1,9.3,58.3%,6.21
901,Sean Ryan\RyanSe00,2009,29,5-144,KAN,NFL,10,8,27,14,135,9.64,2,13.5,51.9%,5.00
902,Matt Schobel\SchoMa00,2006,28,3-67,PHI,NFL,16,4,20,14,214,15.29,2,13.4,70.0%,10.70
903,Aaron Shea\SheaAa00,2001,25,4-110,CLE,NFL,12,5,20,14,86,6.14,0,7.2,70.0%,4.30
904,Alex Smith\SmitAl02,2011,29,3-71,CLE,NFL,14,4,25,14,131,9.36,1,9.4,56.0%,5.24
905,Tony Stewart\StewTo00,2006,27,5-147,CIN,NFL,16,3,18,14,120,8.57,1,7.5,77.8%,6.67
906,Jacob Tamme\TammJa00,2014,29,4-127,DEN,NFL,15,0,28,14,109,7.79,2,7.3,50.0%,3.89
907,Jermaine Wiggins\WiggJe00,2001,26,,NWE,NFL,16,6,21,14,133,9.50,4,8.3,66.7%,6.33
908,Maxx Williams\WillMa04,2018,24,2-55,BAL,NFL,7,5,14,14,127,9.07,0,18.1,100.0%,9.07
909,Todd Yoder\YodeTo00,2004,26,,JAX,NFL,16,8,22,14,157,11.21,0,9.8,63.6%,7.14
910,Courtney Anderson\AndeCo00,2004,24,7-245,OAK,NFL,9,4,21,13,175,13.46,1,19.4,61.9%,8.33
911,Gary Barnidge\BarnGa01,2013,28,5-141,CLE,NFL,16,12,18,13,127,9.77,2,7.9,72.2%,7.06
912,Gary Barnidge\BarnGa01,2014,29,5-141,CLE,NFL,13,2,25,13,156,12.00,0,12.0,52.0%,6.24
913,Marco Battaglia\BattMa00,2000,27,2-39,CIN,NFL,16,10,36,13,105,8.08,0,6.6,36.1%,2.92
914,Anthony Becht\BechAn00,2004,27,1-27,NYJ,NFL,16,16,28,13,100,7.69,1,6.3,46.4%,3.57
915,Travis Beckum\BeckTr00,2010,23,3-100,NYG,NFL,16,2,18,13,116,8.92,2,7.3,72.2%,6.44
916,Jeremy Brigham\BrigJe00,2000,25,5-127,OAK,NFL,15,3,19,13,107,8.23,2,7.1,68.4%,5.63
917,Daniel Brown\BrowDa04,2017,25,,CHI,NFL,14,2,20,13,129,9.92,0,9.2,65.0%,6.45
918,Mark Bruener\BrueMa00,2002,30,1-27,PIT,NFL,12,12,18,13,66,5.08,1,5.5,72.2%,3.67
919,Dan Campbell\CampDa00,2001,25,3-79,NYG,NFL,16,12,25,13,148,11.38,1,9.3,52.0%,5.92
920,Brent Celek\CeleBr00,2017,32,5-162,PHI,NFL,16,10,24,13,130,10.00,1,8.1,54.2%,5.42
921,Cam Cleeland\CleeCa00,2001,26,2-40,NOR,NFL,9,7,22,13,138,10.62,4,15.3,59.1%,6.27
922,Ernie Conwell\ConwEr00,2005,33,2-59,NOR,NFL,8,8,29,13,165,12.69,1,20.6,44.8%,5.69
923,Rhett Ellison\ElliRh00,2018,30,4-128,NYG,NFL,7,6,17,13,117,9.00,1,16.7,76.5%,6.88
924,Jim Finn\FinnJi00,2005,29,7-253,NYG,NFL,16,13,24,13,98,7.54,0,6.1,54.2%,4.08
925,John Gilmore\GilmJo00,2010,31,6-196,TAM,NFL,16,11,18,13,160,12.31,1,10.0,72.2%,8.89
926,Ryan Griffin\GrifRy00,2017,27,6-201,HOU,NFL,7,6,26,13,158,12.15,1,22.6,50.0%,6.08
927,Ryan Hannam\HannRy00,2005,25,5-169,SEA,NFL,16,5,21,13,89,6.85,1,5.6,61.9%,4.24
928,Clay Harbor\HarbCl00,2011,24,4-125,PHI,NFL,16,3,19,13,163,12.54,1,10.2,68.4%,8.58
929,Cory Harkey\HarkCo00,2013,23,,STL,NFL,15,10,18,13,113,8.69,2,7.5,72.2%,6.28
930,Cooper Helfet\HelfCo00,2015,26,,SEA,NFL,13,2,22,13,130,10.00,0,10.0,59.1%,5.91
931,Will Heller\HellWi00,2007,26,,SEA,NFL,16,6,26,13,82,6.31,3,5.1,50.0%,3.15
932,Michael Hoomanawanui\HoomMi00,2010,22,5-132,STL,NFL,8,3,22,13,146,11.23,3,18.3,59.1%,6.64
933,Reggie Kelly\KellRe00,2003,26,2-42,CIN,NFL,12,11,21,13,81,6.23,1,6.8,61.9%,3.86
934,Erron Kinney\KinnEr00,2002,25,3-68,TEN,NFL,15,7,19,13,173,13.31,0,11.5,68.4%,9.11
935,Donald Lee\LeexDo00,2004,24,5-156,MIA,NFL,16,10,20,13,110,8.46,1,6.9,65.0%,5.50
936,Marcedes Lewis\LewiMa00,2006,22,1-28,JAX,NFL,15,3,21,13,126,9.69,1,8.4,61.9%,6.00
937,Mike Lucky\LuckMi00,2001,26,7-229,DAL,NFL,16,5,21,13,96,7.38,1,6.0,61.9%,4.57
938,Brandon Manumaleuna\ManuBr00,2005,25,4-129,STL,NFL,14,14,20,13,129,9.92,1,9.2,65.0%,6.45
939,David Martin\MartDa00,2001,22,6-198,GNB,NFL,14,1,20,13,144,11.08,1,10.3,65.0%,7.20
940,David Martin\MartDa00,2003,24,6-198,GNB,NFL,16,3,17,13,79,6.08,2,4.9,76.5%,4.65
941,Anthony McCoy\McCoAn00,2011,24,6-185,SEA,NFL,16,9,24,13,146,11.23,0,9.1,54.2%,6.08
942,Shad Meier\MeieSh00,2003,25,3-90,TEN,NFL,15,6,19,13,159,12.23,0,10.6,68.4%,8.37
943,Niles Paul\PaulNi00,2017,28,5-155,WAS,NFL,14,8,19,13,94,7.23,0,6.7,68.4%,4.95
944,Logan Paulsen\PaulLo00,2014,27,,WAS,NFL,16,12,16,13,78,6.00,1,4.9,81.3%,4.88
945,Jeb Putzier\PutzJe00,2006,27,6-191,HOU,NFL,14,5,22,13,125,9.62,0,8.9,59.1%,5.68
946,Austin Seferian-Jenkins\SefeAu00,2016,24,2-38,2TM,NFL,9,2,20,13,154,11.85,1,17.1,65.0%,7.70
947,Mike Seidman\SeidMi00,2004,23,3-76,CAR,NFL,16,6,13,13,123,9.46,2,7.7,100.0%,9.46
948,Alex Smith\SmitAl02,2012,30,3-71,CLE,NFL,12,2,18,13,47,3.62,0,3.9,72.2%,2.61
949,Levine Toilolo\ToilLe00,2016,25,4-133,ATL,NFL,16,11,19,13,264,20.31,2,16.5,68.4%,13.89
950,Ben Troupe\TrouBe00,2006,24,2-40,TEN,NFL,10,9,29,13,150,11.54,2,15.0,44.8%,5.17
951,Nick Vannett\VannNi00,2018,25,3-94,SEA,NFL,6,3,21,13,126,9.69,0,21.0,61.9%,6.00
952,Boo Williams\WillBo00,2002,23,,NOR,NFL,16,3,31,13,143,11.00,2,8.9,41.9%,4.61
953,Brandon Williams\WillBr04,2017,30,,IND,NFL,14,10,17,13,121,9.31,0,8.6,76.5%,7.12
954,George Wrighster\WrigGe00,2003,22,4-104,JAX,NFL,15,1,20,13,150,11.54,2,10.0,65.0%,7.50
955,George Wrighster\WrigGe00,2005,24,4-104,JAX,NFL,16,6,23,13,120,9.23,2,7.5,56.5%,5.22
956,Gary Barnidge\BarnGa01,2009,24,5-141,CAR,NFL,16,3,21,12,242,20.17,0,15.1,57.1%,11.52
957,Jeremy Brigham\BrigJe00,2001,26,5-127,OAK,NFL,14,3,17,12,85,7.08,1,6.1,70.6%,5.00
958,Luther Broughton\BrouLu00,2000,26,5-155,PHI,NFL,15,1,18,12,104,8.67,0,6.9,66.7%,5.78
959,Mark Bruener\BrueMa00,2001,29,1-27,PIT,NFL,9,9,19,12,98,8.17,0,10.9,63.2%,5.16
960,Mark Campbell\CampMa00,2000,25,,CLE,NFL,16,10,16,12,80,6.67,1,5.0,75.0%,5.00
961,Mark Campbell\CampMa00,2008,33,,NOR,NFL,9,4,16,12,121,10.08,2,13.4,75.0%,7.56
962,Daniel Coats\CoatDa00,2007,23,,CIN,NFL,15,3,16,12,122,10.17,0,8.1,75.0%,7.63
963,Jack Doyle\DoylJa00,2015,25,,IND,NFL,16,2,14,12,72,6.00,1,4.5,85.7%,5.14
964,Eric Edwards\EdwaEr00,2005,25,,ARI,NFL,16,9,17,12,133,11.08,1,8.3,70.6%,7.82
965,Anthony Fasano\FasaAn00,2017,33,2-53,MIA,NFL,16,6,16,12,107,8.92,1,6.7,75.0%,6.69
966,Casey Fitzsimmons\FitzCa00,2008,28,,DET,NFL,14,1,28,12,85,7.08,1,6.1,42.9%,3.04
967,Michael Gaines\GainMi00,2005,25,7-232,CAR,NFL,11,6,16,12,155,12.92,2,14.1,75.0%,9.69
968,Antonio Gates\GateAn00,2018,38,,LAC,NFL,7,0,21,12,123,10.25,1,17.6,57.1%,5.86
969,Chris Gragg\GragCh00,2015,25,7-222,BUF,NFL,13,4,20,12,150,12.50,0,11.5,60.0%,7.50
970,Virgil Green\GreeVi00,2015,27,7-204,DEN,NFL,16,5,15,12,173,14.42,1,10.8,80.0%,11.53
971,James Hanna\HannJa00,2013,24,6-186,DAL,NFL,16,8,15,12,73,6.08,0,4.6,80.0%,4.87
972,Ben Hartsock\HartBe00,2007,27,3-68,TEN,NFL,16,9,19,12,138,11.50,0,8.6,63.2%,7.26
973,Steve Heiden\HeidSt00,2007,31,3-69,CLE,NFL,16,6,21,12,104,8.67,0,6.5,57.1%,4.95
974,Cooper Helfet\HelfCo00,2014,25,,SEA,NFL,10,2,24,12,185,15.42,2,18.5,50.0%,7.71
975,Will Heller\HellWi00,2004,23,,TAM,NFL,10,2,16,12,98,8.17,1,9.8,75.0%,6.13
976,Christopher Herndon\HernCh00,2018,22,,NYJ,NFL,8,5,18,12,161,13.42,3,20.1,66.7%,8.94
977,Michael Hoomanawanui\HoomMi00,2013,25,5-132,NWE,NFL,13,10,19,12,136,11.33,1,10.5,63.2%,7.16
978,Rob Housler\HousRo01,2011,23,3-69,ARI,NFL,12,2,26,12,133,11.08,0,11.1,46.2%,5.12
979,David LaFleur\LaFlDa00,2000,26,1-22,DAL,NFL,15,10,21,12,109,9.08,1,7.3,57.1%,5.19
980,Evan Moore\MoorEv00,2009,24,,CLE,NFL,5,0,23,12,158,13.17,0,31.6,52.2%,6.87
981,Brandon Myers\MyerBr00,2015,30,6-202,TAM,NFL,11,6,17,12,127,10.58,0,11.5,70.6%,7.47
982,Brandon Myers\MyerBr00,2010,25,6-202,OAK,NFL,15,3,16,12,80,6.67,0,5.3,75.0%,5.00
983,Greg Olsen\OlseGr00,2018,33,1-31,CAR,NFL,4,4,18,12,142,11.83,2,35.5,66.7%,7.89
984,Bear Pascoe\PascBe00,2011,25,6-184,NYG,NFL,16,11,16,12,136,11.33,0,8.5,75.0%,8.50
985,Bear Pascoe\PascBe00,2013,27,6-184,NYG,NFL,16,6,20,12,81,6.75,0,5.1,60.0%,4.05
986,Ben Patrick\PatrBe00,2009,25,7-215,ARI,NFL,9,7,16,12,146,12.17,2,16.2,75.0%,9.13
987,Justin Peelle\PeelJu00,2009,30,4-103,ATL,NFL,15,8,15,12,115,9.58,2,7.7,80.0%,7.67
988,Marcus Pollard\PollMa00,2006,34,,DET,NFL,15,5,17,12,100,8.33,0,6.7,70.6%,5.88
989,Richard Rodgers\RodgRi00,2017,25,3-98,GNB,NFL,15,1,19,12,160,13.33,1,10.7,63.2%,8.42
990,Ricky Seals-Jones\SealRi00,2017,22,,ARI,NFL,10,1,28,12,201,16.75,3,20.1,42.9%,7.18
991,Adam Shaheen\ShahAd00,2017,23,2-45,CHI,NFL,13,7,14,12,127,10.58,3,9.8,85.7%,9.07
992,Visanthe Shiancoe\ShiaVi00,2006,26,3-91,NYG,NFL,16,4,14,12,81,6.75,0,5.1,85.7%,5.79
993,David Sloan\SloaDa00,2002,30,3-70,NOR,NFL,16,14,25,12,127,10.58,0,7.9,48.0%,5.08
994,Lee Smith\SmitLe00,2015,28,5-159,OAK,NFL,15,15,13,12,70,5.83,1,4.7,92.3%,5.38
995,Neal Sterling\SterNe00,2016,24,7-220,JAX,NFL,10,1,16,12,110,9.17,0,11.0,75.0%,6.88
996,Craig Stevens\StevCr00,2015,31,3-85,TEN,NFL,16,11,16,12,121,10.08,2,7.6,75.0%,7.56
997,Luke Stocker\StocLu00,2011,23,4-104,TAM,NFL,14,9,17,12,92,7.67,0,6.6,70.6%,5.41
998,Jonathan Stupar\StupJo00,2010,26,,BUF,NFL,16,3,13,12,111,9.25,0,6.9,92.3%,8.54
999,Levine Toilolo\ToilLe00,2017,26,4-133,ATL,NFL,15,12,14,12,122,10.17,1,8.1,85.7%,8.71
1000,Jerame Tuman\TumaJe00,2003,27,5-136,PIT,NFL,16,12,19,12,113,9.42,0,7.1,63.2%,5.95
1001,Nick Vannett\VannNi00,2017,24,3-94,SEA,NFL,15,4,15,12,124,10.33,1,8.3,80.0%,8.27
1002,Stephen Anderson\AndeSt01,2016,23,,HOU,NFL,13,0,16,11,93,8.45,1,7.2,68.8%,5.81
1003,Cameron Brate\BratCa00,2018,27,,TAM,NFL,7,1,17,11,114,10.36,3,16.3,64.7%,6.71
1004,Steve Bush\BushSt00,2003,29,,ARI,NFL,16,4,17,11,71,6.45,1,4.4,64.7%,4.18
1005,John Davis\DaviJo00,2001,28,5-2,CHI,NFL,16,7,17,11,68,6.18,0,4.3,64.7%,4.00
1006,Ed Dickson\DickEd00,2010,23,3-70,BAL,NFL,15,3,23,11,152,13.82,1,10.1,47.8%,6.61
1007,Joel Dreessen\DreeJo00,2008,26,6-198,HOU,NFL,16,3,17,11,77,7.00,0,4.8,64.7%,4.53
1008,Rhett Ellison\ElliRh00,2015,27,4-128,MIN,NFL,15,9,19,11,124,11.27,1,8.3,57.9%,6.53
1009,Tim Euhus\EuhuTi00,2004,24,4-109,BUF,NFL,12,5,15,11,98,8.91,2,8.2,73.3%,6.53
1010,Chase Ford\FordCh00,2013,23,,MIN,NFL,9,0,16,11,133,12.09,0,14.8,68.8%,8.31
1011,Xavier Grimble\GrimXa00,2016,24,,PIT,NFL,13,2,21,11,118,10.73,2,9.1,52.4%,5.62
1012,Terry Hardy\HardTe00,2001,25,5-125,ARI,NFL,8,6,22,11,79,7.18,2,9.9,50.0%,3.59
1013,Tyler Higbee\HigbTy00,2016,23,4-110,LAR,NFL,16,7,29,11,85,7.73,1,5.3,37.9%,2.93
1014,Michael Hoomanawanui\HoomMi00,2015,27,5-132,2TM,NFL,14,8,16,11,76,6.91,3,5.4,68.8%,4.75
1015,Tory Humphrey\HumpTo00,2008,25,,GNB,NFL,16,7,17,11,162,14.73,0,10.1,64.7%,9.53
1016,Nate Jackson\JackNa00,2008,29,,DEN,NFL,10,3,17,11,84,7.64,1,8.4,64.7%,4.94
1017,Terry Jones\JoneTe00,2002,23,5-155,BAL,NFL,14,6,21,11,106,9.64,1,7.6,52.4%,5.05
1018,Joe Klopfenstein\KlopJo00,2008,25,2-46,STL,NFL,16,10,19,11,123,11.18,0,7.7,57.9%,6.47
1019,Tyler Kroft\KrofTy00,2015,23,3-85,CIN,NFL,16,6,15,11,129,11.73,1,8.1,73.3%,8.60
1020,Donald Lee\LeexDo00,2010,30,5-156,GNB,NFL,15,6,12,11,73,6.64,3,4.9,91.7%,6.08
1021,Donald Lee\LeexDo00,2011,31,5-156,CIN,NFL,9,4,13,11,115,10.45,0,12.8,84.6%,8.85
1022,Dustin Lyman\LymaDu00,2003,27,3-87,CHI,NFL,9,1,13,11,80,7.27,0,8.9,84.6%,6.15
1023,Dustin Lyman\LymaDu00,2004,28,3-87,CHI,NFL,16,10,23,11,73,6.64,1,4.6,47.8%,3.17
1024,John Madsen\MadsJo00,2006,23,,OAK,NFL,15,1,19,11,146,13.27,1,9.7,57.9%,7.68
1025,Randy McMichael\McMiRa01,2008,29,4-114,STL,NFL,4,4,21,11,139,12.64,0,34.8,52.4%,6.62
1026,Troy Niklas\NiklTr00,2017,25,2-52,ARI,NFL,15,11,23,11,132,12.00,1,8.8,47.8%,5.74
1027,Ben Patrick\PatrBe00,2008,24,7-215,ARI,NFL,10,3,18,11,104,9.45,0,10.4,61.1%,5.78
1028,Logan Paulsen\PaulLo00,2011,24,,WAS,NFL,16,6,19,11,138,12.55,0,8.6,57.9%,7.26
1029,Justin Peelle\PeelJu00,2005,26,4-103,SDG,NFL,16,4,20,11,38,3.45,1,2.4,55.0%,1.90
1030,Justin Perillo\PeriJu00,2015,24,,GNB,NFL,9,0,13,11,102,9.27,1,11.3,84.6%,7.85
1031,Konrad Reuland\ReulKo00,2012,25,,NYJ,NFL,16,3,16,11,83,7.55,0,5.2,68.8%,5.19
1032,Jeff Robinson\RobiJe00,2001,31,4-98,STL,NFL,16,6,13,11,108,9.82,1,6.8,84.6%,8.31
