Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
1033,Robert Royal\RoyaRo00,2009,30,5-160,CLE,NFL,13,11,26,11,134,12.18,1,10.3,42.3%,5.15
1034,Matt Schobel\SchoMa00,2007,29,3-67,PHI,NFL,15,6,21,11,108,9.82,1,7.2,52.4%,5.14
1035,Austin Seferian-Jenkins\SefeAu00,2018,26,2-38,JAX,NFL,5,5,20,11,90,8.18,1,18.0,55.0%,4.50
1036,Craig Stevens\StevCr00,2010,26,3-85,TEN,NFL,15,13,23,11,122,11.09,2,8.1,47.8%,5.30
1037,Tony Stewart\StewTo00,2008,29,5-147,OAK,NFL,16,4,15,11,81,7.36,0,5.1,73.3%,5.40
1038,Justin Swift\SwifJu00,2001,26,7-238,SFO,NFL,16,2,11,11,66,6.00,1,4.1,100.0%,6.00
1039,David Thomas\ThomDa02,2012,29,3-86,NOR,NFL,15,7,17,11,86,7.82,4,5.7,64.7%,5.06
1040,David Thomas\ThomDa02,2006,23,3-86,NWE,NFL,15,3,16,11,159,14.45,1,10.6,68.8%,9.94
1041,Ian Thomas\ThomIa00,2018,22,,CAR,NFL,7,3,17,11,87,7.91,0,12.4,64.7%,5.12
1042,Levine Toilolo\ToilLe00,2013,22,4-133,ATL,NFL,16,3,15,11,55,5.00,2,3.4,73.3%,3.67
1043,Ernest Wilford\WilfEr00,2009,30,4-120,JAX,NFL,15,7,21,11,123,11.18,1,8.2,52.4%,5.86
1044,Roland Williams\WillRo01,2000,25,4-98,STL,NFL,16,11,25,11,102,9.27,3,6.4,44.0%,4.08
1045,Dwayne Allen\AlleDw00,2017,27,3-64,NWE,NFL,16,8,22,10,86,8.60,1,5.4,45.5%,3.91
1046,Cam Cleeland\CleeCa00,2003,28,2-40,STL,NFL,16,10,16,10,145,14.50,0,9.1,62.5%,9.06
1047,Ernie Conwell\ConwEr00,2004,32,2-59,NOR,NFL,16,11,19,10,102,10.20,1,6.4,52.6%,5.37
1048,Zack Crockett\CrocZa00,2006,34,3-79,OAK,NFL,16,9,17,10,53,5.30,0,3.3,58.8%,3.12
1049,Jason Croom\CrooJa00,2018,24,,BUF,NFL,8,0,16,10,95,9.50,1,11.9,62.5%,5.94
1050,Vernon Davis\DaviVe00,2018,34,1-6,WAS,NFL,7,6,13,10,170,17.00,1,24.3,76.9%,13.08
1051,Seth Devalve\DevaSe00,2016,23,4-138,CLE,NFL,12,2,12,10,127,12.70,2,10.6,83.3%,10.58
1052,Ed Dickson\DickEd00,2016,29,3-70,CAR,NFL,16,8,19,10,134,13.40,1,8.4,52.6%,7.05
1053,Ed Dickson\DickEd00,2014,27,3-70,CAR,NFL,16,10,17,10,115,11.50,1,7.2,58.8%,6.76
1054,Greg Estandia\EstaGr01,2008,26,,JAX,NFL,16,1,15,10,113,11.30,0,7.1,66.7%,7.53
1055,Gerald Everett\EverGe00,2018,24,2-44,LAR,NFL,8,0,16,10,98,9.80,0,12.3,62.5%,6.13
1056,Derek Fine\FineDe00,2008,25,4-132,BUF,NFL,10,5,12,10,94,9.40,1,9.4,83.3%,7.83
1057,Casey Fitzsimmons\FitzCa00,2004,24,,DET,NFL,16,2,14,10,103,10.30,0,6.4,71.4%,7.36
1058,Casey Fitzsimmons\FitzCa00,2005,25,,DET,NFL,14,2,17,10,45,4.50,1,3.2,58.8%,2.65
1059,Zeron Flemister\FlemZe00,2002,26,,WAS,NFL,15,7,26,10,146,14.60,2,9.7,38.5%,5.62
1060,Chris Gedney\GednCh00,2000,30,3-61,ARI,NFL,13,3,16,10,75,7.50,0,5.8,62.5%,4.69
1061,Crockett Gillmore\GillCr00,2014,23,3-99,BAL,NFL,15,1,15,10,121,12.10,1,8.1,66.7%,8.07
1062,John Gilmore\GilmJo00,2002,23,6-196,CHI,NFL,8,4,14,10,130,13.00,0,16.3,71.4%,9.29
1063,Ryan Griffin\GrifRy00,2018,28,6-201,HOU,NFL,6,6,25,10,140,14.00,0,23.3,40.0%,5.60
1064,Ryan Griffin\GrifRy00,2014,24,6-201,HOU,NFL,16,2,16,10,91,9.10,1,5.7,62.5%,5.69
1065,Steve Heiden\HeidSt00,2009,33,3-69,CLE,NFL,7,6,17,10,73,7.30,1,10.4,58.8%,4.29
1066,Ryan Hewitt\HewiRy00,2014,23,,CIN,NFL,16,11,15,10,86,8.60,0,5.4,66.7%,5.73
1067,Reggie Kelly\KellRe00,2010,33,2-42,CIN,NFL,16,14,13,10,42,4.20,0,2.6,76.9%,3.23
1068,Jim Kleinsasser\KleiJi00,2009,32,2-44,MIN,NFL,16,8,16,10,70,7.00,0,4.4,62.5%,4.38
1069,Brian Kozlowski\KozlBr00,2003,33,,ATL,NFL,16,9,27,10,87,8.70,0,5.4,37.0%,3.22
1070,Tyler Kroft\KrofTy00,2016,24,3-85,CIN,NFL,14,11,12,10,92,9.20,0,6.6,83.3%,7.67
1071,Donald Lee\LeexDo00,2006,26,5-156,GNB,NFL,15,2,21,10,150,15.00,0,10.0,47.6%,7.14
1072,Brandon Manumaleuna\ManuBr00,2007,27,4-129,SDG,NFL,16,12,15,10,86,8.60,1,5.4,66.7%,5.73
1073,Itula Mili\MiliIt00,2006,33,6-174,SEA,NFL,10,2,18,10,69,6.90,0,6.9,55.6%,3.83
1074,David Morgan\MorgDa01,2017,24,6-188,MIN,NFL,15,6,12,10,95,9.50,1,6.3,83.3%,7.92
1075,Michael Palmer\PalmMi00,2011,23,,ATL,NFL,16,2,16,10,72,7.20,1,4.5,62.5%,4.50
1076,Niles Paul\PaulNi00,2018,29,5-155,JAX,NFL,6,1,13,10,98,9.80,0,16.3,76.9%,7.54
1077,Justin Peelle\PeelJu00,2010,31,4-103,ATL,NFL,13,8,15,10,96,9.60,1,7.4,66.7%,6.40
1078,Justin Peelle\PeelJu00,2004,25,4-103,SDG,NFL,16,4,20,10,84,8.40,2,5.3,50.0%,4.20
1079,Brandon Pettigrew\PettBr00,2014,29,1-20,DET,NFL,14,9,15,10,70,7.00,0,5.0,66.7%,4.67
1080,John Phillips\PhilJo00,2015,28,6-208,SDG,NFL,16,5,11,10,69,6.90,1,4.3,90.9%,6.27
1081,John Phillips\PhilJo00,2016,29,6-208,2TM,NFL,16,7,15,10,72,7.20,1,4.5,66.7%,4.80
1082,Leonard Pope\PopeLe00,2010,27,3-72,KAN,NFL,16,6,19,10,76,7.60,2,4.8,52.6%,4.00
1083,MyCole Pruitt\PruiMy00,2015,23,5-143,MIN,NFL,16,3,16,10,89,8.90,0,5.6,62.5%,5.56
1084,Walter Rasby\RasbWa00,2000,28,,DET,NFL,16,8,15,10,78,7.80,1,4.9,66.7%,5.20
1085,Walter Rasby\RasbWa00,2001,29,,WAS,NFL,16,11,27,10,128,12.80,2,8.0,37.0%,4.74
1086,Jay Riemersma\RiemJa00,2003,30,7-244,PIT,NFL,11,7,23,10,138,13.80,1,12.5,43.5%,6.00
1087,Dante Rosario\RosaDa00,2012,28,5-155,SDG,NFL,13,2,18,10,95,9.50,3,7.3,55.6%,5.28
1088,Tom Santi\SantTo00,2008,23,6-196,IND,NFL,6,2,13,10,64,6.40,1,10.7,76.9%,4.92
1089,Visanthe Shiancoe\ShiaVi00,2003,23,3-91,NYG,NFL,16,7,23,10,56,5.60,2,3.5,43.5%,2.43
1090,Tony Stewart\StewTo00,2009,30,5-147,OAK,NFL,15,4,15,10,78,7.80,0,5.2,66.7%,5.20
1091,Tony Stewart\StewTo00,2004,25,5-147,CIN,NFL,16,9,25,10,48,4.80,1,3.0,40.0%,1.92
1092,Justin Swift\SwifJu00,2002,27,7-238,SFO,NFL,16,4,15,10,63,6.30,0,3.9,66.7%,4.20
1093,Jeff Thomason\ThomJe00,2000,31,,PHI,NFL,16,5,14,10,46,4.60,5,2.9,71.4%,3.29
1094,Jeff Thomason\ThomJe00,2002,33,,PHI,NFL,16,3,12,10,128,12.80,2,8.0,83.3%,10.67
1095,C.J. Uzomah\UzomC.00,2017,24,5-157,CIN,NFL,14,4,15,10,92,9.20,1,6.6,66.7%,6.13
1096,Aaron Walker\WalkAa00,2004,24,5-161,SFO,NFL,16,4,15,10,115,11.50,0,7.2,66.7%,7.67
1097,Delanie Walker\WalkHu00,2008,24,6-175,SFO,NFL,15,2,16,10,155,15.50,1,10.3,62.5%,9.69
1098,Darren Waller\WallDa01,2016,24,6-204,BAL,NFL,12,3,17,10,85,8.50,2,7.1,58.8%,5.00
1099,Jed Weaver\WeavJe00,2000,24,7-208,MIA,NFL,16,0,15,10,179,17.90,0,11.2,66.7%,11.93
1100,Jermaine Wiggins\WiggJe00,2002,27,,2TM,NFL,14,1,15,10,62,6.20,1,4.4,66.7%,4.13
