Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
1314,Kendall Wright\WrigKe01,2015,26,1-20,TEN,NFL,10,9,60,36,408,11.33,3,40.8,60.0%,6.80
1315,Danny Amendola\AmenDa00,2018,33,,MIA,NFL,8,8,44,35,337,9.63,1,42.1,79.5%,7.66
1316,Deion Branch\BranDe00,2004,25,2-65,NWE,NFL,9,9,51,35,454,12.97,4,50.4,68.6%,8.90
1317,Dezmon Briscoe\BrisDe00,2011,22,6-191,TAM,NFL,16,2,51,35,387,11.06,6,24.2,68.6%,7.59
1318,Plaxico Burress\BurrPl00,2008,31,1-8,NYG,NFL,10,9,66,35,454,12.97,4,45.4,53.0%,6.88
1319,Plaxico Burress\BurrPl00,2004,27,1-8,PIT,NFL,11,11,59,35,698,19.94,5,63.5,59.3%,11.83
1320,Brandin Cooks\CookBr00,2018,25,1-20,LAR,NFL,8,8,52,35,643,18.37,2,80.4,67.3%,12.37
1321,Rashied Davis\DaviRa00,2008,29,,CHI,NFL,16,12,67,35,445,12.71,2,27.8,52.2%,6.64
1322,Josh Doctson\DoctJo00,2017,25,1-22,WAS,NFL,16,14,78,35,502,14.34,6,31.4,44.9%,6.44
1323,Troy Edwards\EdwaTr00,2003,26,1-13,JAX,NFL,13,11,62,35,487,13.91,3,37.5,56.5%,7.85
1324,Taylor Gabriel\GabrTa00,2016,25,,ATL,NFL,13,3,50,35,579,16.54,6,44.5,70.0%,11.58
1325,Brian Hartline\HartBr00,2011,25,4-108,MIA,NFL,16,10,66,35,549,15.69,1,34.3,53.0%,8.32
1326,Ike Hilliard\HillIk00,2005,29,1-7,TAM,NFL,16,2,53,35,282,8.06,1,17.6,66.0%,5.32
1327,Allen Hurns\HurnAl01,2016,25,,JAX,NFL,11,11,76,35,477,13.63,3,43.4,46.1%,6.28
1328,Dontrelle Inman\InmaDo00,2015,26,,SDG,NFL,14,7,63,35,486,13.89,3,34.7,55.6%,7.71
1329,Bryant Johnson\JohnBr02,2009,28,1-17,DET,NFL,16,16,87,35,417,11.91,3,26.1,40.2%,4.79
1330,Bryant Johnson\JohnBr02,2003,22,1-17,ARI,NFL,15,8,77,35,438,12.51,1,29.2,45.5%,5.69
1331,Kevin Johnson\JohnKe01,2004,28,2-32,BAL,NFL,16,5,61,35,373,10.66,1,23.3,57.4%,6.11
1332,Steve Johnson\JohnSt00,2014,28,7-224,SFO,NFL,13,1,50,35,435,12.43,3,33.5,70.0%,8.70
1333,Ashley Lelie\LeliAs00,2002,22,1-19,DEN,NFL,16,1,53,35,525,15.00,2,32.8,66.0%,9.91
1334,Shaun McDonald\McDoSh00,2008,27,4-106,DET,NFL,12,7,67,35,332,9.49,1,27.7,52.2%,4.96
1335,Freddie Mitchell\MitcFr00,2003,25,1-25,PHI,NFL,16,6,59,35,498,14.23,2,31.1,59.3%,8.44
1336,Dennis Northcutt\NortDe00,2009,32,2-32,DET,NFL,16,2,63,35,357,10.20,1,22.3,55.6%,5.67
1337,Roscoe Parrish\ParrRo00,2007,25,2-55,BUF,NFL,16,3,58,35,352,10.06,1,22.0,60.3%,6.07
1338,Antwaan Randle El\RandAn00,2005,26,2-62,PIT,NFL,16,15,69,35,558,15.94,1,34.9,50.7%,8.09
1339,Leslie Shepherd\ShepLe00,2000,31,,MIA,NFL,13,11,59,35,446,12.74,4,34.3,59.3%,7.56
1340,Golden Tate\TateGo00,2011,23,2-60,SEA,NFL,16,5,58,35,382,10.91,3,23.9,60.3%,6.59
1341,Nate Washington\WashNa00,2006,23,,PIT,NFL,16,2,69,35,624,17.83,4,39.0,50.7%,9.04
1342,Reggie Williams\WillRe00,2005,22,1-9,JAX,NFL,16,7,63,35,445,12.71,0,27.8,55.6%,7.06
1343,Albert Wilson\WilsAl02,2015,23,,KAN,NFL,14,12,57,35,451,12.89,2,32.2,61.4%,7.91
1344,Cedrick Wilson\WilsCe00,2003,25,6-169,SFO,NFL,16,4,63,35,396,11.31,2,24.8,55.6%,6.29
1345,Jason Witten\WittJa00,2003,21,3-69,DAL,NFL,15,7,54,35,347,9.91,1,23.1,64.8%,6.43
1346,Jason Avant\AvanJa00,2014,31,4-109,2TM,NFL,16,0,62,34,353,10.38,1,22.1,54.8%,5.69
1347,Travis Benjamin\BenjTr00,2017,28,4-100,LAC,NFL,16,3,62,34,567,16.68,4,35.4,54.8%,9.15
1348,Corey Bradford\BradCo00,2005,30,5-150,HOU,NFL,16,6,66,34,436,12.82,5,27.3,51.5%,6.61
1349,Mark Clayton\ClayMa01,2009,27,1-22,BAL,NFL,14,12,74,34,480,14.12,2,34.3,45.9%,6.49
1350,Germane Crowell\CrowGe00,2000,24,2-50,DET,NFL,9,7,73,34,430,12.65,3,47.8,46.6%,5.89
1351,Corey Davis\DaviCo03,2017,22,1-5,TEN,NFL,11,9,65,34,375,11.03,0,34.1,52.3%,5.77
1352,Larry Fitzgerald\FitzLa00,2018,35,1-3,ARI,NFL,8,8,53,34,357,10.50,2,44.6,64.2%,6.74
1353,Taylor Gabriel\GabrTa00,2018,27,,CHI,NFL,7,5,44,34,381,11.21,2,54.4,77.3%,8.66
1354,Jabar Gaffney\GaffJa00,2003,23,2-33,HOU,NFL,16,11,57,34,402,11.82,2,25.1,59.6%,7.05
1355,Justin Gage\GageJu00,2008,27,5-143,TEN,NFL,12,11,74,34,651,19.15,6,54.3,45.9%,8.80
1356,Joey Galloway\GallJo00,2003,32,1-8,DAL,NFL,15,13,83,34,672,19.76,2,44.8,41.0%,8.10
1357,Brandon Gibson\GibsBr00,2009,22,6-194,2TM,NFL,10,4,69,34,348,10.24,1,34.8,49.3%,5.04
1358,Ted Ginn\GinnTe00,2007,22,1-9,MIA,NFL,16,9,71,34,420,12.35,2,26.3,47.9%,5.92
1359,Chris Givens\GiveCh00,2013,24,4-96,STL,NFL,16,13,83,34,569,16.74,0,35.6,41.0%,6.86
1360,David Givens\GiveDa00,2003,23,7-253,NWE,NFL,13,5,54,34,510,15.00,6,39.2,63.0%,9.44
1361,Chris Godwin\GodwCh00,2017,21,3-84,TAM,NFL,16,2,55,34,525,15.44,1,32.8,61.8%,9.55
1362,Az-Zahir Hakim\HakiAz00,2005,28,4-96,NOR,NFL,12,2,58,34,489,14.38,2,40.8,58.6%,8.43
1363,Dante Hall\HallDa00,2005,27,5-153,KAN,NFL,16,2,51,34,436,12.82,3,27.3,66.7%,8.55
1364,Devery Henderson\HendDe00,2010,28,2-50,NOR,NFL,16,11,59,34,464,13.65,1,29.0,57.6%,7.86
1365,Ike Hilliard\HillIk00,2006,30,1-7,TAM,NFL,16,0,55,34,339,9.97,2,21.2,61.8%,6.16
1366,Chris Hogan\HogaCh00,2017,29,,NWE,NFL,9,7,59,34,439,12.91,5,48.8,57.6%,7.44
1367,Mohamed Massaquoi\MassMo00,2009,23,2-50,CLE,NFL,16,11,95,34,624,18.35,3,39.0,35.8%,6.57
1368,Louis Murphy\MurpLo00,2009,22,4-124,OAK,NFL,16,9,96,34,521,15.32,4,32.6,35.4%,5.43
1369,JJ Nelson\NelsJJ00,2016,24,5-159,ARI,NFL,15,6,74,34,568,16.71,6,37.9,45.9%,7.68
1370,Jerome Pathon\PathJe00,2004,29,2-32,NOR,NFL,15,7,67,34,581,17.09,1,38.7,50.7%,8.67
1371,Ricky Proehl\ProeRi00,2004,36,3-58,CAR,NFL,16,3,70,34,497,14.62,0,31.1,48.6%,7.10
1372,Josh Reed\ReedJo01,2006,26,2-36,BUF,NFL,13,1,48,34,410,12.06,2,31.5,70.8%,8.54
1373,Laurent Robinson\RobiLa01,2010,25,3-75,STL,NFL,14,11,75,34,344,10.12,2,24.6,45.3%,4.59
1374,Frank Sanders\SandFr00,2002,29,2-47,ARI,NFL,12,12,58,34,400,11.76,2,33.3,58.6%,6.90
1375,L.J. Smith\SmitL.00,2004,24,2-61,PHI,NFL,16,8,54,34,377,11.09,5,23.6,63.0%,6.98
1376,Travis Taylor\TaylTr01,2004,25,1-10,BAL,NFL,10,9,80,34,421,12.38,0,42.1,42.5%,5.26
1377,David Terrell\TerrDa00,2001,22,1-8,CHI,NFL,16,6,63,34,415,12.21,4,25.9,54.0%,6.59
1378,Jerheme Urban\UrbaJe00,2008,28,,ARI,NFL,16,2,51,34,448,13.18,4,28.0,66.7%,8.78
1379,Kelley Washington\WashKe00,2009,30,3-65,BAL,NFL,15,2,48,34,431,12.68,2,28.7,70.8%,8.98
1380,Sammy Watkins\WatkSa00,2018,25,1-4,KAN,NFL,8,8,49,34,453,13.32,3,56.6,69.4%,9.24
1381,Terrence Wilkins\WilkTe00,2001,26,,IND,NFL,11,4,56,34,332,9.76,0,30.2,60.7%,5.93
1382,Jarius Wright\WrigJa02,2015,26,4-118,MIN,NFL,16,3,50,34,442,13.00,0,27.6,68.0%,8.84
1383,Hank Baskett\BaskHa00,2008,26,,PHI,NFL,15,6,52,33,440,13.33,3,29.3,63.5%,8.46
1384,Cole Beasley\BeasCo00,2018,29,,DAL,NFL,7,2,43,33,350,10.61,2,50.0,76.7%,8.14
1385,Drew Bennett\BennDr00,2007,29,,STL,NFL,14,1,73,33,375,11.36,3,26.8,45.2%,5.14
1386,Drew Bennett\BennDr00,2002,24,,TEN,NFL,16,7,64,33,478,14.48,2,29.9,51.6%,7.47
1387,Martellus Bennett\BennMa00,2010,23,2-61,DAL,NFL,16,11,47,33,260,7.88,0,16.3,70.2%,5.53
1388,Chris Chambers\ChamCh00,2008,30,2-52,SDG,NFL,14,9,65,33,462,14.00,5,33.0,50.8%,7.11
1389,Michael Clayton\ClayMi00,2006,24,1-15,TAM,NFL,12,9,65,33,356,10.79,1,29.7,50.8%,5.48
1390,Corey Coleman\ColeCo00,2016,22,1-15,CLE,NFL,10,10,73,33,413,12.52,3,41.3,45.2%,5.66
1391,Kevin Curtis\CurtKe00,2008,30,3-74,PHI,NFL,9,8,63,33,390,11.82,2,43.3,52.4%,6.19
1392,Andre' Davis\DaviAn01,2007,28,2-47,HOU,NFL,14,8,63,33,583,17.67,3,41.6,52.4%,9.25
1393,Phillip Dorsett\DorsPh00,2016,23,1-29,IND,NFL,15,7,59,33,528,16.00,2,35.2,55.9%,8.95
1394,Doug Gabriel\GabrDo00,2004,24,5-167,OAK,NFL,16,5,79,33,551,16.70,2,34.4,41.8%,6.97
1395,Taylor Gabriel\GabrTa00,2017,26,,ATL,NFL,16,4,51,33,378,11.45,1,23.6,64.7%,7.41
1396,Joey Galloway\GallJo00,2004,33,1-8,TAM,NFL,10,7,53,33,416,12.61,5,41.6,62.3%,7.85
1397,Andrew Hawkins\HawkAn00,2016,30,,CLE,NFL,16,5,54,33,324,9.82,3,20.3,61.1%,6.00
1398,Vincent Jackson\JackVi00,2015,32,2-61,TAM,NFL,10,9,62,33,543,16.45,3,54.3,53.2%,8.76
1399,Andre Johnson\JohnAn02,2011,30,1-3,HOU,NFL,7,7,51,33,492,14.91,2,70.3,64.7%,9.65
1400,Charles Lee\LeexCh00,2003,26,7-242,TAM,NFL,8,5,46,33,432,13.09,2,54.0,71.7%,9.39
1401,Kevin Lockett\LockKe00,2000,26,2-47,KAN,NFL,16,2,56,33,422,12.79,2,26.4,58.9%,7.54
1402,Snoop Minnis\MinnMa00,2001,24,3-77,KAN,NFL,13,11,67,33,511,15.48,1,39.3,49.3%,7.63
1403,Denarius Moore\MoorDe02,2011,23,5-148,OAK,NFL,13,10,76,33,618,18.73,5,47.5,43.4%,8.13
1404,Jordy Nelson\NelsJo00,2008,23,2-36,GNB,NFL,16,2,54,33,366,11.09,2,22.9,61.1%,6.78
1405,Roscoe Parrish\ParrRo00,2010,28,2-55,BUF,NFL,8,6,53,33,400,12.12,2,50.0,62.3%,7.55
1406,Cordarrelle Patterson\PattCo00,2014,23,1-29,MIN,NFL,16,7,67,33,384,11.64,1,24.0,49.3%,5.73
1407,Breshad Perriman\PerrBr02,2016,23,1-26,BAL,NFL,16,1,66,33,499,15.12,3,31.2,50.0%,7.56
1408,Eddie Royal\RoyaEd00,2016,30,2-42,CHI,NFL,9,1,43,33,369,11.18,2,41.0,76.7%,8.58
1409,Chris Sanders\SandCh00,2000,28,3-67,TEN,NFL,16,14,61,33,536,16.24,0,33.5,54.1%,8.79
1410,Mohamed Sanu\SanuMo00,2015,26,3-83,CIN,NFL,16,4,49,33,394,11.94,0,24.6,67.3%,8.04
1411,Torrey Smith\SmitTo02,2015,26,2-58,SFO,NFL,16,12,62,33,663,20.09,4,41.4,53.2%,10.69
1412,Bobby Wade\WadeBo00,2006,25,5-139,TEN,NFL,16,2,58,33,461,13.97,2,28.8,56.9%,7.95
1413,Clive Walford\WalfCl00,2016,25,3-68,OAK,NFL,15,8,52,33,359,10.88,3,23.9,63.5%,6.90
1414,Dede Westbrook\WestDe00,2018,25,4-110,JAX,NFL,8,3,48,33,435,13.18,3,54.4,68.8%,9.06
1415,Titus Young\YounTi00,2012,23,2-44,DET,NFL,10,8,56,33,383,11.61,4,38.3,58.9%,6.84
1416,Jason Avant\AvanJa00,2008,25,4-109,PHI,NFL,15,6,57,32,377,11.78,2,25.1,56.1%,6.61
1417,Arnaz Battle\BattAr00,2005,25,6-197,SFO,NFL,10,8,54,32,363,11.34,3,36.3,59.3%,6.72
1418,Drew Bennett\BennDr00,2003,25,,TEN,NFL,12,8,54,32,504,15.75,4,42.0,59.3%,9.33
1419,Earl Bennett\BennEa00,2013,26,3-70,CHI,NFL,15,3,43,32,243,7.59,4,16.2,74.4%,5.65
1420,David Boston\BostDa00,2002,24,1-8,ARI,NFL,8,8,75,32,512,16.00,1,64.0,42.7%,6.83
1421,Mike Brown\BrowMi00,2013,24,,JAX,NFL,11,6,56,32,446,13.94,2,40.5,57.1%,7.96
1422,Michael Clayton\ClayMi00,2005,23,1-15,TAM,NFL,14,10,55,32,372,11.63,0,26.6,58.2%,6.76
1423,Keary Colbert\ColbKe00,2007,25,2-62,CAR,NFL,12,8,69,32,332,10.38,0,27.7,46.4%,4.81
1424,Kevin Curtis\CurtKe00,2004,26,3-74,STL,NFL,15,0,50,32,421,13.16,2,28.1,64.0%,8.42
1425,Braylon Edwards\EdwaBr00,2005,22,1-3,CLE,NFL,10,7,59,32,512,16.00,3,51.2,54.2%,8.68
1426,Robert Ferguson\FergRo00,2007,28,2-41,MIN,NFL,15,8,61,32,391,12.22,1,26.1,52.5%,6.41
1427,Will Fuller\FullWi01,2018,24,1-21,HOU,NFL,7,7,45,32,503,15.72,4,71.9,71.1%,11.18
1428,Devin Funchess\FuncDe00,2018,24,2-41,CAR,NFL,7,7,50,32,401,12.53,3,57.3,64.0%,8.02
1429,Dorial Green-Beckham\GreeDo00,2015,22,2-40,TEN,NFL,16,5,67,32,549,17.16,4,34.3,47.8%,8.19
1430,D.J. Hackett\HackD.00,2007,26,5-157,SEA,NFL,6,6,47,32,384,12.00,3,64.0,68.1%,8.17
1431,Devery Henderson\HendDe00,2008,26,2-50,NOR,NFL,16,13,56,32,793,24.78,3,49.6,57.1%,14.16
1432,Devery Henderson\HendDe00,2011,29,2-50,NOR,NFL,16,13,50,32,503,15.72,2,31.4,64.0%,10.06
1433,Devery Henderson\HendDe00,2006,24,2-50,NOR,NFL,13,7,54,32,745,23.28,5,57.3,59.3%,13.80
1434,MarTay Jenkins\JenkMa00,2001,26,6-193,ARI,NFL,13,3,54,32,518,16.19,3,39.8,59.3%,9.59
1435,James Jones\JoneJa04,2009,25,3-78,GNB,NFL,16,3,62,32,440,13.75,5,27.5,51.6%,7.10
1436,Malcolm Mitchell\MitcMa01,2016,24,4-112,NWE,NFL,14,6,48,32,401,12.53,4,28.6,66.7%,8.35
1437,Donte Moncrief\MoncDo00,2014,21,3-90,IND,NFL,16,2,49,32,444,13.88,3,27.8,65.3%,9.06
1438,Lance Moore\MoorLa00,2007,24,,NOR,NFL,16,4,50,32,302,9.44,2,18.9,64.0%,6.04
1439,Eric Moulds\MoulEr00,2007,34,1-24,TEN,NFL,16,8,52,32,342,10.69,0,21.4,61.5%,6.58
1440,Kevin Ogletree\OgleKe00,2012,25,,DAL,NFL,15,1,55,32,436,13.63,4,29.1,58.2%,7.93
1441,Antwaan Randle El\RandAn00,2006,27,2-62,WAS,NFL,16,16,63,32,351,10.97,3,21.9,50.8%,5.57
1442,Josh Reed\ReedJo01,2005,25,2-36,BUF,NFL,16,6,53,32,449,14.03,2,28.1,60.4%,8.47
1443,Sidney Rice\RiceSi01,2011,25,2-44,SEA,NFL,9,9,57,32,484,15.13,2,53.8,56.1%,8.49
1444,Seth Roberts\RobeSe00,2015,24,,OAK,NFL,16,5,55,32,480,15.00,5,30.0,58.2%,8.73
1445,Chester Rogers\RogeCh02,2018,24,,IND,NFL,8,4,47,32,295,9.22,1,36.9,68.1%,6.28
1446,Brad Smith\SmitBr01,2007,24,4-103,NYJ,NFL,16,9,67,32,325,10.16,2,20.3,47.8%,4.85
1447,Kenny Stills\StilKe00,2013,21,5-144,NOR,NFL,16,10,50,32,641,20.03,5,40.1,64.0%,12.82
1448,J.J. Stokes\StokJ.00,2002,30,1-10,SFO,NFL,13,8,55,32,332,10.38,1,25.5,58.2%,6.04
1449,Chansi Stuckey\StucCh20,2008,25,7-235,NYJ,NFL,15,2,45,32,359,11.22,3,23.9,71.1%,7.98
1450,Demaryius Thomas\ThomDe03,2011,24,1-22,DEN,NFL,11,5,70,32,551,17.22,4,50.1,45.7%,7.87
1451,Kenbrell Thompkins\ThomKe02,2013,25,,NWE,NFL,12,8,69,32,466,14.56,4,38.8,46.4%,6.75
1452,Amani Toomer\ToomAm00,2006,32,2-34,NYG,NFL,8,8,43,32,360,11.25,3,45.0,74.4%,8.37
1453,Bryan Walters\WaltBr00,2015,28,,JAX,NFL,11,1,45,32,368,11.50,1,33.5,71.1%,8.18
1454,Tavon Austin\AustTa00,2014,24,1-8,STL,NFL,15,8,44,31,242,7.81,0,16.1,70.5%,5.50
1455,Corey Bradford\BradCo00,2001,26,5-150,GNB,NFL,16,6,58,31,526,16.97,2,32.9,53.4%,9.07
1456,Corey Brown\BrowPh00,2015,24,,CAR,NFL,14,11,54,31,447,14.42,4,31.9,57.4%,8.28
1457,Jaron Brown\BrowJa03,2017,27,,ARI,NFL,16,8,69,31,477,15.39,4,29.8,44.9%,6.91
1458,John Brown\BrowJo02,2018,28,3-91,BAL,NFL,8,7,61,31,586,18.90,4,73.3,50.8%,9.61
1459,Dez Bryant\BryaDe01,2015,27,1-24,DAL,NFL,9,9,72,31,401,12.94,3,44.6,43.1%,5.57
1460,Jeremy Butler\ButlJe01,2015,24,,BAL,NFL,8,0,44,31,363,11.71,0,45.4,70.5%,8.25
1461,Wayne Chrebet\ChreWa00,2004,31,,NYJ,NFL,16,1,54,31,397,12.81,1,24.8,57.4%,7.35
1462,Randall Cobb\CobbRa00,2013,23,2-64,GNB,NFL,6,4,47,31,433,13.97,4,72.2,66.0%,9.21
1463,Devin Funchess\FuncDe00,2015,21,2-41,CAR,NFL,16,5,63,31,473,15.26,5,29.6,49.2%,7.51
1464,Justin Gage\GageJu00,2005,24,5-143,CHI,NFL,15,11,55,31,346,11.16,2,23.1,56.4%,6.29
1465,T.J. Graham\GrahT.00,2012,23,3-69,BUF,NFL,15,11,58,31,322,10.39,1,21.5,53.4%,5.55
1466,Az-Zahir Hakim\HakiAz00,2004,27,4-96,DET,NFL,12,5,57,31,533,17.19,3,44.4,54.4%,9.35
1467,Brian Hartline\HartBr00,2009,23,4-108,MIA,NFL,16,2,56,31,506,16.32,3,31.6,55.4%,9.04
1468,Chris Henry\HenrCh00,2005,22,3-83,CIN,NFL,14,5,50,31,422,13.61,6,30.1,62.0%,8.44
1469,Charles Johnson\JohnCh08,2014,25,7-216,MIN,NFL,12,6,59,31,475,15.32,2,39.6,52.5%,8.05
1470,Damaris Johnson\JohnDa04,2014,25,,HOU,NFL,16,8,49,31,331,10.68,1,20.7,63.3%,6.76
1471,Jacoby Jones\JoneJa03,2011,27,3-73,HOU,NFL,16,10,65,31,512,16.52,2,32.0,47.7%,7.88
1472,Eddie Kennison\KennEd00,2001,28,1-18,2TM,NFL,13,7,50,31,491,15.84,1,37.8,62.0%,9.82
1473,Christian Kirk\KirkCh01,2018,22,,ARI,NFL,8,4,46,31,410,13.23,2,51.3,67.4%,8.91
1474,David Martin\MartDa00,2008,29,6-198,MIA,NFL,16,7,45,31,450,14.52,3,28.1,68.9%,10.00
1475,Mohamed Massaquoi\MassMo00,2011,25,2-50,CLE,NFL,14,13,74,31,384,12.39,2,27.4,41.9%,5.19
1476,Keenan McCardell\McCaKe00,2004,34,12-326,SDG,NFL,7,6,58,31,393,12.68,1,56.1,53.4%,6.78
1477,Dexter McCluster\McClDe00,2015,26,2-36,TEN,NFL,11,2,41,31,260,8.39,1,23.6,75.6%,6.34
1478,Quincy Morgan\MorgQu00,2004,27,2-33,2TM,NFL,15,12,68,31,404,13.03,3,26.9,45.6%,5.94
1479,Louis Murphy\MurpLo00,2014,27,4-124,TAM,NFL,11,3,56,31,380,12.26,2,34.5,55.4%,6.79
1480,David Nelson\NelsDa01,2010,24,,BUF,NFL,15,3,47,31,353,11.39,3,23.5,66.0%,7.51
1481,Cordarrelle Patterson\PattCo00,2017,26,1-29,OAK,NFL,16,2,42,31,309,9.97,0,19.3,73.8%,7.36
1482,Ricky Proehl\ProeRi00,2000,32,3-58,STL,NFL,12,4,39,31,441,14.23,4,36.8,79.5%,11.31
1483,Sidney Rice\RiceSi01,2007,21,2-44,MIN,NFL,13,4,53,31,396,12.77,4,30.5,58.5%,7.47
1484,Koren Robinson\RobiKo00,2004,24,1-9,SEA,NFL,10,8,67,31,495,15.97,2,49.5,46.3%,7.39
1485,Koren Robinson\RobiKo00,2008,28,1-9,SEA,NFL,12,12,58,31,400,12.90,2,33.3,53.4%,6.90
1486,Marcus Robinson\RobiMa00,2003,28,4-108,BAL,NFL,15,5,62,31,451,14.55,6,30.1,50.0%,7.27
1487,Marcus Robinson\RobiMa00,2005,30,4-108,MIN,NFL,15,9,57,31,515,16.61,5,34.3,54.4%,9.04
1488,Brandon Stokley\StokBr00,2010,34,4-105,SEA,NFL,11,0,43,31,354,11.42,0,32.2,72.1%,8.23
1489,Sammie Stroughter\StroSa00,2009,23,7-233,TAM,NFL,13,0,60,31,334,10.77,1,25.7,51.7%,5.57
1490,Kelley Washington\WashKe00,2004,25,3-65,CIN,NFL,16,2,50,31,378,12.19,3,23.6,62.0%,7.56
1491,Darius Watts\WattDa00,2004,23,2-54,DEN,NFL,16,2,53,31,385,12.42,1,24.1,58.5%,7.26
1492,Albert Wilson\WilsAl02,2016,24,,KAN,NFL,16,5,51,31,279,9.00,2,17.4,60.8%,5.47
1493,Stedman Bailey\BailSt01,2014,24,3-92,STL,NFL,14,3,46,30,435,14.50,1,31.1,65.2%,9.46
1494,Arrelious Benn\BennAr00,2011,23,2-39,TAM,NFL,14,14,51,30,441,14.70,3,31.5,58.8%,8.65
1495,Mark Bradley\BradMa00,2008,26,2-39,2TM,NFL,12,8,63,30,380,12.67,3,31.7,47.6%,6.03
1496,Deion Branch\BranDe00,2008,29,2-65,SEA,NFL,8,8,59,30,412,13.73,4,51.5,50.8%,6.98
1497,Nate Burleson\BurlNa00,2005,24,3-71,MIN,NFL,12,9,52,30,328,10.93,1,27.3,57.7%,6.31
1498,Brandon Coleman\ColeBr00,2015,23,,NOR,NFL,16,4,49,30,454,15.13,2,28.4,61.2%,9.27
1499,Corey Davis\DaviCo03,2018,23,1-5,TEN,NFL,7,7,56,30,395,13.17,1,56.4,53.6%,7.05
1500,Malcom Floyd\FloyMa00,2015,34,,SDG,NFL,15,13,68,30,561,18.70,3,37.4,44.1%,8.25
1501,Doug Gabriel\GabrDo00,2006,26,5-167,2TM,NFL,15,5,54,30,428,14.27,3,28.5,55.6%,7.93
1502,Brandon Gibson\GibsBr00,2013,26,6-194,MIA,NFL,7,3,43,30,326,10.87,3,46.6,69.8%,7.58
1503,Kenny Golladay\GollKe00,2018,25,3-96,DET,NFL,7,5,44,30,477,15.90,3,68.1,68.2%,10.84
1504,Leonard Hankerson\HankLe00,2013,25,3-79,WAS,NFL,10,7,50,30,375,12.50,3,37.5,60.0%,7.50
1505,Jason Hill\HillJa00,2008,23,3-76,SFO,NFL,16,2,40,30,317,10.57,2,19.8,75.0%,7.93
1506,T.J. Houshmandzadeh\HousTJ00,2010,33,7-204,BAL,NFL,16,2,57,30,398,13.27,3,24.9,52.6%,6.98
1507,DeSean Jackson\JackDe00,2015,29,2-49,WAS,NFL,10,9,49,30,528,17.60,4,52.8,61.2%,10.78
1508,Jacoby Jones\JoneJa03,2012,28,3-73,BAL,NFL,16,3,55,30,406,13.53,1,25.4,54.5%,7.38
1509,T.J. Jones\JoneT.00,2017,25,6-189,DET,NFL,14,6,49,30,399,13.30,1,28.5,61.2%,8.14
1510,Cooper Kupp\KuppCo00,2018,25,3-69,LAR,NFL,6,6,42,30,438,14.60,5,73.0,71.4%,10.43
1511,Justin McCareins\McCaJu00,2008,30,4-124,TEN,NFL,14,10,72,30,412,13.73,0,29.4,41.7%,5.72
1512,Vance McDonald\McDoVa00,2015,25,2-55,SFO,NFL,14,11,46,30,326,10.87,3,23.3,65.2%,7.09
1513,Donte Moncrief\MoncDo00,2016,23,3-90,IND,NFL,9,7,56,30,307,10.23,7,34.1,53.6%,5.48
1514,Quincy Morgan\MorgQu00,2001,24,2-33,CLE,NFL,16,9,72,30,432,14.40,2,27.0,41.7%,6.00
1515,Santana Moss\MossSa00,2002,23,1-16,NYJ,NFL,15,3,52,30,433,14.43,4,28.9,57.7%,8.33
1516,Ben Obomanu\ObomBe00,2010,27,7-249,SEA,NFL,15,6,49,30,494,16.47,4,32.9,61.2%,10.08
1517,Quinton Patton\PattQu00,2015,25,4-128,SFO,NFL,16,4,57,30,394,13.13,1,24.6,52.6%,6.91
1518,Austin Pettis\PettAu00,2012,24,3-78,STL,NFL,14,2,48,30,261,8.70,4,18.6,62.5%,5.44
1519,Marcus Pollard\PollMa00,2000,28,,IND,NFL,16,14,42,30,439,14.63,3,27.4,71.4%,10.45
1520,Jerry Rice*\RiceJe00,2004,42,1-16,2TM,NFL,17,14,64,30,429,14.30,3,25.2,46.9%,6.70
1521,J.J. Stokes\StokJ.00,2000,28,1-10,SFO,NFL,16,3,53,30,524,17.47,3,32.8,56.6%,9.89
1522,Chansi Stuckey\StucCh20,2009,26,7-235,2TM,NFL,15,3,66,30,318,10.60,2,21.2,45.5%,4.82
1523,Dez White\WhitDe00,2004,25,3-69,ATL,NFL,16,15,56,30,370,12.33,2,23.1,53.6%,6.61
1524,Roddy White\WhitRo00,2006,25,1-27,ATL,NFL,16,5,65,30,506,16.87,0,31.6,46.2%,7.78
1525,Damian Williams\WillDa04,2012,24,3-77,TEN,NFL,13,2,45,30,324,10.80,0,24.9,66.7%,7.20
1526,Kamar Aiken\AikeKa00,2016,27,,BAL,NFL,16,6,50,29,328,11.31,1,20.5,58.0%,6.56
1527,Derick Armstrong\ArmsDe00,2004,25,,HOU,NFL,14,1,39,29,415,14.31,1,29.6,74.4%,10.64
1528,Doug Baldwin\BaldDo00,2012,24,,SEA,NFL,14,4,50,29,366,12.62,3,26.1,58.0%,7.32
1529,Earl Bennett\BennEa00,2012,25,3-70,CHI,NFL,12,4,49,29,375,12.93,2,31.3,59.2%,7.65
1530,Justin Blackmon\BlacJu00,2013,23,1-5,JAX,NFL,4,4,48,29,415,14.31,1,103.8,60.4%,8.65
1531,Nate Burleson\BurlNa00,2003,22,3-71,MIN,NFL,16,9,57,29,455,15.69,2,28.4,50.9%,7.98
1532,Keelan Cole\ColeKe00,2018,25,,JAX,NFL,8,7,49,29,375,12.93,1,46.9,59.2%,7.65
