Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
1095,Travis Taylor\TaylTr01,2001,22,1-10,BAL,NFL,16,13,90,42,560,13.33,3,35.0,46.7%,6.22
1096,David Terrell\TerrDa00,2004,25,1-8,CHI,NFL,16,15,90,42,699,16.64,1,43.7,46.7%,7.77
1097,Will Tye\TyexWi00,2015,24,,NYG,NFL,13,7,62,42,464,11.05,3,35.7,67.7%,7.48
1098,Bobby Wade\WadeBo00,2004,23,5-139,CHI,NFL,16,14,89,42,481,11.45,0,30.1,47.2%,5.40
1099,Nate Washington\WashNa00,2010,27,,TEN,NFL,16,16,94,42,687,16.36,6,42.9,44.7%,7.31
1100,Albert Wilson\WilsAl02,2017,25,,KAN,NFL,13,7,62,42,554,13.19,3,42.6,67.7%,8.94
1101,Jarius Wright\WrigJa02,2014,25,4-118,MIN,NFL,16,7,62,42,588,14.00,2,36.8,67.7%,9.48
1102,Nelson Agholor\AghoNe00,2018,25,1-20,PHI,NFL,8,8,61,41,372,9.07,1,46.5,67.2%,6.10
1103,Keenan Allen\AlleKe00,2018,26,3-76,LAC,NFL,7,7,56,41,506,12.34,1,72.3,73.2%,9.04
1104,Jason Avant\AvanJa00,2009,26,4-109,PHI,NFL,16,9,58,41,587,14.32,3,36.7,70.7%,10.12
1105,Vincent Brown\BrowVi00,2013,24,3-82,SDG,NFL,16,12,70,41,472,11.51,1,29.5,58.6%,6.74
1106,Mark Clayton\ClayMa01,2008,26,1-22,BAL,NFL,16,13,82,41,695,16.95,3,43.4,50.0%,8.48
1107,Jerricho Cotchery\CotcJe00,2010,28,4-108,NYJ,NFL,14,5,86,41,433,10.56,2,30.9,47.7%,5.03
1108,Josh Cribbs\CribJo01,2011,28,,CLE,NFL,16,7,67,41,518,12.63,4,32.4,61.2%,7.73
1109,Kevin Dyson\DysoKe00,2002,27,1-16,TEN,NFL,11,11,69,41,460,11.22,4,41.8,59.4%,6.67
1110,Irving Fryar\FryaIr00,2000,38,1-1,WAS,NFL,14,6,76,41,548,13.37,5,39.1,53.9%,7.21
1111,Jabar Gaffney\GaffJa00,2002,22,2-33,HOU,NFL,16,14,81,41,483,11.78,1,30.2,50.6%,5.96
1112,Jabar Gaffney\GaffJa00,2004,24,2-33,HOU,NFL,16,12,68,41,632,15.41,2,39.5,60.3%,9.29
1113,Darrius Heyward-Bey\HeywDa00,2012,25,1-7,OAK,NFL,15,14,80,41,606,14.78,5,40.4,51.3%,7.58
1114,Chris Hogan\HogaCh00,2014,26,,BUF,NFL,16,2,61,41,426,10.39,4,26.6,67.2%,6.98
1115,T.J. Houshmandzadeh\HousTJ00,2002,25,7-204,CIN,NFL,16,5,69,41,492,12.00,1,30.8,59.4%,7.13
1116,Vincent Jackson\JackVi00,2007,24,2-61,SDG,NFL,16,16,80,41,623,15.20,3,38.9,51.3%,7.79
1117,Michael Jenkins\JenkMi00,2010,28,1-29,ATL,NFL,11,9,73,41,505,12.32,2,45.9,56.2%,6.92
1118,Andre Johnson\JohnAn02,2015,34,1-3,IND,NFL,16,14,77,41,503,12.27,4,31.4,53.2%,6.53
1119,Brandon Jones\JoneBr02,2008,26,3-96,TEN,NFL,16,7,62,41,449,10.95,1,28.1,66.1%,7.24
1120,Donald Jones\JoneDo00,2012,25,,BUF,NFL,12,10,67,41,443,10.80,4,36.9,61.2%,6.61
1121,Julio Jones\JoneJu02,2013,24,1-6,ATL,NFL,5,5,59,41,580,14.15,2,116.0,69.5%,9.83
1122,Matt Jones\JoneMa00,2006,23,1-21,JAX,NFL,14,4,76,41,643,15.68,4,45.9,53.9%,8.46
1123,Jermaine Kearse\KearJe01,2016,26,,SEA,NFL,16,15,89,41,510,12.44,1,31.9,46.1%,5.73
1124,Greg Little\LittGr00,2013,24,2-59,CLE,NFL,16,13,99,41,465,11.34,2,29.1,41.4%,4.70
1125,Tyler Lockett\LockTy00,2016,24,3-69,SEA,NFL,15,9,66,41,597,14.56,1,39.8,62.1%,9.05
1126,Rishard Matthews\MattRi00,2013,24,7-227,MIA,NFL,16,5,67,41,448,10.93,2,28.0,61.2%,6.69
1127,Santana Moss\MossSa00,2012,33,1-16,WAS,NFL,16,1,62,41,573,13.98,8,35.8,66.1%,9.24
1128,Louis Murphy\MurpLo00,2010,23,4-124,OAK,NFL,14,9,78,41,609,14.85,2,43.5,52.6%,7.81
1129,Samie Parker\ParkSa00,2006,25,4-105,KAN,NFL,16,15,68,41,561,13.68,1,35.1,60.3%,8.25
1130,Brian Quick\QuicBr00,2016,27,2-33,LAR,NFL,16,8,77,41,564,13.76,3,35.3,53.2%,7.32
1131,Rueben Randle\RandRu00,2013,22,2-63,NYG,NFL,16,3,78,41,611,14.90,6,38.2,52.6%,7.83
1132,Andre Rison\RisoAn00,2000,33,1-22,OAK,NFL,16,0,70,41,606,14.78,6,37.9,58.6%,8.66
1133,Frank Sanders\SandFr00,2001,28,2-47,ARI,NFL,15,13,76,41,618,15.07,2,41.2,53.9%,8.13
1134,Tajae Sharpe\SharTa00,2016,22,5-140,TEN,NFL,16,10,83,41,522,12.73,2,32.6,49.4%,6.29
1135,Brandon Stokley\StokBr00,2005,29,4-105,IND,NFL,15,4,67,41,543,13.24,1,36.2,61.2%,8.10
1136,Javon Walker\WalkJa00,2003,25,1-20,GNB,NFL,16,3,74,41,716,17.46,9,44.8,55.4%,9.68
1137,Kevin Walter\WaltKe00,2012,31,7-255,HOU,NFL,16,14,68,41,518,12.63,2,32.4,60.3%,7.62
1138,Ernest Wilford\WilfEr00,2005,26,4-120,JAX,NFL,16,8,74,41,681,16.61,7,42.6,55.4%,9.20
1139,Tavon Austin\AustTa00,2013,23,1-8,STL,NFL,13,3,69,40,418,10.45,4,32.2,58.0%,6.06
1140,Donnie Avery\AverDo00,2013,29,2-33,KAN,NFL,16,14,71,40,596,14.90,2,37.3,56.3%,8.39
1141,Troy Brown\BrowTr00,2003,32,8-198,NWE,NFL,12,10,60,40,472,11.80,4,39.3,66.7%,7.87
1142,Antonio Bryant\BryaAn00,2006,25,2-63,SFO,NFL,14,13,91,40,733,18.33,3,52.4,44.0%,8.05
1143,Kevin Curtis\CurtKe00,2006,28,3-74,STL,NFL,16,1,57,40,479,11.98,4,29.9,70.2%,8.40
1144,Andre' Davis\DaviAn01,2003,24,2-47,CLE,NFL,16,8,55,40,576,14.40,5,36.0,72.7%,10.47
1145,Pierre Garcon\GarcPi00,2017,31,6-205,SFO,NFL,8,8,67,40,500,12.50,0,62.5,59.7%,7.46
1146,Dante Hall\HallDa00,2003,25,5-153,KAN,NFL,16,2,60,40,423,10.58,1,26.4,66.7%,7.05
1147,Devin Hester\HestDe99,2010,28,2-57,CHI,NFL,16,13,73,40,475,11.88,4,29.7,54.8%,6.51
1148,Michael Jenkins\JenkMi00,2012,30,1-29,MIN,NFL,16,8,72,40,449,11.23,2,28.1,55.6%,6.24
1149,Bryant Johnson\JohnBr02,2005,24,1-17,ARI,NFL,14,4,72,40,432,10.80,1,30.9,55.6%,6.00
1150,Bryant Johnson\JohnBr02,2006,25,1-17,ARI,NFL,16,8,74,40,740,18.50,4,46.3,54.1%,10.00
1151,Joe Jurevicius\JureJo00,2006,32,2-55,CLE,NFL,13,8,65,40,495,12.38,3,38.1,61.5%,7.62
1152,Jeremy Maclin\MaclJe00,2017,29,1-19,BAL,NFL,12,12,72,40,440,11.00,3,36.7,55.6%,6.11
1153,Robert Meachem\MeacRo00,2011,27,1-27,NOR,NFL,16,8,60,40,620,15.50,6,38.8,66.7%,10.33
1154,Herman Moore\MoorHe00,2000,31,1-10,DET,NFL,15,11,80,40,434,10.85,3,28.9,50.0%,5.43
1155,Muhsin Muhammad\MuhaMu00,2007,34,2-43,CHI,NFL,16,16,81,40,570,14.25,3,35.6,49.4%,7.04
1156,Preston Parker\ParkPr00,2011,24,,TAM,NFL,16,0,65,40,554,13.85,3,34.6,61.5%,8.52
1157,Ricky Proehl\ProeRi00,2001,33,3-58,STL,NFL,16,2,55,40,563,14.08,5,35.2,72.7%,10.24
1158,Bobby Shaw\ShawBo00,2000,25,6-169,PIT,NFL,16,0,69,40,672,16.80,4,42.0,58.0%,9.74
1159,Sterling Shepard\ShepSt00,2018,25,2-40,NYG,NFL,8,8,59,40,542,13.55,2,67.8,67.8%,9.19
1160,Torrance Small\SmalTo00,2000,30,5-138,PHI,NFL,14,14,94,40,569,14.23,3,40.6,42.6%,6.05
1161,Brandon Stokley\StokBr00,2007,31,4-105,DEN,NFL,13,9,71,40,635,15.88,5,48.8,56.3%,8.94
1162,Chansi Stuckey\StucCh20,2010,27,7-235,CLE,NFL,16,5,63,40,346,8.65,0,21.6,63.5%,5.49
1163,Scottie Vines\VineSc00,2005,26,,DET,NFL,13,11,71,40,417,10.43,0,32.1,56.3%,5.87
1164,Nate Washington\WashNa00,2014,31,,TEN,NFL,16,11,72,40,647,16.18,2,40.4,55.6%,8.99
1165,Nate Washington\WashNa00,2008,25,,PIT,NFL,16,1,78,40,631,15.78,3,39.4,51.3%,8.09
1166,Robert Woods\WoodRo02,2013,21,2-41,BUF,NFL,14,14,85,40,587,14.68,3,41.9,47.1%,6.91
1167,Cole Beasley\BeasCo00,2013,24,,DAL,NFL,14,3,54,39,368,9.44,2,26.3,72.2%,6.81
1168,Marty Booker\BookMa00,2005,29,3-78,MIA,NFL,15,12,86,39,686,17.59,3,45.7,45.3%,7.98
1169,John Brown\BrowJo02,2016,26,3-91,ARI,NFL,15,6,73,39,517,13.26,2,34.5,53.4%,7.08
1170,Troy Brown\BrowTr00,2005,34,8-198,NWE,NFL,13,3,59,39,466,11.95,2,35.8,66.1%,7.90
1171,Antonio Bryant\BryaAn00,2009,28,2-63,TAM,NFL,13,11,86,39,600,15.38,4,46.2,45.3%,6.98
1172,Antonio Bryant\BryaAn00,2003,22,2-63,DAL,NFL,16,5,83,39,550,14.10,2,34.4,47.0%,6.63
1173,Nate Burleson\BurlNa00,2013,32,3-71,DET,NFL,9,8,55,39,461,11.82,1,51.2,70.9%,8.38
1174,Albert Connell\ConnAl00,2000,26,4-115,WAS,NFL,16,12,102,39,762,19.54,3,47.6,38.2%,7.47
1175,Jerricho Cotchery\CotcJe00,2015,33,4-108,CAR,NFL,14,3,54,39,485,12.44,3,34.6,72.2%,8.98
1176,Patrick Crayton\CrayPa00,2008,29,7-216,DAL,NFL,16,7,70,39,550,14.10,4,34.4,55.7%,7.86
1177,Victor Cruz\CruzVi00,2016,30,,NYG,NFL,15,12,72,39,586,15.03,1,39.1,54.2%,8.14
1178,Harry Douglas\DougHa00,2011,27,3-84,ATL,NFL,16,4,62,39,498,12.77,1,31.1,62.9%,8.03
1179,Az-Zahir Hakim\HakiAz00,2001,24,4-96,STL,NFL,16,1,53,39,374,9.59,3,23.4,73.6%,7.06
1180,Brian Hartline\HartBr00,2014,28,4-108,MIA,NFL,16,16,63,39,474,12.15,2,29.6,61.9%,7.52
1181,Domenik Hixon\HixoDo00,2012,28,4-130,NYG,NFL,13,3,59,39,567,14.54,2,43.6,66.1%,9.61
1182,Allen Hurns\HurnAl01,2017,26,,JAX,NFL,10,8,56,39,484,12.41,2,48.4,69.6%,8.64
1183,Michael Jenkins\JenkMi00,2006,24,1-29,ATL,NFL,16,16,83,39,436,11.18,7,27.3,47.0%,5.25
1184,Mario Manningham\MannMa01,2011,25,3-95,NYG,NFL,12,10,77,39,523,13.41,4,43.6,50.6%,6.79
1185,Dennis Northcutt\NortDe00,2000,23,2-32,CLE,NFL,15,8,82,39,422,10.82,0,28.1,47.6%,5.15
1186,Niles Paul\PaulNi00,2014,25,5-155,WAS,NFL,16,7,52,39,507,13.00,1,31.7,75.0%,9.75
1187,Koren Robinson\RobiKo00,2001,21,1-9,SEA,NFL,16,13,78,39,536,13.74,1,33.5,50.0%,6.87
1188,C.J. Spiller\SpilC.00,2011,24,1-9,BUF,NFL,16,11,54,39,269,6.90,2,16.8,72.2%,4.98
1189,Rod Streater\StreRo00,2012,24,,OAK,NFL,16,2,74,39,584,14.97,3,36.5,52.7%,7.89
1190,Travis Taylor\TaylTr01,2003,24,1-10,BAL,NFL,16,16,90,39,632,16.21,3,39.5,43.3%,7.02
1191,Mike Wallace\WallMi00,2015,29,3-84,MIN,NFL,16,12,72,39,473,12.13,2,29.6,54.2%,6.57
1192,Mike Wallace\WallMi00,2009,23,3-84,PIT,NFL,16,4,72,39,756,19.38,6,47.3,54.2%,10.50
1193,Kevin Walter\WaltKe00,2011,30,7-255,HOU,NFL,15,14,59,39,474,12.15,3,31.6,66.1%,8.03
1194,Sammy Watkins\WatkSa00,2017,24,1-4,LAR,NFL,15,14,70,39,593,15.21,8,39.5,55.7%,8.47
1195,George Wrighster\WrigGe00,2006,25,4-104,JAX,NFL,16,10,63,39,353,9.05,3,22.1,61.9%,5.60
1196,Davante Adams\AdamDa01,2014,22,2-53,GNB,NFL,16,11,66,38,446,11.74,3,27.9,57.6%,6.76
1197,Jace Amaro\AmarJa00,2014,22,2-49,NYJ,NFL,14,4,53,38,345,9.08,2,24.6,71.7%,6.51
1198,David Anderson\AndeDa01,2009,26,7-251,HOU,NFL,16,8,53,38,370,9.74,0,23.1,71.7%,6.98
1199,Jason Avant\AvanJa00,2013,30,4-109,PHI,NFL,16,13,77,38,447,11.76,2,27.9,49.4%,5.81
1200,Drew Carter\CartDr00,2007,26,5-163,CAR,NFL,16,7,75,38,517,13.61,4,32.3,50.7%,6.89
1201,Michael Clayton\ClayMi00,2008,26,1-15,TAM,NFL,15,9,61,38,484,12.74,1,32.3,62.3%,7.93
1202,Curtis Conway\ConwCu00,2004,33,1-7,SFO,NFL,16,5,75,38,403,10.61,3,25.2,50.7%,5.37
1203,Michael Crabtree\CrabMi00,2018,31,1-10,BAL,NFL,8,8,69,38,440,11.58,2,55.0,55.1%,6.38
1204,Harry Douglas\DougHa00,2012,28,3-84,ATL,NFL,15,1,59,38,395,10.39,1,26.3,64.4%,6.69
1205,Kris Durham\DurhKr00,2013,25,4-107,DET,NFL,16,13,85,38,490,12.89,2,30.6,44.7%,5.76
1206,Robert Ferguson\FergRo00,2003,24,2-41,GNB,NFL,15,12,60,38,520,13.68,4,34.7,63.3%,8.67
1207,Jabar Gaffney\GaffJa00,2008,28,2-33,NWE,NFL,16,7,65,38,468,12.32,2,29.3,58.5%,7.20
1208,Ted Ginn\GinnTe00,2009,24,1-9,MIA,NFL,16,12,78,38,454,11.95,1,28.4,48.7%,5.82
1209,Leonard Hankerson\HankLe00,2012,24,3-79,WAS,NFL,16,5,57,38,543,14.29,3,33.9,66.7%,9.53
1210,Devin Hester\HestDe99,2014,32,2-57,ATL,NFL,16,1,59,38,504,13.26,2,31.5,64.4%,8.54
1211,Chris Hogan\HogaCh00,2016,28,,NWE,NFL,15,14,58,38,680,17.89,4,45.3,65.5%,11.72
1212,Darrell Jackson\JackDa00,2005,27,3-80,SEA,NFL,6,6,55,38,482,12.68,3,80.3,69.1%,8.76
1213,Michael Jenkins\JenkMi00,2011,29,1-29,MIN,NFL,11,7,55,38,466,12.26,3,42.4,69.1%,8.47
1214,James Jones\JoneJa04,2011,27,3-78,GNB,NFL,16,0,55,38,635,16.71,7,39.7,69.1%,11.55
1215,Jermaine Kearse\KearJe01,2014,24,,SEA,NFL,15,14,69,38,537,14.13,1,35.8,55.1%,7.78
1216,Jeremy Kerley\KerlJe00,2014,26,5-153,NYJ,NFL,16,7,75,38,409,10.76,1,25.6,50.7%,5.45
1217,Brandon LaFell\LaFeBr00,2010,24,3-78,CAR,NFL,14,2,77,38,468,12.32,1,33.4,49.4%,6.08
1218,Quincy Morgan\MorgQu00,2003,26,2-33,CLE,NFL,16,15,79,38,516,13.58,3,32.3,48.1%,6.53
1219,Hakeem Nicks\NickHa01,2014,26,1-29,IND,NFL,16,6,68,38,405,10.66,4,25.3,55.9%,5.96
1220,Dennis Northcutt\NortDe00,2002,25,2-32,CLE,NFL,13,0,50,38,601,15.82,5,46.2,76.0%,12.02
1221,David Patten\PattDa00,2000,26,,CLE,NFL,14,11,72,38,546,14.37,1,39.0,52.8%,7.58
1222,Austin Pettis\PettAu00,2013,25,3-78,STL,NFL,16,6,63,38,399,10.50,4,24.9,60.3%,6.33
1223,Seth Roberts\RobeSe00,2016,25,,OAK,NFL,16,6,77,38,397,10.45,5,24.8,49.4%,5.16
1224,Marcel Shipp\ShipMa00,2002,24,,ARI,NFL,15,6,49,38,413,10.87,3,27.5,77.6%,8.43
1225,Willie Snead\SneaWi00,2018,26,,BAL,NFL,8,4,61,38,390,10.26,1,48.8,62.3%,6.39
1226,Donte' Stallworth\StalDo00,2006,26,1-13,PHI,NFL,12,11,70,38,725,19.08,5,60.4,54.3%,10.36
1227,Deonte Thompson\ThomDe04,2017,28,,2TM,NFL,16,10,69,38,555,14.61,2,34.7,55.1%,8.04
1228,Reggie Wayne\WaynRe00,2013,35,1-30,IND,NFL,7,7,58,38,503,13.24,2,71.9,65.5%,8.67
1229,Reggie Williams\WillRe00,2007,24,1-9,JAX,NFL,15,6,60,38,629,16.55,10,41.9,63.3%,10.48
1230,Roy Williams\WillRo04,2009,28,1-7,DAL,NFL,15,13,86,38,596,15.68,7,39.7,44.2%,6.93
1231,Danario Alexander\AlexDa00,2012,26,,SDG,NFL,10,6,62,37,658,17.78,7,65.8,59.7%,10.61
1232,Cole Beasley\BeasCo00,2014,25,,DAL,NFL,16,2,49,37,420,11.35,4,26.3,75.5%,8.57
1233,Isaac Byrd\ByrdIs00,2001,27,6-195,CAR,NFL,15,5,71,37,492,13.30,1,32.8,52.1%,6.93
1234,Andre Caldwell\CaldAn00,2011,26,3-97,CIN,NFL,13,2,68,37,317,8.57,3,24.4,54.4%,4.66
1235,Patrick Crayton\CrayPa00,2009,30,7-216,DAL,NFL,16,6,67,37,622,16.81,5,38.9,55.2%,9.28
1236,Andre' Davis\DaviAn01,2002,23,2-47,CLE,NFL,16,4,51,37,420,11.35,6,26.3,72.5%,8.24
1237,Aaron Dobson\DobsAa00,2013,22,2-59,NWE,NFL,12,9,72,37,519,14.03,4,43.3,51.4%,7.21
1238,Donald Driver\DrivDo00,2011,36,7-213,GNB,NFL,16,15,56,37,445,12.03,6,27.8,66.1%,7.95
1239,Julian Edelman\EdelJu00,2009,23,7-232,NWE,NFL,11,7,54,37,359,9.70,1,32.6,68.5%,6.65
1240,Lee Evans\EvanLe00,2010,29,1-13,BUF,NFL,13,13,84,37,578,15.62,4,44.5,44.0%,6.88
1241,Malcom Floyd\FloyMa00,2010,29,,SDG,NFL,11,9,77,37,717,19.38,6,65.2,48.1%,9.31
1242,Michael Floyd\FloyMi00,2016,27,1-13,2TM,NFL,15,8,76,37,488,13.19,5,32.5,48.7%,6.42
1243,Doug Gabriel\GabrDo00,2005,25,5-167,OAK,NFL,14,2,72,37,554,14.97,3,39.6,51.4%,7.69
1244,David Gettis\GettDa00,2010,23,6-198,CAR,NFL,15,13,67,37,508,13.73,3,33.9,55.2%,7.58
1245,Anthony Gonzalez\GonzAn00,2007,23,1-32,IND,NFL,13,9,51,37,576,15.57,3,44.3,72.5%,11.29
1246,Az-Zahir Hakim\HakiAz00,2002,25,4-96,DET,NFL,10,10,82,37,541,14.62,3,54.1,45.1%,6.60
1247,Joe Horn\HornJo00,2006,34,5-135,NOR,NFL,10,9,61,37,679,18.35,4,67.9,60.7%,11.13
1248,Willie Jackson\JackWi00,2000,29,4-109,NOR,NFL,15,7,80,37,523,14.14,6,34.9,46.3%,6.54
1249,Shawn Jefferson\JeffSh00,2001,32,9-240,ATL,NFL,16,6,65,37,539,14.57,2,33.7,56.9%,8.29
1250,Jacoby Jones\JoneJa03,2013,29,3-73,BAL,NFL,12,9,68,37,455,12.30,2,37.9,54.4%,6.69
1251,Joe Jurevicius\JureJo00,2002,28,2-55,TAM,NFL,15,3,52,37,423,11.43,4,28.2,71.2%,8.13
1252,Johnny Knox\KnoxJo00,2011,25,5-140,CHI,NFL,14,11,69,37,727,19.65,2,51.9,53.6%,10.54
1253,Brandon LaFell\LaFeBr00,2015,29,3-78,NWE,NFL,11,7,74,37,515,13.92,0,46.8,50.0%,6.96
1254,Marqise Lee\LeexMa00,2014,23,2-39,JAX,NFL,13,8,69,37,422,11.41,1,32.5,53.6%,6.12
1255,Ashley Lelie\LeliAs00,2003,23,1-19,DEN,NFL,16,10,81,37,628,16.97,2,39.3,45.7%,7.75
1256,Tony Martin\MartTo00,2001,36,5-126,ATL,NFL,11,9,77,37,548,14.81,3,49.8,48.1%,7.12
1257,Shaun McDonald\McDoSh00,2004,23,4-106,STL,NFL,16,0,68,37,494,13.35,3,30.9,54.4%,7.26
1258,Lance Moore\MoorLa00,2013,30,,NOR,NFL,13,5,54,37,457,12.35,2,35.2,68.5%,8.46
1259,Ben Obomanu\ObomBe00,2011,28,7-249,SEA,NFL,16,7,61,37,436,11.78,2,27.3,60.7%,7.15
1260,Quinton Patton\PattQu00,2016,26,4-128,SFO,NFL,14,14,63,37,408,11.03,0,29.1,58.7%,6.48
1261,Jeb Putzier\PutzJe00,2005,26,6-191,DEN,NFL,16,4,58,37,481,13.00,0,30.1,63.8%,8.29
1262,Antwaan Randle El\RandAn00,2003,24,2-62,PIT,NFL,16,1,56,37,364,9.84,1,22.8,66.1%,6.50
1263,Josh Reed\ReedJo01,2002,22,2-36,BUF,NFL,16,2,59,37,509,13.76,2,31.8,62.7%,8.63
1264,Laurent Robinson\RobiLa01,2007,22,3-75,ATL,NFL,15,6,74,37,437,11.81,1,29.1,50.0%,5.91
1265,Eddie Royal\RoyaEd00,2015,29,2-42,CHI,NFL,9,9,50,37,238,6.43,1,26.4,74.0%,4.76
1266,Eddie Royal\RoyaEd00,2009,23,2-42,DEN,NFL,14,12,79,37,345,9.32,0,24.6,46.8%,4.37
1267,Reggie Williams\WillRe00,2008,25,1-9,JAX,NFL,16,11,63,37,364,9.84,3,22.8,58.7%,5.78
1268,Roy Williams\WillRo04,2010,29,1-7,DAL,NFL,15,9,64,37,530,14.32,5,35.3,57.8%,8.28
1269,Roy Williams\WillRo04,2011,30,1-7,CHI,NFL,15,9,63,37,507,13.70,2,33.8,58.7%,8.05
1270,Terrance Williams\WillTe01,2014,25,3-74,DAL,NFL,16,16,66,37,621,16.78,8,38.8,56.1%,9.41
1271,Troy Williamson\WillTr01,2006,23,1-7,MIN,NFL,14,11,76,37,455,12.30,0,32.5,48.7%,5.99
1272,Cedrick Wilson\WilsCe00,2006,28,6-169,PIT,NFL,15,12,69,37,504,13.62,1,33.6,53.6%,7.30
1273,Nelson Agholor\AghoNe00,2016,23,1-20,PHI,NFL,15,14,69,36,365,10.14,2,24.3,52.2%,5.29
1274,Cole Beasley\BeasCo00,2017,28,,DAL,NFL,15,4,63,36,314,8.72,4,20.9,57.1%,4.98
1275,Kenny Britt\BritKe00,2015,27,1-30,STL,NFL,16,14,72,36,681,18.92,3,42.6,50.0%,9.46
1276,Isaac Bruce\BrucIs00,2005,33,2-33,STL,NFL,11,10,71,36,525,14.58,3,47.7,50.7%,7.39
1277,Deon Butler\ButlDe00,2010,24,3-91,SEA,NFL,13,8,70,36,385,10.69,4,29.6,51.4%,5.50
1278,Patrick Crayton\CrayPa00,2006,27,7-216,DAL,NFL,16,7,48,36,516,14.33,4,32.3,75.0%,10.75
1279,Alge Crumpler\CrumAl00,2002,25,2-35,ATL,NFL,16,9,58,36,455,12.64,5,28.4,62.1%,7.84
1280,Harry Douglas\DougHa00,2015,31,3-84,TEN,NFL,14,12,72,36,411,11.42,2,29.4,50.0%,5.71
1281,Bobby Engram\EngrBo00,2004,31,2-52,SEA,NFL,13,7,53,36,499,13.86,2,38.4,67.9%,9.42
1282,Taylor Gabriel\GabrTa00,2014,23,,CLE,NFL,16,2,72,36,621,17.25,1,38.8,50.0%,8.63
1283,Jabar Gaffney\GaffJa00,2007,27,2-33,NWE,NFL,16,7,50,36,449,12.47,5,28.1,72.0%,8.98
1284,Brandon Gibson\GibsBr00,2011,24,6-194,STL,NFL,15,9,71,36,431,11.97,1,28.7,50.7%,6.07
1285,Ted Ginn\GinnTe00,2013,28,1-9,CAR,NFL,16,2,68,36,556,15.44,5,34.8,52.9%,8.18
1286,Jacquez Green\GreeJa00,2001,25,2-34,TAM,NFL,12,10,59,36,402,11.17,1,33.5,61.0%,6.81
1287,Dorial Green-Beckham\GreeDo00,2016,23,2-40,PHI,NFL,15,7,74,36,392,10.89,2,26.1,48.6%,5.30
1288,Dwayne Harris\HarrDw00,2015,28,6-176,NYG,NFL,15,6,57,36,396,11.00,4,26.4,63.2%,6.95
1289,Chris Henry\HenrCh00,2006,23,3-83,CIN,NFL,13,4,75,36,605,16.81,9,46.5,48.0%,8.07
1290,Chris Hogan\HogaCh00,2015,27,,BUF,NFL,16,4,59,36,450,12.50,2,28.1,61.0%,7.63
1291,Michael Jenkins\JenkMi00,2005,23,1-29,ATL,NFL,14,12,71,36,508,14.11,3,36.3,50.7%,7.15
1292,Greg Jennings\JennGr00,2012,29,2-52,GNB,NFL,8,5,62,36,366,10.17,4,45.8,58.1%,5.90
1293,Eric Johnson\JohnEr00,2002,23,7-224,SFO,NFL,12,10,65,36,321,8.92,0,26.8,55.4%,4.94
1294,Matt Jones\JoneMa00,2005,22,1-21,JAX,NFL,16,1,69,36,432,12.00,5,27.0,52.2%,6.26
1295,Brandon LaFell\LaFeBr00,2011,25,3-78,CAR,NFL,16,6,56,36,613,17.03,3,38.3,64.3%,10.95
1296,Roger Lewis\LewiRo03,2017,24,,NYG,NFL,15,8,72,36,416,11.56,2,27.7,50.0%,5.78
1297,Mohamed Massaquoi\MassMo00,2010,24,2-50,CLE,NFL,15,14,73,36,483,13.42,2,32.2,49.3%,6.62
1298,Keenan McCardell\McCaKe00,2006,36,12-326,SDG,NFL,14,11,51,36,437,12.14,0,31.2,70.6%,8.57
1299,David Nelson\NelsDa01,2013,27,,NYJ,NFL,12,6,60,36,423,11.75,2,35.3,60.0%,7.05
1300,Preston Parker\ParkPr00,2014,27,,NYG,NFL,16,7,56,36,418,11.61,2,26.1,64.3%,7.46
1301,Samie Parker\ParkSa00,2005,24,4-105,KAN,NFL,12,9,58,36,533,14.81,3,44.4,62.1%,9.19
1302,Todd Pinkston\PinkTo00,2003,26,2-36,PHI,NFL,16,15,86,36,575,15.97,2,35.9,41.9%,6.69
1303,Todd Pinkston\PinkTo00,2004,27,2-36,PHI,NFL,16,16,63,36,676,18.78,1,42.3,57.1%,10.73
1304,Andre Roberts\RobeAn00,2014,26,3-88,WAS,NFL,16,4,73,36,453,12.58,2,28.3,49.3%,6.21
1305,Bill Schroeder\SchrBi00,2002,31,6-181,DET,NFL,14,13,77,36,595,16.53,5,42.5,46.8%,7.73
1306,Bill Schroeder\SchrBi00,2003,32,6-181,DET,NFL,16,13,80,36,397,11.03,2,24.8,45.0%,4.96
1307,Torrey Smith\SmitTo02,2017,28,2-58,PHI,NFL,16,14,67,36,430,11.94,2,26.9,53.7%,6.42
1308,Demaryius Thomas\ThomDe03,2018,31,1-22,DEN,NFL,8,8,56,36,402,11.17,3,50.3,64.3%,7.18
1309,Bobby Wade\WadeBo00,2009,28,5-139,KAN,NFL,12,6,74,36,367,10.19,2,30.6,48.6%,4.96
1310,Troy Walters\WaltTr00,2003,27,5-165,IND,NFL,15,4,52,36,456,12.67,3,30.4,69.2%,8.77
1311,Blair White\WhitBl00,2010,23,,IND,NFL,13,4,57,36,355,9.86,5,27.3,63.2%,6.23
1312,Ernest Wilford\WilfEr00,2006,27,4-120,JAX,NFL,16,12,74,36,524,14.56,2,32.8,48.6%,7.08
1313,Roy Williams\WillRo04,2008,27,1-7,2TM,NFL,15,11,39,36,430,11.94,2,28.7,92.3%,11.03
