Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,name,key,Round,Pick,ageGroup
662,T.J. Duckett\DuckT.00,2002,21,1-18,ATL,NFL,12,3,130,507,3.9,4,42.3,T.J. Duckett,T.J.Duckett21ATL2002,1,63,< 24
663,Fred Jackson\JackFr02,2008,27,NA,BUF,NFL,16,3,130,571,4.39,3,35.7,Fred Jackson,FredJackson27BUF2008,Undrafted,Undrafted,25-28
664,T.J. Yeldon\YeldT.00,2016,23,2-36,JAX,NFL,15,13,130,465,3.58,1,31,T.J. Yeldon,T.J.Yeldon23JAX2016,2,114,< 24
665,Donald Brown\BrowDo00,2010,23,1-27,IND,NFL,13,8,129,497,3.85,2,38.2,Donald Brown,DonaldBrown23IND2010,1,106,< 24
666,Correll Buckhalter\BuckCo00,2001,23,4-121,PHI,NFL,15,6,129,586,4.54,2,39.1,Correll Buckhalter,CorrellBuckhalter23PHI2001,4,23,< 24
667,Justin Fargas\FargJu00,2009,29,3-96,OAK,NFL,12,4,129,491,3.81,3,40.9,Justin Fargas,JustinFargas29OAK2009,3,167,29-32
668,Jacquizz Rodgers\RodgJa00,2016,26,5-145,TAM,NFL,10,5,129,560,4.34,2,56,Jacquizz Rodgers,JacquizzRodgers26TAM2016,5,42,25-28
669,Pierre Thomas\ThomPi00,2008,24,NA,NOR,NFL,15,5,129,625,4.84,9,41.7,Pierre Thomas,PierreThomas24NOR2008,Undrafted,Undrafted,< 24
670,Jesse Chatman\ChatJe00,2007,28,NA,MIA,NFL,14,6,128,515,4.02,1,36.8,Jesse Chatman,JesseChatman28MIA2007,Undrafted,Undrafted,25-28
671,James Conner\ConnJa00,2018,23,3-105,PIT,NFL,7,6,127,599,4.72,9,85.6,James Conner,JamesConner23PIT2018,3,8,< 24
672,Frank Gore\GoreFr00,2005,22,3-65,SFO,NFL,14,1,127,608,4.79,3,43.4,Frank Gore,FrankGore22SFO2005,3,142,< 24
673,Felix Jones\JoneFe00,2011,24,1-22,DAL,NFL,12,8,127,575,4.53,1,47.9,Felix Jones,FelixJones24DAL2011,1,86,< 24
674,Doug Martin\MartDo00,2013,24,1-31,TAM,NFL,6,6,127,456,3.59,1,76,Doug Martin,DougMartin24TAM2013,1,110,< 24
675,Adrian Peterson\PeteAd01,2018,33,1-7,WAS,NFL,7,7,127,587,4.62,4,83.9,Adrian Peterson,AdrianPeterson33WAS2018,1,145,32+
676,Clinton Portis\PortCl00,2006,25,2-51,WAS,NFL,8,7,127,523,4.12,7,65.4,Clinton Portis,ClintonPortis25WAS2006,2,128,25-28
677,Michael Bennett\BennMi00,2005,27,1-27,MIN,NFL,16,6,126,473,3.75,3,29.6,Michael Bennett,MichaelBennett27MIN2005,1,106,25-28
678,Correll Buckhalter\BuckCo00,2003,25,4-121,PHI,NFL,15,5,126,542,4.3,8,36.1,Correll Buckhalter,CorrellBuckhalter25PHI2003,4,23,25-28
679,Jamel White\WhitJa00,2001,24,NA,CLE,NFL,16,7,126,443,3.52,5,27.7,Jamel White,JamelWhite24CLE2001,Undrafted,Undrafted,< 24
680,Kevan Barlow\BarlKe00,2001,22,3-80,SFO,NFL,15,0,125,512,4.1,4,34.1,Kevan Barlow,KevanBarlow22SFO2001,3,154,< 24
681,LeGarrette Blount\BlouLe00,2014,28,NA,2TM,NFL,16,1,125,547,4.38,5,34.2,LeGarrette Blount,LeGarretteBlount282TM2014,Undrafted,Undrafted,25-28
682,Ron Dayne\DaynRo00,2002,24,1-11,NYG,NFL,16,1,125,428,3.42,3,26.8,Ron Dayne,RonDayne24NYG2002,1,13,< 24
683,Warrick Dunn\DunnWa00,2003,28,1-12,ATL,NFL,11,6,125,672,5.38,3,61.1,Warrick Dunn,WarrickDunn28ATL2003,1,22,25-28
684,David Johnson\JohnDa08,2015,24,3-86,ARI,NFL,16,5,125,581,4.65,8,36.3,David Johnson,DavidJohnson24ARI2015,3,159,< 24
685,J.R. Redmond\RedmJ.00,2000,23,3-76,NWE,NFL,12,5,125,406,3.25,1,33.8,J.R. Redmond,J.R.Redmond23NWE2000,3,150,< 24
686,Derrick Ward\WardDe01,2007,27,7-235,NYG,NFL,8,5,125,602,4.82,3,75.3,Derrick Ward,DerrickWard27NYG2007,7,93,25-28
687,Cadillac Williams\WillCa02,2010,28,1-5,TAM,NFL,16,9,125,437,3.5,2,27.3,Cadillac Williams,CadillacWilliams28TAM2010,1,127,25-28
688,Wali Lundy\LundWa00,2006,23,6-170,HOU,NFL,14,8,124,476,3.84,4,34,Wali Lundy,WaliLundy23HOU2006,6,57,< 24
689,Clinton Portis\PortCl00,2009,28,2-51,WAS,NFL,8,8,124,494,3.98,1,61.8,Clinton Portis,ClintonPortis28WAS2009,2,128,25-28
690,Onterrio Smith\SmitOn00,2004,24,4-105,MIN,NFL,11,6,124,544,4.39,2,49.5,Onterrio Smith,OnterrioSmith24MIN2004,4,8,< 24
691,Michael Bush\BushMi00,2009,25,4-100,OAK,NFL,16,7,123,589,4.79,3,36.8,Michael Bush,MichaelBush25OAK2009,4,3,25-28
692,Mark Ingram\IngrMa01,2011,22,1-28,NOR,NFL,10,4,122,474,3.89,5,47.4,Mark Ingram,MarkIngram22NOR2011,1,107,< 24
693,David Johnson\JohnDa08,2018,27,3-86,ARI,NFL,8,8,122,394,3.23,5,49.3,David Johnson,DavidJohnson27ARI2018,3,159,25-28
694,Anthony Thomas\ThomAn01,2004,27,2-38,CHI,NFL,12,2,122,404,3.31,2,33.7,Anthony Thomas,AnthonyThomas27CHI2004,2,116,25-28
695,Matt Asiata\AsiaMa00,2016,29,NA,MIN,NFL,16,6,121,402,3.32,6,25.1,Matt Asiata,MattAsiata29MIN2016,Undrafted,Undrafted,29-32
696,T.J. Duckett\DuckT.00,2005,24,1-18,ATL,NFL,14,0,121,380,3.14,8,27.1,T.J. Duckett,T.J.Duckett24ATL2005,1,63,< 24
697,Arian Foster\FostAr00,2013,27,NA,HOU,NFL,8,8,121,542,4.48,1,67.8,Arian Foster,ArianFoster27HOU2013,Undrafted,Undrafted,25-28
698,Kenton Keith\KeitKe00,2007,27,NA,IND,NFL,16,1,121,533,4.4,3,33.3,Kenton Keith,KentonKeith27IND2007,Undrafted,Undrafted,25-28
699,Mike Tolbert\TolbMi00,2011,26,NA,SDG,NFL,15,1,121,490,4.05,8,32.7,Mike Tolbert,MikeTolbert26SDG2011,Undrafted,Undrafted,25-28
700,DeAngelo Williams\WillDe02,2006,23,1-27,CAR,NFL,13,2,121,501,4.14,1,38.5,DeAngelo Williams,DeAngeloWilliams23CAR2006,1,106,< 24
701,Montee Ball\BallMo00,2013,23,2-58,DEN,NFL,16,0,120,559,4.66,4,34.9,Montee Ball,MonteeBall23DEN2013,2,135,< 24
702,Correll Buckhalter\BuckCo00,2009,31,4-121,DEN,NFL,14,7,120,642,5.35,1,45.9,Correll Buckhalter,CorrellBuckhalter31DEN2009,4,23,29-32
703,Chris Fuamatu-Ma'afala\FuamCh00,2001,24,6-178,PIT,NFL,16,5,120,453,3.78,3,28.3,Chris Fuamatu-Ma'afala,ChrisFuamatu-Ma'afala24PIT2001,6,62,< 24
704,Charlie Garner\GarnCh00,2003,31,2-42,OAK,NFL,14,9,120,553,4.61,3,39.5,Charlie Garner,CharlieGarner31OAK2003,2,120,29-32
705,Carlos Hyde\HydeCa00,2018,28,2-57,2TM,NFL,7,6,120,393,3.28,5,56.1,Carlos Hyde,CarlosHyde282TM2018,2,134,25-28
706,Larry Johnson\JohnLa00,2004,25,1-27,KAN,NFL,10,3,120,581,4.84,9,58.1,Larry Johnson,LarryJohnson25KAN2004,1,106,25-28
707,Alvin Kamara\KamaAl00,2017,22,3-67,NOR,NFL,16,3,120,728,6.07,8,45.5,Alvin Kamara,AlvinKamara22NOR2017,3,143,< 24
708,Marshawn Lynch\LyncMa00,2009,23,1-12,BUF,NFL,13,6,120,450,3.75,2,34.6,Marshawn Lynch,MarshawnLynch23BUF2009,1,22,< 24
709,Kerwynn Williams\WillKe05,2017,26,7-230,ARI,NFL,16,6,120,426,3.55,1,26.6,Kerwynn Williams,KerwynnWilliams26ARI2017,7,91,25-28
710,Ronnie Brown\BrowRo05,2007,26,1-2,MIA,NFL,7,7,119,602,5.06,4,86,Ronnie Brown,RonnieBrown26MIA2007,1,79,25-28
711,Jermaine Fazande\FazaJe00,2000,25,2-60,SDG,NFL,13,7,119,368,3.09,2,28.3,Jermaine Fazande,JermaineFazande25SDG2000,2,137,25-28
712,Priest Holmes\HolmPr00,2005,32,NA,KAN,NFL,7,7,119,451,3.79,6,64.4,Priest Holmes,PriestHolmes32KAN2005,Undrafted,Undrafted,29-32
713,Ben Tate\TateBe00,2014,26,2-58,2TM,NFL,11,6,119,371,3.12,4,33.7,Ben Tate,BenTate262TM2014,2,135,25-28
714,Joseph Addai\AddaJo00,2011,28,1-30,IND,NFL,12,11,118,433,3.67,1,36.1,Joseph Addai,JosephAddai28IND2011,1,109,25-28
715,Derrick Blaylock\BlayDe00,2004,25,5-150,KAN,NFL,12,5,118,539,4.57,8,44.9,Derrick Blaylock,DerrickBlaylock25KAN2004,5,46,25-28
716,Tevin Coleman\ColeTe01,2016,23,3-73,ATL,NFL,13,0,118,520,4.41,8,40,Tevin Coleman,TevinColeman23ATL2016,3,147,< 24
717,Andre Ellington\ElliAn00,2013,24,6-187,ARI,NFL,15,1,118,652,5.53,3,43.5,Andre Ellington,AndreEllington24ARI2013,6,68,< 24
718,Justin Forsett\ForsJu00,2010,25,7-233,SEA,NFL,16,5,118,523,4.43,2,32.7,Justin Forsett,JustinForsett25SEA2010,7,92,25-28
719,Chris Ivory\IvorCh00,2016,28,NA,JAX,NFL,11,1,117,439,3.75,3,39.9,Chris Ivory,ChrisIvory28JAX2016,Undrafted,Undrafted,25-28
720,Christian McCaffrey\McCaCh01,2017,21,1-8,CAR,NFL,16,10,117,435,3.72,2,27.2,Christian McCaffrey,ChristianMcCaffrey21CAR2017,1,153,< 24
721,Chester Taylor\TaylCh01,2005,26,6-207,BAL,NFL,15,1,117,487,4.16,0,32.5,Chester Taylor,ChesterTaylor26BAL2005,6,82,25-28
722,Brian Westbrook\WestBr00,2003,24,3-91,PHI,NFL,15,8,117,613,5.24,7,40.9,Brian Westbrook,BrianWestbrook24PHI2003,3,163,< 24
723,Joseph Addai\AddaJo00,2010,27,1-30,IND,NFL,8,7,116,495,4.27,4,61.9,Joseph Addai,JosephAddai27IND2010,1,109,25-28
724,Terrell Fletcher\FletTe00,2000,27,2-51,SDG,NFL,16,6,116,384,3.31,3,24,Terrell Fletcher,TerrellFletcher27SDG2000,2,128,25-28
725,Felix Jones\JoneFe00,2009,22,1-22,DAL,NFL,14,1,116,685,5.91,3,48.9,Felix Jones,FelixJones22DAL2009,1,86,< 24
726,Kenny Watson\WatsKe00,2002,24,NA,WAS,NFL,16,4,116,534,4.6,1,33.4,Kenny Watson,KennyWatson24WAS2002,Undrafted,Undrafted,< 24
727,Beanie Wells\WellCh00,2010,22,1-31,ARI,NFL,13,2,116,397,3.42,2,30.5,Beanie Wells,BeanieWells22ARI2010,1,110,< 24
728,Bryce Brown\BrowBr02,2012,21,7-229,PHI,NFL,16,4,115,564,4.9,4,35.3,Bryce Brown,BryceBrown21PHI2012,7,89,< 24
729,Carlos Hyde\HydeCa00,2015,25,2-57,SFO,NFL,7,7,115,470,4.09,3,67.1,Carlos Hyde,CarlosHyde25SFO2015,2,134,25-28
730,Fred Jackson\JackFr02,2012,31,NA,BUF,NFL,10,8,115,437,3.8,3,43.7,Fred Jackson,FredJackson31BUF2012,Undrafted,Undrafted,29-32
731,Alfred Morris\MorrAl00,2017,29,6-173,DAL,NFL,14,5,115,547,4.76,1,39.1,Alfred Morris,AlfredMorris29DAL2017,6,59,29-32
732,Aaron Stecker\StecAa00,2007,32,NA,NOR,NFL,16,6,115,448,3.9,5,28,Aaron Stecker,AaronStecker32NOR2007,Undrafted,Undrafted,29-32
733,Marion Barber\BarbMa01,2011,28,4-109,CHI,NFL,11,1,114,422,3.7,6,38.4,Marion Barber,MarionBarber28CHI2011,4,12,25-28
734,Michael Bush\BushMi00,2012,28,4-100,CHI,NFL,13,1,114,411,3.61,5,31.6,Michael Bush,MichaelBush28CHI2012,4,3,25-28
735,Justin Forsett\ForsJu00,2009,24,7-233,SEA,NFL,16,2,114,619,5.43,4,38.7,Justin Forsett,JustinForsett24SEA2009,7,92,< 24
736,LaMont Jordan\JordLa00,2006,28,2-49,OAK,NFL,9,8,114,434,3.81,2,48.2,LaMont Jordan,LaMontJordan28OAK2006,2,126,25-28
737,Dexter McCluster\McClDe00,2011,22,2-36,KAN,NFL,16,4,114,516,4.53,1,32.3,Dexter McCluster,DexterMcCluster22KAN2011,2,114,< 24
738,Darren McFadden\McFaDa00,2013,26,1-4,OAK,NFL,10,7,114,379,3.32,5,37.9,Darren McFadden,DarrenMcFadden26OAK2013,1,118,25-28
739,Derrick Ward\WardDe01,2009,29,7-235,TAM,NFL,14,1,114,409,3.59,1,29.2,Derrick Ward,DerrickWard29TAM2009,7,93,29-32
740,Marion Barber\BarbMa01,2010,27,4-109,DAL,NFL,13,10,113,374,3.31,4,28.8,Marion Barber,MarionBarber27DAL2010,4,12,25-28
741,Le'Veon Bell\BellLe00,2015,23,2-48,PIT,NFL,6,6,113,556,4.92,3,92.7,Le'Veon Bell,Le'VeonBell23PIT2015,2,125,< 24
742,DeShaun Foster\FostDe00,2003,23,2-34,CAR,NFL,14,2,113,429,3.8,0,30.6,DeShaun Foster,DeShaunFoster23CAR2003,2,112,< 24
743,Olandis Gary\GaryOl00,2003,28,4-127,DET,NFL,13,1,113,384,3.4,2,29.5,Olandis Gary,OlandisGary28DET2003,4,27,25-28
744,Troy Hambrick\HambTr00,2001,25,NA,DAL,NFL,16,11,113,579,5.12,2,36.2,Troy Hambrick,TroyHambrick25DAL2001,Undrafted,Undrafted,25-28
745,Cedric Houston\HousCe00,2006,24,6-182,NYJ,NFL,8,1,113,374,3.31,5,46.8,Cedric Houston,CedricHouston24NYJ2006,6,66,< 24
746,Darren McFadden\McFaDa00,2011,24,1-4,OAK,NFL,7,7,113,614,5.43,4,87.7,Darren McFadden,DarrenMcFadden24OAK2011,1,118,< 24
747,Darren McFadden\McFaDa00,2008,21,1-4,OAK,NFL,13,5,113,499,4.42,4,38.4,Darren McFadden,DarrenMcFadden21OAK2008,1,118,< 24
748,Jerick McKinnon\McKiJe00,2014,22,3-96,MIN,NFL,11,6,113,538,4.76,0,48.9,Jerick McKinnon,JerickMcKinnon22MIN2014,3,167,< 24
749,Lamar Miller\MillLa01,2018,27,4-97,HOU,NFL,7,7,113,504,4.46,2,72,Lamar Miller,LamarMiller27HOU2018,4,168,25-28
750,J.J. Arrington\ArriJ.00,2005,22,2-44,ARI,NFL,15,5,112,370,3.3,2,24.7,J.J. Arrington,J.J.Arrington22ARI2005,2,122,< 24
751,Darnell Autry\AutrDa00,2000,24,4-105,PHI,NFL,11,7,112,334,2.98,3,30.4,Darnell Autry,DarnellAutry24PHI2000,4,8,< 24
752,Jordan Howard\HowaJo00,2018,24,5-150,CHI,NFL,7,7,112,392,3.5,3,56,Jordan Howard,JordanHoward24CHI2018,5,46,< 24
753,Kendall Hunter\HuntKe00,2011,23,4-115,SFO,NFL,16,1,112,473,4.22,2,29.6,Kendall Hunter,KendallHunter23SFO2011,4,18,< 24
754,Chris Ivory\IvorCh00,2017,29,NA,JAX,NFL,14,3,112,382,3.41,1,27.3,Chris Ivory,ChrisIvory29JAX2017,Undrafted,Undrafted,29-32
755,Thomas Jones\JoneTh00,2000,22,1-7,ARI,NFL,14,4,112,373,3.33,2,26.6,Thomas Jones,ThomasJones22ARI2000,1,145,< 24
756,Thomas Jones\JoneTh00,2001,23,1-7,ARI,NFL,16,2,112,380,3.39,5,23.8,Thomas Jones,ThomasJones23ARI2001,1,145,< 24
757,Paul Perkins\PerkPa00,2016,22,5-149,NYG,NFL,14,1,112,456,4.07,0,32.6,Paul Perkins,PaulPerkins22NYG2016,5,44,< 24
758,Bernard Scott\ScotBe00,2011,27,6-209,CIN,NFL,16,1,112,380,3.39,3,23.8,Bernard Scott,BernardScott27CIN2011,6,83,25-28
759,Kolby Smith\SmitKo00,2007,23,5-148,KAN,NFL,16,6,112,407,3.63,2,25.4,Kolby Smith,KolbySmith23KAN2007,5,43,< 24
760,Chester Taylor\TaylCh01,2010,31,6-207,CHI,NFL,16,1,112,267,2.38,3,16.7,Chester Taylor,ChesterTaylor31CHI2010,6,82,29-32
761,Amos Zereoue\ZereAm00,2004,28,3-95,OAK,NFL,15,6,112,425,3.79,3,28.3,Amos Zereoue,AmosZereoue28OAK2004,3,166,25-28
762,Saquon Barkley\BarkSa00,2018,21,NA,NYG,NFL,8,8,111,519,4.68,5,64.9,Saquon Barkley,SaquonBarkley21NYG2018,Undrafted,Undrafted,< 24
763,Wayne Gallman\GallWa00,2017,23,4-140,NYG,NFL,13,1,111,476,4.29,0,36.6,Wayne Gallman,WayneGallman23NYG2017,4,39,< 24
764,Felix Jones\JoneFe00,2012,25,1-22,DAL,NFL,16,7,111,402,3.62,3,25.1,Felix Jones,FelixJones25DAL2012,1,86,25-28
765,Marshawn Lynch\LyncMa00,2015,29,1-12,SEA,NFL,7,6,111,417,3.76,3,59.6,Marshawn Lynch,MarshawnLynch29SEA2015,1,22,29-32
766,C.J. Anderson\AndeC.00,2016,25,NA,DEN,NFL,7,7,110,437,3.97,4,62.4,C.J. Anderson,C.J.Anderson25DEN2016,Undrafted,Undrafted,25-28
767,Jerome Bettis*\BettJe00,2005,33,1-10,PIT,NFL,12,0,110,368,3.35,9,30.7,Jerome Bettis*,JeromeBettis*33PIT2005,1,2,32+
768,Derrick Henry\HenrDe00,2016,22,2-45,TEN,NFL,15,2,110,490,4.45,5,32.7,Derrick Henry,DerrickHenry22TEN2016,2,123,< 24
769,Bilal Powell\PoweBi00,2012,24,4-126,NYJ,NFL,14,2,110,437,3.97,4,31.2,Bilal Powell,BilalPowell24NYJ2012,4,26,< 24
770,Isaac Redman\RedmIs20,2011,27,NA,PIT,NFL,16,1,110,479,4.35,3,29.9,Isaac Redman,IsaacRedman27PIT2011,Undrafted,Undrafted,25-28
771,Isaac Redman\RedmIs20,2012,28,NA,PIT,NFL,14,5,110,410,3.73,2,29.3,Isaac Redman,IsaacRedman28PIT2012,Undrafted,Undrafted,25-28
772,LaRod Stephens-Howling\StepLa00,2012,25,7-240,ARI,NFL,14,5,110,356,3.24,4,25.4,LaRod Stephens-Howling,LaRodStephens-Howling25ARI2012,7,97,25-28
773,Pierre Thomas\ThomPi00,2011,27,NA,NOR,NFL,16,7,110,562,5.11,5,35.1,Pierre Thomas,PierreThomas27NOR2011,Undrafted,Undrafted,25-28
774,Toby Gerhart\GerhTo00,2011,24,2-51,MIN,NFL,16,5,109,531,4.87,1,33.2,Toby Gerhart,TobyGerhart24MIN2011,2,128,< 24
775,Willis McGahee\McGaWi00,2009,28,1-23,BAL,NFL,16,1,109,544,4.99,12,34,Willis McGahee,WillisMcGahee28BAL2009,1,90,25-28
776,Travis Minor\MinoTr00,2004,25,3-85,MIA,NFL,11,4,109,388,3.56,3,35.3,Travis Minor,TravisMinor25MIA2004,3,158,25-28
777,Thomas Rawls\RawlTh00,2016,23,NA,SEA,NFL,9,7,109,349,3.2,3,38.8,Thomas Rawls,ThomasRawls23SEA2016,Undrafted,Undrafted,< 24
778,Daniel Thomas\ThomDa03,2013,26,2-62,MIA,NFL,15,1,109,406,3.72,4,27.1,Daniel Thomas,DanielThomas26MIA2013,2,139,25-28
779,Peyton Barber\BarbPe01,2017,23,NA,TAM,NFL,16,4,108,423,3.92,3,26.4,Peyton Barber,PeytonBarber23TAM2017,Undrafted,Undrafted,< 24
780,Donald Brown\BrowDo00,2012,25,1-27,IND,NFL,10,4,108,417,3.86,1,41.7,Donald Brown,DonaldBrown25IND2012,1,106,25-28
781,Shonn Greene\GreeSh00,2009,24,3-65,NYJ,NFL,14,0,108,540,5,2,38.6,Shonn Greene,ShonnGreene24NYJ2009,3,142,< 24
782,Bernard Pierce\PierBe00,2012,21,3-84,BAL,NFL,16,0,108,532,4.93,1,33.3,Bernard Pierce,BernardPierce21BAL2012,3,157,< 24
783,Tyrone Wheatley\WheaTy00,2002,30,1-17,OAK,NFL,14,0,108,419,3.88,2,29.9,Tyrone Wheatley,TyroneWheatley30OAK2002,1,56,29-32
784,Ricky Williams\WillRi00,2011,34,1-5,BAL,NFL,16,0,108,444,4.11,2,27.8,Ricky Williams,RickyWilliams34BAL2011,1,127,32+
785,Rock Cartwright\CartRo01,2003,24,7-257,WAS,NFL,15,3,107,411,3.84,4,27.4,Rock Cartwright,RockCartwright24WAS2003,7,104,< 24
786,Najeh Davenport\DaveNa00,2007,28,4-135,PIT,NFL,15,1,107,499,4.66,5,33.3,Najeh Davenport,NajehDavenport28PIT2007,4,33,25-28
787,Deuce McAllister\McAlDe00,2008,30,1-23,NOR,NFL,13,6,107,418,3.91,5,32.2,Deuce McAllister,DeuceMcAllister30NOR2008,1,90,29-32
788,Ray Rice\RiceRa00,2008,21,2-55,BAL,NFL,13,4,107,454,4.24,0,34.9,Ray Rice,RayRice21BAL2008,2,132,< 24
789,Charles Sims\SimsCh00,2015,25,3-69,TAM,NFL,16,0,107,529,4.94,0,33.1,Charles Sims,CharlesSims25TAM2015,3,144,25-28
790,Onterrio Smith\SmitOn00,2003,23,4-105,MIN,NFL,15,3,107,579,5.41,5,38.6,Onterrio Smith,OnterrioSmith23MIN2003,4,8,< 24
791,C.J. Spiller\SpilC.00,2011,24,1-9,BUF,NFL,16,11,107,561,5.24,4,35.1,C.J. Spiller,C.J.Spiller24BUF2011,1,162,< 24
792,Anthony Thomas\ThomAn01,2006,29,2-38,BUF,NFL,16,2,107,378,3.53,2,23.6,Anthony Thomas,AnthonyThomas29BUF2006,2,116,29-32
793,Reggie Bush\BushRe00,2008,23,1-2,NOR,NFL,10,9,106,404,3.81,2,40.4,Reggie Bush,ReggieBush23NOR2008,1,79,< 24
794,Ronnie Hillman\HillRo00,2014,23,3-67,DEN,NFL,8,4,106,434,4.09,3,54.3,Ronnie Hillman,RonnieHillman23DEN2014,3,143,< 24
795,Ryan Mathews\MathRy00,2015,28,1-12,PHI,NFL,13,6,106,539,5.08,6,41.5,Ryan Mathews,RyanMathews28PHI2015,1,22,25-28
796,Artose Pinner\PinnAr00,2005,27,4-99,DET,NFL,16,2,106,349,3.29,3,21.8,Artose Pinner,ArtosePinner27DET2005,4,169,25-28
797,Jamel White\WhitJa00,2002,25,NA,CLE,NFL,14,6,106,470,4.43,3,33.6,Jamel White,JamelWhite25CLE2002,Undrafted,Undrafted,25-28
798,Danny Woodhead\WoodDa02,2013,28,NA,SDG,NFL,16,2,106,429,4.05,2,26.8,Danny Woodhead,DannyWoodhead28SDG2013,Undrafted,Undrafted,25-28
799,Giovani Bernard\BernGi00,2017,26,2-37,CIN,NFL,16,2,105,458,4.36,2,28.6,Giovani Bernard,GiovaniBernard26CIN2017,2,115,25-28
800,Matt Breida\BreiMa00,2017,22,NA,SFO,NFL,16,0,105,465,4.43,2,29.1,Matt Breida,MattBreida22SFO2017,Undrafted,Undrafted,< 24
801,Anthony Dixon\DixoAn00,2014,27,6-173,BUF,NFL,16,0,105,432,4.11,2,27,Anthony Dixon,AnthonyDixon27BUF2014,6,59,25-28
802,Joe Mixon\MixoJo00,2018,22,2-48,CIN,NFL,6,6,105,509,4.85,4,84.8,Joe Mixon,JoeMixon22CIN2018,2,125,< 24
803,Pierre Thomas\ThomPi00,2012,28,NA,NOR,NFL,15,4,105,473,4.5,1,31.5,Pierre Thomas,PierreThomas28NOR2012,Undrafted,Undrafted,25-28
804,T.J. Duckett\DuckT.00,2004,23,1-18,ATL,NFL,13,0,104,509,4.89,8,39.2,T.J. Duckett,T.J.Duckett23ATL2004,1,63,< 24
805,Mike Gillislee\GillMi00,2017,27,5-164,NWE,NFL,9,2,104,383,3.68,5,42.6,Mike Gillislee,MikeGillislee27NWE2017,5,54,25-28
806,Duke Johnson\JohnDu00,2015,22,3-77,CLE,NFL,16,7,104,379,3.64,0,23.7,Duke Johnson,DukeJohnson22CLE2015,3,151,< 24
807,Darren McFadden\McFaDa00,2009,22,1-4,OAK,NFL,12,7,104,357,3.43,1,29.8,Darren McFadden,DarrenMcFadden22OAK2009,1,118,< 24
808,Chris Perry\PerrCh00,2008,27,1-26,CIN,NFL,13,6,104,269,2.59,2,20.7,Chris Perry,ChrisPerry27CIN2008,1,105,25-28
809,Chris Carson\CarsCh00,2018,24,7-249,SEA,NFL,6,6,103,457,4.44,2,76.2,Chris Carson,ChrisCarson24SEA2018,7,101,< 24
810,Matt Forte\FortMa00,2017,32,2-44,NYJ,NFL,12,4,103,381,3.7,2,31.8,Matt Forte,MattForte32NYJ2017,2,122,29-32
811,Mike Goodson\GoodMi00,2010,23,4-111,CAR,NFL,16,3,103,452,4.39,3,28.3,Mike Goodson,MikeGoodson23CAR2010,4,15,< 24
812,Leon Johnson\JohnLe00,2002,28,4-104,CHI,NFL,16,4,103,329,3.19,1,20.6,Leon Johnson,LeonJohnson28CHI2002,4,7,25-28
813,Jerious Norwood\NorwJe00,2007,24,3-79,ATL,NFL,15,2,103,613,5.95,1,40.9,Jerious Norwood,JeriousNorwood24ATL2007,3,152,< 24
814,Chris Brown\BrowCh03,2007,26,3-93,TEN,NFL,12,1,102,462,4.53,5,38.5,Chris Brown,ChrisBrown26TEN2007,3,164,25-28
815,Dee Brown\BrowDe02,2002,24,6-175,CAR,NFL,14,3,102,360,3.53,4,25.7,Dee Brown,DeeBrown24CAR2002,6,60,< 24
816,Donald Brown\BrowDo00,2013,26,1-27,IND,NFL,16,5,102,537,5.26,6,33.6,Donald Brown,DonaldBrown26IND2013,1,106,25-28
817,James Jackson\JackJa00,2003,27,3-65,CLE,NFL,12,6,102,382,3.75,3,31.8,James Jackson,JamesJackson27CLE2003,3,142,25-28
818,Delone Carter\CartDe01,2011,24,4-119,IND,NFL,16,3,101,377,3.73,2,23.6,Delone Carter,DeloneCarter24IND2011,4,21,< 24
819,Toby Gerhart\GerhTo00,2014,27,2-51,JAX,NFL,14,7,101,326,3.23,2,23.3,Toby Gerhart,TobyGerhart27JAX2014,2,128,25-28
820,Mike Gillislee\GillMi00,2016,26,5-164,BUF,NFL,15,1,101,577,5.71,8,38.5,Mike Gillislee,MikeGillislee26BUF2016,5,54,25-28
821,Rashad Jennings\JennRa00,2012,27,7-250,JAX,NFL,10,6,101,283,2.8,2,28.3,Rashad Jennings,RashadJennings27JAX2012,7,102,25-28
822,Ryan Moats\MoatRy00,2009,27,3-77,HOU,NFL,14,2,101,390,3.86,4,27.9,Ryan Moats,RyanMoats27HOU2009,3,151,25-28
823,Antowain Smith\SmitAn00,2000,28,1-23,BUF,NFL,11,3,101,354,3.5,4,32.2,Antowain Smith,AntowainSmith28BUF2000,1,90,25-28
824,Chester Taylor\TaylCh01,2008,29,6-207,MIN,NFL,16,1,101,399,3.95,4,24.9,Chester Taylor,ChesterTaylor29MIN2008,6,82,29-32
825,Mike Tolbert\TolbMi00,2013,28,NA,CAR,NFL,16,13,101,361,3.57,5,22.6,Mike Tolbert,MikeTolbert28CAR2013,Undrafted,Undrafted,25-28
826,Alfred Blue\BlueAl00,2016,25,6-181,HOU,NFL,14,2,100,420,4.2,1,30,Alfred Blue,AlfredBlue25HOU2016,6,65,25-28
827,Willis McGahee\McGaWi00,2010,29,1-23,BAL,NFL,15,2,100,380,3.8,5,25.3,Willis McGahee,WillisMcGahee29BAL2010,1,90,29-32
