Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt,name,key,Round,Pick,ageGroup
146,Zach Ertz\ErtzZa00,2014,24,2-35,PHI,NFL,16,5,89,58,702,12.1,3,43.9,65.2%,7.89,Zach Ertz,ZachErtz24PHI2014,3,100,< 24
147,Marcedes Lewis\LewiMa00,2010,26,1-28,JAX,NFL,16,16,89,58,700,12.07,10,43.8,65.2%,7.87,Marcedes Lewis,MarcedesLewis26JAX2010,1,94,25-28
148,Heath Miller\MillHe00,2013,31,1-30,PIT,NFL,14,14,79,58,593,10.22,1,42.4,73.4%,7.51,Heath Miller,HeathMiller31PIT2013,1,96,29-32
149,Mychal Rivera\RiveMy00,2014,24,6-184,OAK,NFL,16,10,99,58,534,9.21,4,33.4,58.6%,5.39,Mychal Rivera,MychalRivera24OAK2014,7,54,< 24
150,Richard Rodgers\RodgRi00,2015,23,3-98,GNB,NFL,16,12,85,58,510,8.79,8,31.9,68.2%,6,Richard Rodgers,RichardRodgers23GNB2015,4,146,< 24
151,Bo Scaife\ScaiBo00,2008,27,6-179,TEN,NFL,16,7,84,58,561,9.67,2,35.1,69.0%,6.68,Bo Scaife,BoScaife27TEN2008,7,52,25-28
152,Cameron Brate\BratCa00,2016,25,NA,TAM,NFL,15,10,81,57,660,11.58,8,44,70.4%,8.15,Cameron Brate,CameronBrate25TAM2016,Undrafted,Undrafted,25-28
153,Brent Celek\CeleBr00,2012,27,5-162,PHI,NFL,15,14,88,57,684,12,1,45.6,64.8%,7.77,Brent Celek,BrentCelek27PHI2012,6,45,25-28
154,Byron Chamberlain\ChamBy00,2001,30,7-222,MIN,NFL,16,15,81,57,666,11.68,3,41.6,70.4%,8.22,Byron Chamberlain,ByronChamberlain30MIN2001,8,77,29-32
155,Charles Clay\ClayCh00,2016,27,6-174,BUF,NFL,15,15,87,57,552,9.68,4,36.8,65.5%,6.34,Charles Clay,CharlesClay27BUF2016,7,50,25-28
156,Chris Cooley\CoolCh00,2006,24,3-81,WAS,NFL,16,16,95,57,734,12.88,6,45.9,60.0%,7.73,Chris Cooley,ChrisCooley24WAS2006,4,133,< 24
157,Jimmy Graham\GrahJi00,2017,31,3-95,SEA,NFL,16,13,96,57,520,9.12,10,32.5,59.4%,5.42,Jimmy Graham,JimmyGraham31SEA2017,4,145,29-32
158,Todd Heap\HeapTo00,2003,23,1-31,BAL,NFL,16,16,112,57,693,12.16,3,43.3,50.9%,6.19,Todd Heap,ToddHeap23BAL2003,1,97,< 24
159,Kyle Rudolph\RudoKy00,2017,28,2-43,MIN,NFL,16,16,81,57,532,9.33,8,33.3,70.4%,6.57,Kyle Rudolph,KyleRudolph28MIN2017,3,106,25-28
160,Jeremy Shockey\ShocJe00,2007,27,1-14,NYG,NFL,14,14,93,57,619,10.86,3,44.2,61.3%,6.66,Jeremy Shockey,JeremyShockey27NYG2007,1,29,25-28
161,Alge Crumpler\CrumAl00,2006,29,2-35,ATL,NFL,16,16,103,56,780,13.93,8,48.8,54.4%,7.57,Alge Crumpler,AlgeCrumpler29ATL2006,3,100,29-32
162,Vernon Davis\DaviVe00,2010,26,1-6,SFO,NFL,16,16,93,56,914,16.32,7,57.1,60.2%,9.83,Vernon Davis,VernonDavis26SFO2010,1,119,25-28
163,Antonio Gates\GateAn00,2015,35,NA,SDG,NFL,11,4,85,56,630,11.25,5,57.3,65.9%,7.41,Antonio Gates,AntonioGates35SDG2015,Undrafted,Undrafted,32+
164,Jermaine Gresham\GresJe00,2011,23,1-21,CIN,NFL,14,13,92,56,596,10.64,6,42.6,60.9%,6.48,Jermaine Gresham,JermaineGresham23CIN2011,1,71,< 24
165,Zach Miller\MillZa01,2008,23,2-38,OAK,NFL,16,15,86,56,778,13.89,1,48.6,65.1%,9.05,Zach Miller,ZachMiller23OAK2008,3,102,< 24
166,Visanthe Shiancoe\ShiaVi00,2009,29,3-91,MIN,NFL,16,13,79,56,566,10.11,11,35.4,70.9%,7.16,Visanthe Shiancoe,VisantheShiancoe29MIN2009,4,141,29-32
167,Gary Barnidge\BarnGa01,2016,31,5-141,CLE,NFL,16,16,82,55,612,11.13,2,38.3,67.1%,7.46,Gary Barnidge,GaryBarnidge31CLE2016,6,30,29-32
168,Martellus Bennett\BennMa00,2012,25,2-61,NYG,NFL,16,16,89,55,626,11.38,5,39.1,61.8%,7.03,Martellus Bennett,MartellusBennett25NYG2012,3,120,25-28
169,Martellus Bennett\BennMa00,2016,29,2-61,NWE,NFL,16,12,73,55,701,12.75,7,43.8,75.3%,9.6,Martellus Bennett,MartellusBennett29NWE2016,3,120,29-32
170,John Carlson\CarlJo00,2008,24,2-38,SEA,NFL,16,9,80,55,627,11.4,5,39.2,68.8%,7.84,John Carlson,JohnCarlson24SEA2008,3,102,< 24
171,Jermichael Finley\FinlJe00,2009,22,3-91,GNB,NFL,13,10,72,55,676,12.29,5,52,76.4%,9.39,Jermichael Finley,JermichaelFinley22GNB2009,4,141,< 24
172,Jermichael Finley\FinlJe00,2011,24,3-91,GNB,NFL,16,13,92,55,767,13.95,8,47.9,59.8%,8.34,Jermichael Finley,JermichaelFinley24GNB2011,4,141,< 24
173,Rob Gronkowski\GronRo00,2012,23,2-42,NWE,NFL,11,11,79,55,790,14.36,11,71.8,69.6%,10,Rob Gronkowski,RobGronkowski23NWE2012,3,105,< 24
174,Freddie Jones\JoneFr00,2003,29,2-45,ARI,NFL,16,16,89,55,517,9.4,3,32.3,61.8%,5.81,Freddie Jones,FreddieJones29ARI2003,3,108,29-32
175,Dustin Keller\KellDu00,2010,26,1-30,NYJ,NFL,16,13,100,55,687,12.49,5,42.9,55.0%,6.87,Dustin Keller,DustinKeller26NYJ2010,1,96,25-28
176,Erron Kinney\KinnEr00,2005,28,3-68,TEN,NFL,14,14,72,55,543,9.87,2,38.8,76.4%,7.54,Erron Kinney,ErronKinney28TEN2005,4,125,25-28
177,Ben Troupe\TrouBe00,2005,23,2-40,TEN,NFL,15,11,80,55,530,9.64,4,35.3,68.8%,6.63,Ben Troupe,BenTroupe23TEN2005,3,104,< 24
178,Jared Cook\CookJa02,2017,30,3-89,OAK,NFL,16,16,86,54,688,12.74,2,43,62.8%,8,Jared Cook,JaredCook30OAK2017,4,138,29-32
179,Owen Daniels\DaniOw00,2011,29,4-98,HOU,NFL,15,15,85,54,677,12.54,3,45.1,63.5%,7.96,Owen Daniels,OwenDaniels29HOU2011,5,146,29-32
180,Ed Dickson\DickEd00,2011,24,3-70,BAL,NFL,16,16,89,54,528,9.78,5,33,60.7%,5.93,Ed Dickson,EdDickson24BAL2011,4,127,< 24
181,C.J. Fiedorowicz\FiedC.00,2016,25,3-65,HOU,NFL,15,15,89,54,559,10.35,4,37.3,60.7%,6.28,C.J. Fiedorowicz,C.J.Fiedorowicz25HOU2016,4,123,25-28
182,Coby Fleener\FleeCo00,2015,27,2-34,IND,NFL,16,11,84,54,491,9.09,3,30.7,64.3%,5.85,Coby Fleener,CobyFleener27IND2015,3,99,25-28
183,Bubba Franks\FranBu00,2002,24,1-14,GNB,NFL,16,15,71,54,442,8.19,7,27.6,76.1%,6.23,Bubba Franks,BubbaFranks24GNB2002,1,29,< 24
184,Greg Olsen\OlseGr00,2008,23,1-31,CHI,NFL,16,7,82,54,574,10.63,5,35.9,65.9%,7,Greg Olsen,GregOlsen23CHI2008,1,97,< 24
185,Tim Wright\WrigTi01,2013,23,NA,TAM,NFL,16,8,76,54,571,10.57,5,35.7,71.1%,7.51,Tim Wright,TimWright23TAM2013,Undrafted,Undrafted,< 24
186,Martellus Bennett\BennMa00,2015,28,2-61,CHI,NFL,11,11,80,53,439,8.28,3,39.9,66.3%,5.49,Martellus Bennett,MartellusBennett28CHI2015,3,120,25-28
187,Scott Chandler\ChanSc00,2013,28,4-129,BUF,NFL,16,7,81,53,655,12.36,2,40.9,65.4%,8.09,Scott Chandler,ScottChandler28BUF2013,5,22,25-28
188,Eric Ebron\EbroEr00,2017,24,1-10,DET,NFL,16,9,86,53,574,10.83,4,35.9,61.6%,6.67,Eric Ebron,EricEbron24DET2017,1,1,< 24
189,Antonio Gates\GateAn00,2016,36,NA,SDG,NFL,14,9,93,53,548,10.34,7,39.1,57.0%,5.89,Antonio Gates,AntonioGates36SDG2016,Undrafted,Undrafted,32+
190,Todd Heap\HeapTo00,2009,29,1-31,BAL,NFL,16,16,75,53,593,11.19,6,37.1,70.7%,7.91,Todd Heap,ToddHeap29BAL2009,1,97,29-32
191,Jay Riemersma\RiemJa00,2001,28,7-244,BUF,NFL,16,15,78,53,590,11.13,3,36.9,67.9%,7.56,Jay Riemersma,JayRiemersma28BUF2001,8,87,25-28
192,Kyle Rudolph\RudoKy00,2012,23,2-43,MIN,NFL,16,16,93,53,493,9.3,9,30.8,57.0%,5.3,Kyle Rudolph,KyleRudolph23MIN2012,3,106,< 24
193,Jared Cook\CookJa02,2014,27,3-89,STL,NFL,16,6,99,52,634,12.19,3,39.6,52.5%,6.4,Jared Cook,JaredCook27STL2014,4,138,25-28
194,Vernon Davis\DaviVe00,2013,29,1-6,SFO,NFL,15,15,84,52,850,16.35,13,56.7,61.9%,10.12,Vernon Davis,VernonDavis29SFO2013,1,119,29-32
195,Vernon Davis\DaviVe00,2007,23,1-6,SFO,NFL,14,14,85,52,509,9.79,4,36.4,61.2%,5.99,Vernon Davis,VernonDavis23SFO2007,1,119,< 24
196,Tyler Eifert\EifeTy00,2015,25,1-21,CIN,NFL,13,12,74,52,615,11.83,13,47.3,70.3%,8.31,Tyler Eifert,TylerEifert25CIN2015,1,71,25-28
197,Coby Fleener\FleeCo00,2013,25,2-34,IND,NFL,16,12,87,52,608,11.69,4,38,59.8%,6.99,Coby Fleener,CobyFleener25IND2013,3,99,25-28
198,Jermaine Gresham\GresJe00,2010,22,1-21,CIN,NFL,15,10,83,52,471,9.06,4,31.4,62.7%,5.67,Jermaine Gresham,JermaineGresham22CIN2010,1,71,< 24
199,Marcedes Lewis\LewiMa00,2012,28,1-28,JAX,NFL,16,15,77,52,540,10.38,4,33.8,67.5%,7.01,Marcedes Lewis,MarcedesLewis28JAX2012,1,94,25-28
200,Jacob Tamme\TammJa00,2012,27,4-127,DEN,NFL,16,8,85,52,555,10.67,2,34.7,61.2%,6.53,Jacob Tamme,JacobTamme27DEN2012,5,20,25-28
201,John Carlson\CarlJo00,2009,25,2-38,SEA,NFL,16,16,83,51,574,11.25,7,35.9,61.4%,6.92,John Carlson,JohnCarlson25SEA2009,3,102,25-28
202,Desmond Clark\ClarDe00,2001,24,6-179,DEN,NFL,16,4,76,51,566,11.1,6,35.4,67.1%,7.45,Desmond Clark,DesmondClark24DEN2001,7,52,< 24
203,Charles Clay\ClayCh00,2015,26,6-174,BUF,NFL,13,13,77,51,528,10.35,3,40.6,66.2%,6.86,Charles Clay,CharlesClay26BUF2015,7,50,25-28
204,Jared Cook\CookJa02,2013,26,3-89,STL,NFL,16,13,85,51,671,13.16,5,41.9,60.0%,7.89,Jared Cook,JaredCook26STL2013,4,138,25-28
205,Coby Fleener\FleeCo00,2014,26,2-34,IND,NFL,16,12,92,51,774,15.18,8,48.4,55.4%,8.41,Coby Fleener,CobyFleener26IND2014,3,99,25-28
206,Aaron Hernandez\HernAa00,2012,23,4-113,NWE,NFL,10,10,83,51,483,9.47,5,48.3,61.4%,5.82,Aaron Hernandez,AaronHernandez23NWE2012,5,10,< 24
207,Billy Miller\MillBi00,2002,25,7-218,HOU,NFL,16,7,80,51,613,12.02,3,38.3,63.8%,7.66,Billy Miller,BillyMiller25HOU2002,8,74,25-28
208,Heath Miller\MillHe00,2011,29,1-30,PIT,NFL,16,16,74,51,631,12.37,2,39.4,68.9%,8.53,Heath Miller,HeathMiller29PIT2011,1,96,29-32
209,Coby Fleener\FleeCo00,2016,28,2-34,NOR,NFL,16,8,81,50,631,12.62,3,39.4,61.7%,7.79,Coby Fleener,CobyFleener28NOR2016,3,99,25-28
210,Antonio Gates\GateAn00,2010,30,NA,SDG,NFL,10,10,65,50,782,15.64,10,78.2,76.9%,12.03,Antonio Gates,AntonioGates30SDG2010,Undrafted,Undrafted,29-32
211,Ryan Griffin\GrifRy00,2016,26,6-201,HOU,NFL,16,5,74,50,442,8.84,2,27.6,67.6%,5.97,Ryan Griffin,RyanGriffin26HOU2016,7,67,25-28
212,Lance Kendricks\KendLa00,2016,28,2-47,LAR,NFL,16,16,87,50,499,9.98,2,31.2,57.5%,5.74,Lance Kendricks,LanceKendricks28LAR2016,3,110,25-28
213,Jordan Reed\ReedJo02,2014,24,3-85,WAS,NFL,11,2,65,50,465,9.3,0,42.3,76.9%,7.15,Jordan Reed,JordanReed24WAS2014,4,134,< 24
214,Austin Seferian-Jenkins\SefeAu00,2017,25,2-38,NYJ,NFL,13,10,74,50,357,7.14,3,27.5,67.6%,4.82,Austin Seferian-Jenkins,AustinSeferian-Jenkins25NYJ2017,3,102,25-28
215,Jeremy Shockey\ShocJe00,2008,28,1-14,NOR,NFL,12,11,72,50,483,9.66,0,40.3,69.4%,6.71,Jeremy Shockey,JeremyShockey28NOR2008,1,29,25-28
216,L.J. Smith\SmitL.00,2006,26,2-61,PHI,NFL,16,15,75,50,611,12.22,5,38.2,66.7%,8.15,L.J. Smith,L.J.Smith26PHI2006,3,120,25-28
217,Dwayne Carswell\CarsDw00,2000,28,NA,DEN,NFL,16,16,64,49,495,10.1,3,30.9,76.6%,7.73,Dwayne Carswell,DwayneCarswell28DEN2000,Undrafted,Undrafted,25-28
218,Charles Clay\ClayCh00,2017,28,6-174,BUF,NFL,13,13,74,49,558,11.39,2,42.9,66.2%,7.54,Charles Clay,CharlesClay28BUF2017,7,50,25-28
219,Jared Cook\CookJa02,2011,24,3-89,TEN,NFL,16,5,81,49,759,15.49,3,47.4,60.5%,9.37,Jared Cook,JaredCook24TEN2011,4,138,< 24
220,Antonio Gates\GateAn00,2012,32,NA,SDG,NFL,15,15,80,49,538,10.98,7,35.9,61.3%,6.73,Antonio Gates,AntonioGates32SDG2012,Undrafted,Undrafted,29-32
221,Garrett Graham\GrahGa00,2013,27,4-118,HOU,NFL,13,11,89,49,545,11.12,5,41.9,55.1%,6.12,Garrett Graham,GarrettGraham27HOU2013,5,15,25-28
222,Austin Hooper\HoopAu00,2017,23,3-81,ATL,NFL,16,8,65,49,526,10.73,3,32.9,75.4%,8.09,Austin Hooper,AustinHooper23ATL2017,4,133,< 24
223,Randy McMichael\McMiRa01,2003,24,4-114,MIA,NFL,16,16,83,49,598,12.2,2,37.4,59.0%,7.2,Randy McMichael,RandyMcMichael24MIA2003,5,11,< 24
224,Kyle Rudolph\RudoKy00,2015,26,2-43,MIN,NFL,16,16,73,49,495,10.1,5,30.9,67.1%,6.78,Kyle Rudolph,KyleRudolph26MIN2015,3,106,25-28
225,Tony Scheffler\ScheTo00,2007,24,2-61,DEN,NFL,16,7,65,49,549,11.2,5,34.3,75.4%,8.45,Tony Scheffler,TonyScheffler24DEN2007,3,120,< 24
226,Ben Watson\WatsBe00,2012,32,1-32,CLE,NFL,16,14,82,49,501,10.22,3,31.3,59.8%,6.11,Ben Watson,BenWatson32CLE2012,1,98,29-32
227,Ben Watson\WatsBe00,2006,26,1-32,NWE,NFL,13,13,91,49,643,13.12,3,49.5,53.8%,7.07,Ben Watson,BenWatson26NWE2006,1,98,25-28
228,Cameron Brate\BratCa00,2017,26,NA,TAM,NFL,16,6,77,48,591,12.31,6,36.9,62.3%,7.68,Cameron Brate,CameronBrate26TAM2017,Undrafted,Undrafted,25-28
229,Alge Crumpler\CrumAl00,2004,27,2-35,ATL,NFL,14,14,74,48,774,16.13,6,55.3,64.9%,10.46,Alge Crumpler,AlgeCrumpler27ATL2004,3,100,25-28
230,Owen Daniels\DaniOw00,2014,32,4-98,BAL,NFL,15,13,79,48,527,10.98,4,35.1,60.8%,6.67,Owen Daniels,OwenDaniels32BAL2014,5,146,29-32
231,Fred Davis\DaviFr01,2009,23,2-48,WAS,NFL,16,10,76,48,509,10.6,6,31.8,63.2%,6.7,Fred Davis,FredDavis23WAS2009,3,111,< 24
232,Jimmy Graham\GrahJi00,2015,29,3-95,SEA,NFL,11,11,74,48,605,12.6,2,55,64.9%,8.18,Jimmy Graham,JimmyGraham29SEA2015,4,145,29-32
233,Eric Johnson\JohnEr00,2007,28,7-224,NOR,NFL,14,12,63,48,378,7.88,2,27,76.2%,6,Eric Johnson,EricJohnson28NOR2007,8,78,25-28
234,Dustin Keller\KellDu00,2008,24,1-30,NYJ,NFL,16,6,78,48,535,11.15,3,33.4,61.5%,6.86,Dustin Keller,DustinKeller24NYJ2008,1,96,< 24
235,Donald Lee\LeexDo00,2007,27,5-156,GNB,NFL,15,12,63,48,575,11.98,6,38.3,76.2%,9.13,Donald Lee,DonaldLee27GNB2007,6,39,25-28
236,Heath Miller\MillHe00,2008,26,1-30,PIT,NFL,14,14,66,48,514,10.71,3,36.7,72.7%,7.79,Heath Miller,HeathMiller26PIT2008,1,96,25-28
237,Jeremy Shockey\ShocJe00,2009,29,1-14,NOR,NFL,13,12,67,48,569,11.85,3,43.8,71.6%,8.49,Jeremy Shockey,JeremyShockey29NOR2009,1,29,29-32
238,Jeremy Shockey\ShocJe00,2003,23,1-14,NYG,NFL,9,9,70,48,535,11.15,2,59.4,68.6%,7.64,Jeremy Shockey,JeremyShockey23NYG2003,1,29,< 24
239,Will Tye\TyexWi00,2016,25,NA,NYG,NFL,16,10,70,48,395,8.23,1,24.7,68.6%,5.64,Will Tye,WillTye25NYG2016,Undrafted,Undrafted,25-28
240,Stephen Alexander\AlexSt00,2000,25,2-48,WAS,NFL,16,16,72,47,510,10.85,2,31.9,65.3%,7.08,Stephen Alexander,StephenAlexander25WAS2000,3,111,25-28
241,Scott Chandler\ChanSc00,2014,29,4-129,BUF,NFL,16,5,70,47,497,10.57,3,31.1,67.1%,7.1,Scott Chandler,ScottChandler29BUF2014,5,22,29-32
242,Dallas Clark\ClarDa00,2012,33,1-24,TAM,NFL,16,7,75,47,435,9.26,4,27.2,62.7%,5.8,Dallas Clark,DallasClark33TAM2012,1,85,32+
243,Ken Dilger\DilgKe00,2000,29,2-48,IND,NFL,16,16,72,47,538,11.45,3,33.6,65.3%,7.47,Ken Dilger,KenDilger29IND2000,3,111,29-32
244,Eric Ebron\EbroEr00,2015,22,1-10,DET,NFL,14,8,70,47,537,11.43,5,38.4,67.1%,7.67,Eric Ebron,EricEbron22DET2015,1,1,< 24
245,Heath Miller\MillHe00,2007,25,1-30,PIT,NFL,16,16,61,47,566,12.04,7,35.4,77.0%,9.28,Heath Miller,HeathMiller25PIT2007,1,96,25-28
246,Zach Miller\MillZa02,2016,32,6-180,CHI,NFL,10,8,64,47,486,10.34,4,48.6,73.4%,7.59,Zach Miller,ZachMiller32CHI2016,7,53,29-32
247,Tony Moeaki\MoeaTo00,2010,23,3-93,KAN,NFL,15,15,73,47,556,11.83,3,37.1,64.4%,7.62,Tony Moeaki,TonyMoeaki23KAN2010,4,143,< 24
248,Brandon Myers\MyerBr00,2013,28,6-202,NYG,NFL,16,14,76,47,522,11.11,4,32.6,61.8%,6.87,Brandon Myers,BrandonMyers28NYG2013,7,68,25-28
249,Marcus Pollard\PollMa00,2001,29,NA,IND,NFL,16,16,73,47,739,15.72,8,46.2,64.4%,10.12,Marcus Pollard,MarcusPollard29IND2001,Undrafted,Undrafted,29-32
250,Visanthe Shiancoe\ShiaVi00,2010,30,3-91,MIN,NFL,16,9,79,47,530,11.28,2,33.1,59.5%,6.71,Visanthe Shiancoe,VisantheShiancoe30MIN2010,4,141,29-32
251,Owen Daniels\DaniOw00,2015,33,4-98,DEN,NFL,16,16,77,46,517,11.24,3,32.3,59.7%,6.71,Owen Daniels,OwenDaniels33DEN2015,5,146,32+
252,Jermaine Gresham\GresJe00,2013,25,1-21,CIN,NFL,14,14,68,46,458,9.96,4,32.7,67.6%,6.74,Jermaine Gresham,JermaineGresham25CIN2013,1,71,25-28
253,Jeff King\KingJe00,2007,24,5-155,CAR,NFL,16,16,80,46,406,8.83,2,25.4,57.5%,5.08,Jeff King,JeffKing24CAR2007,6,38,< 24
254,Jim Kleinsasser\KleiJi00,2003,26,2-44,MIN,NFL,16,16,59,46,401,8.72,4,25.1,78.0%,6.8,Jim Kleinsasser,JimKleinsasser26MIN2003,3,107,25-28
255,Itula Mili\MiliIt00,2003,30,6-174,SEA,NFL,16,12,62,46,492,10.7,4,30.8,74.2%,7.94,Itula Mili,ItulaMili30SEA2003,7,50,29-32
256,Marcus Pollard\PollMa00,2005,33,NA,DET,NFL,16,16,79,46,516,11.22,3,32.3,58.2%,6.53,Marcus Pollard,MarcusPollard33DET2005,Undrafted,Undrafted,32+
257,Bo Scaife\ScaiBo00,2007,26,6-179,TEN,NFL,16,15,78,46,421,9.15,1,26.3,59.0%,5.4,Bo Scaife,BoScaife26TEN2007,7,52,25-28
258,Julius Thomas\ThomJu00,2015,27,4-129,JAX,NFL,12,11,80,46,455,9.89,5,37.9,57.5%,5.69,Julius Thomas,JuliusThomas27JAX2015,5,22,25-28
259,Jermaine Wiggins\WiggJe00,2006,31,NA,MIN,NFL,16,3,67,46,386,8.39,1,24.1,68.7%,5.76,Jermaine Wiggins,JermaineWiggins31MIN2006,Undrafted,Undrafted,29-32
260,Stephen Alexander\AlexSt00,2002,27,2-48,SDG,NFL,14,14,76,45,510,11.33,1,36.4,59.2%,6.71,Stephen Alexander,StephenAlexander27SDG2002,3,111,25-28
261,Dwayne Allen\AlleDw00,2012,22,3-64,IND,NFL,16,16,66,45,521,11.58,3,32.6,68.2%,7.89,Dwayne Allen,DwayneAllen22IND2012,4,122,< 24
262,Desmond Clark\ClarDe00,2006,29,6-179,CHI,NFL,16,16,80,45,626,13.91,6,39.1,56.3%,7.83,Desmond Clark,DesmondClark29CHI2006,7,52,29-32
263,Hunter Henry\HenrHu00,2017,23,2-35,LAC,NFL,14,13,62,45,579,12.87,4,41.4,72.6%,9.34,Hunter Henry,HunterHenry23LAC2017,3,100,< 24
264,Aaron Hernandez\HernAa00,2010,21,4-113,NWE,NFL,14,7,64,45,563,12.51,6,40.2,70.3%,8.8,Aaron Hernandez,AaronHernandez21NWE2010,5,10,< 24
265,Rob Housler\HousRo01,2012,24,3-69,ARI,NFL,15,9,68,45,417,9.27,0,27.8,66.2%,6.13,Rob Housler,RobHousler24ARI2012,4,126,< 24
266,Freddie Jones\JoneFr00,2004,30,2-45,ARI,NFL,16,15,74,45,426,9.47,2,26.6,60.8%,5.76,Freddie Jones,FreddieJones30ARI2004,3,108,29-32
267,Dustin Keller\KellDu00,2009,25,1-30,NYJ,NFL,16,12,82,45,522,11.6,2,32.6,54.9%,6.37,Dustin Keller,DustinKeller25NYJ2009,1,96,25-28
268,Billy Miller\MillBi00,2008,31,7-218,NOR,NFL,15,5,62,45,579,12.87,1,38.6,72.6%,9.34,Billy Miller,BillyMiller31NOR2008,8,74,29-32
269,Greg Olsen\OlseGr00,2011,26,1-31,CAR,NFL,16,13,89,45,540,12,5,33.8,50.6%,6.07,Greg Olsen,GregOlsen26CAR2011,1,97,25-28
270,Jordan Reed\ReedJo02,2013,23,3-85,WAS,NFL,9,4,59,45,499,11.09,3,55.4,76.3%,8.46,Jordan Reed,JordanReed23WAS2013,4,134,< 24
271,Bo Scaife\ScaiBo00,2009,28,6-179,TEN,NFL,14,10,70,45,440,9.78,1,31.4,64.3%,6.29,Bo Scaife,BoScaife28TEN2009,7,52,25-28
272,Tony Scheffler\ScheTo00,2010,27,2-61,DET,NFL,15,4,72,45,378,8.4,1,25.2,62.5%,5.25,Tony Scheffler,TonyScheffler27DET2010,3,120,25-28
273,Jerramy Stevens\StevJe00,2005,26,1-28,SEA,NFL,16,11,68,45,554,12.31,5,34.6,66.2%,8.15,Jerramy Stevens,JerramyStevens26SEA2005,1,94,25-28
274,Desmond Clark\ClarDe00,2003,26,6-179,CHI,NFL,15,15,71,44,433,9.84,2,28.9,62.0%,6.1,Desmond Clark,DesmondClark26CHI2003,7,52,25-28
275,Desmond Clark\ClarDe00,2007,30,6-179,CHI,NFL,16,16,67,44,545,12.39,4,34.1,65.7%,8.13,Desmond Clark,DesmondClark30CHI2007,7,52,29-32
276,Jared Cook\CookJa02,2012,25,3-89,TEN,NFL,13,5,73,44,523,11.89,4,40.2,60.3%,7.16,Jared Cook,JaredCook25TEN2012,4,138,25-28
277,Alge Crumpler\CrumAl00,2003,26,2-35,ATL,NFL,16,16,80,44,552,12.55,3,34.5,55.0%,6.9,Alge Crumpler,AlgeCrumpler26ATL2003,3,100,25-28
278,Vernon Davis\DaviVe00,2016,32,1-6,WAS,NFL,16,14,59,44,583,13.25,2,36.4,74.6%,9.88,Vernon Davis,VernonDavis32WAS2016,1,119,29-32
279,Freddie Jones\JoneFr00,2002,28,2-45,ARI,NFL,16,16,81,44,358,8.14,1,22.4,54.3%,4.42,Freddie Jones,FreddieJones28ARI2002,3,108,25-28
280,Travis Kelce\KelcTr00,2018,29,3-63,KAN,NFL,8,8,70,44,642,14.59,4,80.3,62.9%,9.17,Travis Kelce,TravisKelce29KAN2018,4,121,29-32
281,Zach Miller\MillZa01,2007,22,2-38,OAK,NFL,16,16,68,44,444,10.09,3,27.8,64.7%,6.53,Zach Miller,ZachMiller22OAK2007,3,102,< 24
282,Kyle Brady\BradKy00,2002,30,1-9,JAX,NFL,16,16,67,43,461,10.72,4,28.8,64.2%,6.88,Kyle Brady,KyleBrady30JAX2002,1,139,29-32
283,Scott Chandler\ChanSc00,2012,27,4-129,BUF,NFL,15,13,74,43,571,13.28,6,38.1,58.1%,7.72,Scott Chandler,ScottChandler27BUF2012,5,22,25-28
284,Vernon Davis\DaviVe00,2017,33,1-6,WAS,NFL,16,16,69,43,648,15.07,3,40.5,62.3%,9.39,Vernon Davis,VernonDavis33WAS2017,1,119,32+
285,Steve Heiden\HeidSt00,2005,29,3-69,CLE,NFL,15,13,60,43,401,9.33,3,26.7,71.7%,6.68,Steve Heiden,SteveHeiden29CLE2005,4,126,29-32
286,Jesse James\JameJe00,2017,23,5-160,PIT,NFL,16,14,63,43,372,8.65,3,23.3,68.3%,5.9,Jesse James,JesseJames23PIT2017,6,43,< 24
287,George Kittle\KittGe00,2017,24,5-146,SFO,NFL,15,7,63,43,515,11.98,2,34.3,68.3%,8.17,George Kittle,GeorgeKittle24SFO2017,6,33,< 24
288,Itula Mili\MiliIt00,2002,29,6-174,SEA,NFL,16,12,64,43,508,11.81,2,31.8,67.2%,7.94,Itula Mili,ItulaMili29SEA2002,7,50,29-32
289,Marcus Pollard\PollMa00,2002,30,NA,IND,NFL,15,15,69,43,478,11.12,6,31.9,62.3%,6.93,Marcus Pollard,MarcusPollard30IND2002,Undrafted,Undrafted,29-32
290,Julius Thomas\ThomJu00,2014,26,4-129,DEN,NFL,13,10,62,43,489,11.37,12,37.6,69.4%,7.89,Julius Thomas,JuliusThomas26DEN2014,5,22,25-28
291,Wesley Walls\WallWe00,2001,35,2-56,CAR,NFL,14,14,73,43,452,10.51,5,32.3,58.9%,6.19,Wesley Walls,WesleyWalls35CAR2001,3,117,32+
292,Kellen Winslow\WinsKe01,2008,25,1-6,CLE,NFL,10,8,83,43,428,9.95,3,42.8,51.8%,5.16,Kellen Winslow,KellenWinslow25CLE2008,1,119,25-28
293,Kevin Boss\BossKe00,2009,25,5-153,NYG,NFL,15,15,69,42,567,13.5,5,37.8,60.9%,8.22,Kevin Boss,KevinBoss25NYG2009,6,36,25-28
294,Brent Celek\CeleBr00,2010,25,5-162,PHI,NFL,16,15,79,42,511,12.17,4,31.9,53.2%,6.47,Brent Celek,BrentCelek25PHI2010,6,45,25-28
