Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt,name,key,Round,Pick,ageGroup
444,Lance Kendricks\KendLa00,2013,25,2-47,STL,NFL,15,13,46,32,258,8.06,4,17.2,69.6%,5.61,Lance Kendricks,LanceKendricks25STL2013,3,110,25-28
445,Marcedes Lewis\LewiMa00,2009,25,1-28,JAX,NFL,15,15,59,32,518,16.19,2,34.5,54.2%,8.78,Marcedes Lewis,MarcedesLewis25JAX2009,1,94,25-28
446,David Njoku\NjokDa00,2017,21,1-29,CLE,NFL,16,5,60,32,386,12.06,4,24.1,53.3%,6.43,David Njoku,DavidNjoku21CLE2017,1,95,< 24
447,Andrew Quarless\QuarAn00,2013,25,5-154,GNB,NFL,16,10,53,32,312,9.75,2,19.5,60.4%,5.89,Andrew Quarless,AndrewQuarless25GNB2013,6,37,25-28
448,Jay Riemersma\RiemJa00,2002,29,7-244,BUF,NFL,16,15,48,32,350,10.94,0,21.9,66.7%,7.29,Jay Riemersma,JayRiemersma29BUF2002,8,87,29-32
449,Mychal Rivera\RiveMy00,2015,25,6-184,OAK,NFL,16,0,46,32,280,8.75,1,17.5,69.6%,6.09,Mychal Rivera,MychalRivera25OAK2015,7,54,25-28
450,Dante Rosario\RosaDa00,2010,26,5-155,CAR,NFL,16,6,58,32,264,8.25,0,16.5,55.2%,4.55,Dante Rosario,DanteRosario26CAR2010,6,38,25-28
451,Kyle Rudolph\RudoKy00,2018,29,2-43,MIN,NFL,8,8,43,32,321,10.03,2,40.1,74.4%,7.47,Kyle Rudolph,KyleRudolph29MIN2018,3,106,29-32
452,David Sloan\SloaDa00,2000,28,3-70,DET,NFL,15,10,60,32,379,11.84,2,25.3,53.3%,6.32,David Sloan,DavidSloan28DET2000,4,127,25-28
453,Alex Smith\SmitAl02,2007,25,3-71,TAM,NFL,14,14,53,32,385,12.03,3,27.5,60.4%,7.26,Alex Smith,AlexSmith25TAM2007,4,128,25-28
454,Maxx Williams\WillMa04,2015,21,2-55,BAL,NFL,14,7,48,32,268,8.38,1,19.1,66.7%,5.58,Maxx Williams,MaxxWilliams21BAL2015,3,116,< 24
455,Chris Baker\BakeCh00,2006,27,3-88,NYJ,NFL,16,14,45,31,300,9.68,4,18.8,68.9%,6.67,Chris Baker,ChrisBaker27NYJ2006,4,137,25-28
456,John Carlson\CarlJo00,2010,26,2-38,SEA,NFL,15,13,58,31,318,10.26,1,21.2,53.4%,5.48,John Carlson,JohnCarlson26SEA2010,3,102,25-28
457,Dallas Clark\ClarDa00,2013,34,1-24,BAL,NFL,12,0,52,31,343,11.06,3,28.6,59.6%,6.6,Dallas Clark,DallasClark34BAL2013,1,85,32+
458,Vernon Davis\DaviVe00,2008,24,1-6,SFO,NFL,16,16,49,31,358,11.55,2,22.4,63.3%,7.31,Vernon Davis,VernonDavis24SFO2008,1,119,< 24
459,Anthony Fasano\FasaAn00,2009,25,2-53,MIA,NFL,14,14,53,31,339,10.94,2,24.2,58.5%,6.4,Anthony Fasano,AnthonyFasano25MIA2009,3,114,25-28
460,Jimmy Graham\GrahJi00,2010,24,3-95,NOR,NFL,15,5,44,31,356,11.48,5,23.7,70.5%,8.09,Jimmy Graham,JimmyGraham24NOR2010,4,145,< 24
461,Doug Jolley\JollDo00,2003,24,2-55,OAK,NFL,15,9,54,31,250,8.06,1,16.7,57.4%,4.63,Doug Jolley,DougJolley24OAK2003,3,116,< 24
462,Reggie Kelly\KellRe00,2000,23,2-42,ATL,NFL,16,16,50,31,340,10.97,2,21.3,62.0%,6.8,Reggie Kelly,ReggieKelly23ATL2000,3,105,< 24
463,Reggie Kelly\KellRe00,2008,31,2-42,CIN,NFL,16,15,42,31,207,6.68,0,12.9,73.8%,4.93,Reggie Kelly,ReggieKelly31CIN2008,3,105,29-32
464,David Martin\MartDa00,2008,29,6-198,MIA,NFL,16,7,45,31,450,14.52,3,28.1,68.9%,10,David Martin,DavidMartin29MIA2008,7,64,29-32
465,David Njoku\NjokDa00,2018,22,1-29,CLE,NFL,8,7,52,31,297,9.58,2,37.1,59.6%,5.71,David Njoku,DavidNjoku22CLE2018,1,95,< 24
466,Jay Riemersma\RiemJa00,2000,27,7-244,BUF,NFL,12,12,60,31,372,12,5,31,51.7%,6.2,Jay Riemersma,JayRiemersma27BUF2000,8,87,25-28
467,Tony Scheffler\ScheTo00,2009,26,2-61,DEN,NFL,15,9,50,31,416,13.42,2,27.7,62.0%,8.32,Tony Scheffler,TonyScheffler26DEN2009,3,120,25-28
468,Antowain Smith\SmitAn00,2002,30,1-23,NWE,NFL,16,15,42,31,243,7.84,2,15.2,73.8%,5.79,Antowain Smith,AntowainSmith30NWE2002,1,81,29-32
469,Jerramy Stevens\StevJe00,2004,25,1-28,SEA,NFL,16,5,47,31,349,11.26,3,21.8,66.0%,7.43,Jerramy Stevens,JerramyStevens25SEA2004,1,94,25-28
470,Levine Toilolo\ToilLe00,2014,23,4-133,ATL,NFL,16,16,54,31,238,7.68,2,14.9,57.4%,4.41,Levine Toilolo,LevineToilolo23ATL2014,5,25,< 24
471,Ben Utecht\UtecBe00,2007,26,NA,IND,NFL,14,13,37,31,364,11.74,1,26,83.8%,9.84,Ben Utecht,BenUtecht26IND2007,Undrafted,Undrafted,25-28
472,Wesley Walls\WallWe00,2000,34,2-56,CAR,NFL,8,8,49,31,422,13.61,2,52.8,63.3%,8.61,Wesley Walls,WesleyWalls34CAR2000,3,117,32+
473,Kellen Winslow\WinsKe01,2013,30,1-6,NYJ,NFL,12,3,47,31,388,12.52,2,32.3,66.0%,8.26,Kellen Winslow,KellenWinslow30NYJ2013,1,119,29-32
474,Martellus Bennett\BennMa00,2017,30,2-61,2TM,NFL,9,7,44,30,286,9.53,0,31.8,68.2%,6.5,Martellus Bennett,MartellusBennett302TM2017,3,120,29-32
475,Dallas Clark\ClarDa00,2006,27,1-24,IND,NFL,12,12,57,30,367,12.23,4,30.6,52.6%,6.44,Dallas Clark,DallasClark27IND2006,1,85,25-28
476,Jared Cook\CookJa02,2016,29,3-89,GNB,NFL,10,5,51,30,377,12.57,1,37.7,58.8%,7.39,Jared Cook,JaredCook29GNB2016,4,138,29-32
477,Ed Dickson\DickEd00,2017,30,3-70,CAR,NFL,16,12,48,30,437,14.57,1,27.3,62.5%,9.1,Ed Dickson,EdDickson30CAR2017,4,127,29-32
478,Bubba Franks\FranBu00,2003,25,1-14,GNB,NFL,16,15,44,30,241,8.03,4,15.1,68.2%,5.48,Bubba Franks,BubbaFranks25GNB2003,1,29,25-28
479,Antonio Gates\GateAn00,2017,37,NA,LAC,NFL,16,4,52,30,316,10.53,3,19.8,57.7%,6.08,Antonio Gates,AntonioGates37LAC2017,Undrafted,Undrafted,32+
480,Daniel Graham\GrahDa00,2004,26,1-21,NWE,NFL,14,14,48,30,364,12.13,7,26,62.5%,7.58,Daniel Graham,DanielGraham26NWE2004,1,71,25-28
481,Vance McDonald\McDoVa00,2015,25,2-55,SFO,NFL,14,11,46,30,326,10.87,3,23.3,65.2%,7.09,Vance McDonald,VanceMcDonald25SFO2015,3,116,25-28
482,Randy McMichael\McMiRa01,2011,32,4-114,SDG,NFL,16,14,44,30,271,9.03,0,16.9,68.2%,6.16,Randy McMichael,RandyMcMichael32SDG2011,5,11,29-32
483,Brandon Pettigrew\PettBr00,2009,24,1-20,DET,NFL,11,11,54,30,346,11.53,2,31.5,55.6%,6.41,Brandon Pettigrew,BrandonPettigrew24DET2009,1,66,< 24
484,Marcus Pollard\PollMa00,2000,28,NA,IND,NFL,16,14,42,30,439,14.63,3,27.4,71.4%,10.45,Marcus Pollard,MarcusPollard28IND2000,Undrafted,Undrafted,25-28
485,Marcel Reece\ReecMa00,2015,30,NA,OAK,NFL,15,7,37,30,269,8.97,3,17.9,81.1%,7.27,Marcel Reece,MarcelReece30OAK2015,Undrafted,Undrafted,29-32
486,Richard Rodgers\RodgRi00,2016,24,3-98,GNB,NFL,16,6,47,30,271,9.03,2,16.9,63.8%,5.77,Richard Rodgers,RichardRodgers24GNB2016,4,146,< 24
487,Kyle Rudolph\RudoKy00,2013,24,2-43,MIN,NFL,8,8,46,30,313,10.43,3,39.1,65.2%,6.8,Kyle Rudolph,KyleRudolph24MIN2013,3,106,< 24
488,Aaron Shea\SheaAa00,2000,24,4-110,CLE,NFL,15,8,51,30,302,10.07,2,20.1,58.8%,5.92,Aaron Shea,AaronShea24CLE2000,5,9,< 24
489,David Thomas\ThomDa02,2010,27,3-86,NOR,NFL,13,8,46,30,219,7.3,2,16.8,65.2%,4.76,David Thomas,DavidThomas27NOR2010,4,135,25-28
490,Julius Thomas\ThomJu00,2016,28,4-129,JAX,NFL,9,6,51,30,281,9.37,4,31.2,58.8%,5.51,Julius Thomas,JuliusThomas28JAX2016,5,22,25-28
491,Dwayne Allen\AlleDw00,2014,24,3-64,IND,NFL,13,13,50,29,395,13.62,8,30.4,58.0%,7.9,Dwayne Allen,DwayneAllen24IND2014,4,122,< 24
492,Kyle Brady\BradKy00,2003,31,1-9,JAX,NFL,16,15,46,29,281,9.69,1,17.6,63.0%,6.11,Kyle Brady,KyleBrady31JAX2003,1,139,29-32
493,Garrett Celek\CeleGa00,2016,28,NA,SFO,NFL,16,6,50,29,350,12.07,3,21.9,58.0%,7,Garrett Celek,GarrettCelek28SFO2016,Undrafted,Undrafted,25-28
494,Dallas Clark\ClarDa00,2003,24,1-24,IND,NFL,10,10,42,29,340,11.72,1,34,69.0%,8.1,Dallas Clark,DallasClark24IND2003,1,85,< 24
495,Jared Cook\CookJa02,2010,23,3-89,TEN,NFL,16,1,45,29,361,12.45,1,22.6,64.4%,8.02,Jared Cook,JaredCook23TEN2010,4,138,< 24
496,Chris Cooley\CoolCh00,2009,27,3-81,WAS,NFL,7,7,45,29,332,11.45,2,47.4,64.4%,7.38,Chris Cooley,ChrisCooley27WAS2009,4,133,25-28
497,Jeff Cumberland\CumbJe00,2012,25,NA,NYJ,NFL,15,12,53,29,359,12.38,3,23.9,54.7%,6.77,Jeff Cumberland,JeffCumberland25NYJ2012,Undrafted,Undrafted,25-28
498,Larry Donnell\DonnLa00,2015,27,NA,NYG,NFL,8,8,41,29,223,7.69,2,27.9,70.7%,5.44,Larry Donnell,LarryDonnell27NYG2015,Undrafted,Undrafted,25-28
499,Rickey Dudley\DudlRi00,2000,28,1-9,OAK,NFL,16,16,49,29,350,12.07,4,21.9,59.2%,7.14,Rickey Dudley,RickeyDudley28OAK2000,1,139,25-28
500,Tyler Eifert\EifeTy00,2016,26,1-21,CIN,NFL,8,2,47,29,394,13.59,5,49.3,61.7%,8.38,Tyler Eifert,TylerEifert26CIN2016,1,71,25-28
501,Rob Gronkowski\GronRo00,2018,29,2-42,NWE,NFL,7,7,43,29,448,15.45,1,64,67.4%,10.42,Rob Gronkowski,RobGronkowski29NWE2018,3,105,29-32
502,Will Heller\HellWi00,2009,28,NA,DET,NFL,16,9,50,29,296,10.21,3,18.5,58.0%,5.92,Will Heller,WillHeller28DET2009,Undrafted,Undrafted,25-28
503,Doug Jolley\JollDo00,2005,26,2-55,NYJ,NFL,16,7,50,29,324,11.17,1,20.3,58.0%,6.48,Doug Jolley,DougJolley26NYJ2005,3,116,25-28
504,Chad Lewis\LewiCh00,2004,33,NA,PHI,NFL,15,9,46,29,267,9.21,3,17.8,63.0%,5.8,Chad Lewis,ChadLewis33PHI2004,Undrafted,Undrafted,32+
505,Brandon Manumaleuna\ManuBr00,2003,23,4-129,STL,NFL,16,15,45,29,238,8.21,2,14.9,64.4%,5.29,Brandon Manumaleuna,BrandonManumaleuna23STL2003,5,22,< 24
506,Dave Moore\MoorDa00,2000,31,7-191,TAM,NFL,16,16,54,29,288,9.93,3,18,53.7%,5.33,Dave Moore,DaveMoore31TAM2000,8,60,29-32
507,Justin Peelle\PeelJu00,2007,28,4-103,MIA,NFL,16,10,47,29,228,7.86,2,14.3,61.7%,4.85,Justin Peelle,JustinPeelle28MIA2007,5,4,25-28
508,Marcus Pollard\PollMa00,2004,32,NA,IND,NFL,13,13,41,29,309,10.66,6,23.8,70.7%,7.54,Marcus Pollard,MarcusPollard32IND2004,Undrafted,Undrafted,29-32
509,Andrew Quarless\QuarAn00,2014,26,5-154,GNB,NFL,16,11,46,29,323,11.14,3,20.2,63.0%,7.02,Andrew Quarless,AndrewQuarless26GNB2014,6,37,25-28
510,Jordan Reed\ReedJo02,2018,28,3-85,WAS,NFL,7,5,47,29,306,10.55,1,43.7,61.7%,6.51,Jordan Reed,JordanReed28WAS2018,4,134,25-28
511,Bo Scaife\ScaiBo00,2006,25,6-179,TEN,NFL,14,12,56,29,370,12.76,2,26.4,51.8%,6.61,Bo Scaife,BoScaife25TEN2006,7,52,25-28
512,Delanie Walker\WalkHu00,2010,26,6-175,SFO,NFL,14,8,45,29,331,11.41,0,23.6,64.4%,7.36,Delanie Walker,DelanieWalker26SFO2010,7,51,25-28
513,Ben Watson\WatsBe00,2009,29,1-32,NWE,NFL,16,7,41,29,404,13.93,5,25.3,70.7%,9.85,Ben Watson,BenWatson29NWE2009,1,98,29-32
514,Ben Watson\WatsBe00,2005,25,1-32,NWE,NFL,15,9,54,29,441,15.21,4,29.4,53.7%,8.17,Ben Watson,BenWatson25NWE2005,1,98,25-28
515,Anthony Becht\BechAn00,2002,25,1-27,NYJ,NFL,16,15,44,28,243,8.68,5,15.2,63.6%,5.52,Anthony Becht,AnthonyBecht25NYJ2002,1,92,25-28
516,Adam Bergen\BergAd00,2005,22,NA,ARI,NFL,16,9,43,28,270,9.64,1,16.9,65.1%,6.28,Adam Bergen,AdamBergen22ARI2005,Undrafted,Undrafted,< 24
517,Kevin Boss\BossKe00,2011,27,5-153,OAK,NFL,14,11,40,28,368,13.14,3,26.3,70.0%,9.2,Kevin Boss,KevinBoss27OAK2011,6,36,25-28
518,Nick Boyle\BoylNi00,2017,24,5-171,BAL,NFL,15,11,37,28,203,7.25,0,13.5,75.7%,5.49,Nick Boyle,NickBoyle24BAL2017,6,48,< 24
519,Joel Dreessen\DreeJo00,2011,29,6-198,HOU,NFL,16,10,39,28,353,12.61,6,22.1,71.8%,9.05,Joel Dreessen,JoelDreessen29HOU2011,7,64,29-32
520,Christian Fauria\FaurCh00,2003,32,2-39,NWE,NFL,16,12,45,28,285,10.18,2,17.8,62.2%,6.33,Christian Fauria,ChristianFauria32NWE2003,3,103,29-32
521,Christian Fauria\FaurCh00,2000,29,2-39,SEA,NFL,15,10,39,28,237,8.46,2,15.8,71.8%,6.08,Christian Fauria,ChristianFauria29SEA2000,3,103,29-32
522,Daniel Graham\GrahDa00,2009,31,1-21,DEN,NFL,16,14,43,28,289,10.32,1,18.1,65.1%,6.72,Daniel Graham,DanielGraham31DEN2009,1,71,29-32
523,Garrett Graham\GrahGa00,2012,26,4-118,HOU,NFL,15,9,39,28,263,9.39,3,17.5,71.8%,6.74,Garrett Graham,GarrettGraham26HOU2012,5,15,25-28
524,Jimmy Graham\GrahJi00,2018,32,3-95,GNB,NFL,7,6,49,28,370,13.21,1,52.9,57.1%,7.55,Jimmy Graham,JimmyGraham32GNB2018,4,145,29-32
525,Steve Heiden\HeidSt00,2004,28,3-69,CLE,NFL,13,13,42,28,287,10.25,5,22.1,66.7%,6.83,Steve Heiden,SteveHeiden28CLE2004,4,126,25-28
526,Dustin Keller\KellDu00,2012,28,1-30,NYJ,NFL,8,5,36,28,317,11.32,2,39.6,77.8%,8.81,Dustin Keller,DustinKeller28NYJ2012,1,96,25-28
527,Lance Kendricks\KendLa00,2011,23,2-47,STL,NFL,15,10,58,28,352,12.57,0,23.5,48.3%,6.07,Lance Kendricks,LanceKendricks23STL2011,3,110,< 24
528,Itula Mili\MiliIt00,2000,27,6-174,SEA,NFL,16,6,47,28,288,10.29,3,18,59.6%,6.13,Itula Mili,ItulaMili27SEA2000,7,50,25-28
529,Logan Paulsen\PaulLo00,2013,26,NA,WAS,NFL,16,14,50,28,267,9.54,3,16.7,56.0%,5.34,Logan Paulsen,LoganPaulsen26WAS2013,Undrafted,Undrafted,25-28
530,Marcus Pollard\PollMa00,2007,35,NA,SEA,NFL,14,10,35,28,273,9.75,2,19.5,80.0%,7.8,Marcus Pollard,MarcusPollard35SEA2007,Undrafted,Undrafted,32+
531,Clive Walford\WalfCl00,2015,24,3-68,OAK,NFL,16,2,50,28,329,11.75,3,20.6,56.0%,6.58,Clive Walford,CliveWalford24OAK2015,4,125,< 24
532,Randal Williams\WillRa01,2006,28,NA,OAK,NFL,16,10,57,28,293,10.46,0,18.3,49.1%,5.14,Randal Williams,RandalWilliams28OAK2006,Undrafted,Undrafted,25-28
533,Trey Burton\BurtTr01,2018,27,NA,CHI,NFL,7,7,38,27,343,12.7,4,49,71.1%,9.03,Trey Burton,TreyBurton27CHI2018,Undrafted,Undrafted,25-28
534,Brent Celek\CeleBr00,2008,23,5-162,PHI,NFL,16,7,38,27,318,11.78,1,19.9,71.1%,8.37,Brent Celek,BrentCelek23PHI2008,6,45,< 24
535,Brent Celek\CeleBr00,2015,30,5-162,PHI,NFL,16,13,35,27,398,14.74,3,24.9,77.1%,11.37,Brent Celek,BrentCelek30PHI2015,6,45,29-32
536,Desmond Clark\ClarDe00,2000,23,6-179,DEN,NFL,16,2,38,27,339,12.56,3,21.2,71.1%,8.92,Desmond Clark,DesmondClark23DEN2000,7,52,< 24
537,Alge Crumpler\CrumAl00,2009,32,2-35,TEN,NFL,16,14,37,27,222,8.22,1,13.9,73.0%,6,Alge Crumpler,AlgeCrumpler32TEN2009,3,100,29-32
538,Christian Fauria\FaurCh00,2002,31,2-39,NWE,NFL,16,13,40,27,253,9.37,7,15.8,67.5%,6.33,Christian Fauria,ChristianFauria31NWE2002,3,103,29-32
539,John Paul Foschi\FoscJo00,2009,27,NA,CIN,NFL,15,10,37,27,260,9.63,2,17.3,73.0%,7.03,John Paul Foschi,JohnPaul Foschi27CIN2009,Undrafted,Undrafted,25-28
540,Terry Hardy\HardTe00,2000,24,5-125,ARI,NFL,16,15,45,27,160,5.93,1,10,60.0%,3.56,Terry Hardy,TerryHardy24ARI2000,6,19,< 24
541,Todd Heap\HeapTo00,2004,24,1-31,BAL,NFL,6,5,44,27,303,11.22,3,50.5,61.4%,6.89,Todd Heap,ToddHeap24BAL2004,1,97,< 24
542,Doug Jolley\JollDo00,2004,25,2-55,OAK,NFL,16,13,48,27,313,11.59,2,19.6,56.3%,6.52,Doug Jolley,DougJolley25OAK2004,3,116,25-28
543,Lance Kendricks\KendLa00,2014,26,2-47,STL,NFL,16,14,38,27,259,9.59,5,16.2,71.1%,6.82,Lance Kendricks,LanceKendricks26STL2014,3,110,25-28
544,Jeff King\KingJe00,2011,28,5-155,ARI,NFL,16,10,34,27,271,10.04,3,16.9,79.4%,7.97,Jeff King,JeffKing28ARI2011,6,38,25-28
545,David Martin\MartDa00,2005,26,6-198,GNB,NFL,12,8,39,27,224,8.3,3,18.7,69.2%,5.74,David Martin,DavidMartin26GNB2005,7,64,25-28
546,Billy Miller\MillBi00,2007,30,7-218,NOR,NFL,16,6,38,27,328,12.15,2,20.5,71.1%,8.63,Billy Miller,BillyMiller30NOR2007,8,74,29-32
547,Jordan Reed\ReedJo02,2017,27,3-85,WAS,NFL,6,5,35,27,211,7.81,2,35.2,77.1%,6.03,Jordan Reed,JordanReed27WAS2017,4,134,25-28
548,Mikhael Ricks\RickMi00,2002,28,2-59,DET,NFL,14,12,68,27,339,12.56,3,24.2,39.7%,4.99,Mikhael Ricks,MikhaelRicks28DET2002,3,118,25-28
549,Matt Schobel\SchoMa00,2002,24,3-67,CIN,NFL,16,10,36,27,212,7.85,2,13.3,75.0%,5.89,Matt Schobel,MattSchobel24CIN2002,4,124,< 24
550,Visanthe Shiancoe\ShiaVi00,2007,27,3-91,MIN,NFL,16,15,43,27,323,11.96,1,20.2,62.8%,7.51,Visanthe Shiancoe,VisantheShiancoe27MIN2007,4,141,25-28
551,L.J. Smith\SmitL.00,2003,23,2-61,PHI,NFL,15,5,46,27,321,11.89,1,21.4,58.7%,6.98,L.J. Smith,L.J.Smith23PHI2003,3,120,< 24
552,Roland Williams\WillRo01,2002,27,4-98,OAK,NFL,16,12,40,27,213,7.89,0,13.3,67.5%,5.33,Roland Williams,RolandWilliams27OAK2002,5,146,25-28
553,Ernie Conwell\ConwEr00,2003,31,2-59,NOR,NFL,10,10,44,26,290,11.15,2,29,59.1%,6.59,Ernie Conwell,ErnieConwell31NOR2003,3,118,29-32
554,Jeff Cumberland\CumbJe00,2013,26,NA,NYJ,NFL,15,12,40,26,398,15.31,4,26.5,65.0%,9.95,Jeff Cumberland,JeffCumberland26NYJ2013,Undrafted,Undrafted,25-28
555,Vernon Davis\DaviVe00,2014,30,1-6,SFO,NFL,14,14,50,26,245,9.42,2,17.5,52.0%,4.9,Vernon Davis,VernonDavis30SFO2014,1,119,29-32
556,Jim Dray\DrayJi00,2013,27,7-233,ARI,NFL,16,15,32,26,215,8.27,2,13.4,81.3%,6.72,Jim Dray,JimDray27ARI2013,8,83,25-28
557,Joel Dreessen\DreeJo00,2009,27,6-198,HOU,NFL,16,11,39,26,320,12.31,1,20,66.7%,8.21,Joel Dreessen,JoelDreessen27HOU2009,7,64,25-28
558,Anthony Fasano\FasaAn00,2015,31,2-53,TEN,NFL,16,11,42,26,289,11.12,2,18.1,61.9%,6.88,Anthony Fasano,AnthonyFasano31TEN2015,3,114,29-32
559,Coby Fleener\FleeCo00,2012,24,2-34,IND,NFL,12,10,48,26,281,10.81,2,23.4,54.2%,5.85,Coby Fleener,CobyFleener24IND2012,3,99,< 24
560,Clay Harbor\HarbCl00,2014,27,4-125,JAX,NFL,13,8,35,26,289,11.12,1,22.2,74.3%,8.26,Clay Harbor,ClayHarbor27JAX2014,5,19,25-28
561,O.J. Howard\HowaO.00,2017,23,1-19,TAM,NFL,14,14,39,26,432,16.62,6,30.9,66.7%,11.08,O.J. Howard,O.J.Howard23TAM2017,1,59,< 24
562,Tony McGee\McGeTo00,2000,29,2-37,CIN,NFL,14,14,49,26,309,11.88,1,22.1,53.1%,6.31,Tony McGee,TonyMcGee29CIN2000,3,101,29-32
563,Sean McGrath\McGrSe00,2013,26,NA,KAN,NFL,16,9,40,26,302,11.62,2,18.9,65.0%,7.55,Sean McGrath,SeanMcGrath26KAN2013,Undrafted,Undrafted,25-28
564,Dante Rosario\RosaDa00,2009,25,5-155,CAR,NFL,14,8,48,26,313,12.04,2,22.4,54.2%,6.52,Dante Rosario,DanteRosario25CAR2009,6,38,25-28
565,Kyle Rudolph\RudoKy00,2011,22,2-43,MIN,NFL,15,8,39,26,249,9.58,3,16.6,66.7%,6.38,Kyle Rudolph,KyleRudolph22MIN2011,3,106,< 24
566,Tony Scheffler\ScheTo00,2011,28,2-61,DET,NFL,15,5,43,26,347,13.35,6,23.1,60.5%,8.07,Tony Scheffler,TonyScheffler28DET2011,3,120,25-28
567,Aaron Shea\SheaAa00,2004,28,4-110,CLE,NFL,15,8,48,26,252,9.69,4,16.8,54.2%,5.25,Aaron Shea,AaronShea28CLE2004,5,9,25-28
568,Dion Sims\SimsDi00,2016,25,4-106,MIA,NFL,14,11,35,26,256,9.85,4,18.3,74.3%,7.31,Dion Sims,DionSims25MIA2016,5,6,25-28
569,Jerramy Stevens\StevJe00,2002,23,1-28,SEA,NFL,12,1,42,26,252,9.69,3,21,61.9%,6,Jerramy Stevens,JerramyStevens23SEA2002,1,94,< 24
570,Tim Wright\WrigTi01,2014,24,NA,NWE,NFL,16,2,33,26,259,9.96,6,16.2,78.8%,7.85,Tim Wright,TimWright24NWE2014,Undrafted,Undrafted,< 24
571,Courtney Anderson\AndeCo00,2006,26,7-245,OAK,NFL,16,11,43,25,285,11.4,2,17.8,58.1%,6.63,Courtney Anderson,CourtneyAnderson26OAK2006,8,88,25-28
572,Stephen Anderson\AndeSt01,2017,24,NA,HOU,NFL,15,5,52,25,342,13.68,1,22.8,48.1%,6.58,Stephen Anderson,StephenAnderson24HOU2017,Undrafted,Undrafted,< 24
573,Mark Campbell\CampMa00,2002,27,NA,CLE,NFL,16,16,46,25,179,7.16,3,11.2,54.3%,3.89,Mark Campbell,MarkCampbell27CLE2002,Undrafted,Undrafted,25-28
574,Dallas Clark\ClarDa00,2004,25,1-24,IND,NFL,15,13,39,25,423,16.92,5,28.2,64.1%,10.85,Dallas Clark,DallasClark25IND2004,1,85,25-28
575,Alge Crumpler\CrumAl00,2001,24,2-35,ATL,NFL,16,12,41,25,330,13.2,3,20.6,61.0%,8.05,Alge Crumpler,AlgeCrumpler24ATL2001,3,100,< 24
576,Ed Dickson\DickEd00,2013,26,3-70,BAL,NFL,16,14,43,25,273,10.92,1,17.1,58.1%,6.35,Ed Dickson,EdDickson26BAL2013,4,127,25-28
577,Eric Ebron\EbroEr00,2014,21,1-10,DET,NFL,13,7,47,25,248,9.92,1,19.1,53.2%,5.28,Eric Ebron,EricEbron21DET2014,1,1,< 24
578,Anthony Fasano\FasaAn00,2014,30,2-53,KAN,NFL,15,13,36,25,226,9.04,4,15.1,69.4%,6.28,Anthony Fasano,AnthonyFasano30KAN2014,3,114,29-32
579,Jermichael Finley\FinlJe00,2013,26,3-91,GNB,NFL,6,5,34,25,300,12,3,50,73.5%,8.82,Jermichael Finley,JermichaelFinley26GNB2013,4,141,25-28
580,Bubba Franks\FranBu00,2005,27,1-14,GNB,NFL,10,8,39,25,207,8.28,1,20.7,64.1%,5.31,Bubba Franks,BubbaFranks27GNB2005,1,29,25-28
581,Bubba Franks\FranBu00,2006,28,1-14,GNB,NFL,16,14,53,25,232,9.28,0,14.5,47.2%,4.38,Bubba Franks,BubbaFranks28GNB2006,1,29,25-28
582,Michael Gaines\GainMi00,2007,27,7-232,BUF,NFL,15,14,35,25,215,8.6,2,14.3,71.4%,6.14,Michael Gaines,MichaelGaines27BUF2007,8,82,25-28
583,Rob Gronkowski\GronRo00,2016,27,2-42,NWE,NFL,8,6,38,25,540,21.6,3,67.5,65.8%,14.21,Rob Gronkowski,RobGronkowski27NWE2016,3,105,25-28
584,Clay Harbor\HarbCl00,2012,25,4-125,PHI,NFL,14,9,39,25,186,7.44,2,13.3,64.1%,4.77,Clay Harbor,ClayHarbor25PHI2012,5,19,25-28
585,Tyler Higbee\HigbTy00,2017,24,4-110,LAR,NFL,16,16,45,25,295,11.8,1,18.4,55.6%,6.56,Tyler Higbee,TylerHigbee24LAR2017,5,9,< 24
586,Lance Kendricks\KendLa00,2015,27,2-47,STL,NFL,15,12,36,25,245,9.8,2,16.3,69.4%,6.81,Lance Kendricks,LanceKendricks27STL2015,3,110,25-28
587,Jeff King\KingJe00,2009,26,5-155,CAR,NFL,16,15,33,25,200,8,3,12.5,75.8%,6.06,Jeff King,JeffKing26CAR2009,6,38,25-28
588,Erron Kinney\KinnEr00,2001,24,3-68,TEN,NFL,13,12,42,25,263,10.52,1,20.2,59.5%,6.26,Erron Kinney,ErronKinney24TEN2001,4,125,< 24
589,Erron Kinney\KinnEr00,2004,27,3-68,TEN,NFL,9,9,30,25,193,7.72,3,21.4,83.3%,6.43,Erron Kinney,ErronKinney27TEN2004,4,125,25-28
590,Marcedes Lewis\LewiMa00,2013,29,1-28,JAX,NFL,11,11,47,25,359,14.36,4,32.6,53.2%,7.64,Marcedes Lewis,MarcedesLewis29JAX2013,1,94,29-32
591,Shad Meier\MeieSh00,2004,26,3-90,TEN,NFL,14,6,36,25,127,5.08,2,9.1,69.4%,3.53,Shad Meier,ShadMeier26TEN2004,4,140,25-28
592,Zach Miller\MillZa01,2011,26,2-38,SEA,NFL,15,15,44,25,233,9.32,0,15.5,56.8%,5.3,Zach Miller,ZachMiller26SEA2011,3,102,25-28
