Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt,name,key,Round,Pick,ageGroup
391,Darrell Jackson\JackDa00,2001,23,3-80,SEA,NFL,16,16,132,70,1081,15.44,8,67.6,53.0%,8.19,Darrell Jackson,DarrellJackson23SEA2001,4,156,< 24
392,Vincent Jackson\JackVi00,2014,31,2-61,TAM,NFL,16,16,142,70,1002,14.31,2,62.6,49.3%,7.06,Vincent Jackson,VincentJackson31TAM2014,3,136,29-32
393,Keyshawn Johnson\JohnKe00,2004,32,1-1,DAL,NFL,16,16,124,70,981,14.01,6,61.3,56.5%,7.91,Keyshawn Johnson,KeyshawnJohnson32DAL2004,1,1,29-32
394,Keyshawn Johnson\JohnKe00,2006,34,1-1,CAR,NFL,16,16,128,70,815,11.64,4,50.9,54.7%,6.37,Keyshawn Johnson,KeyshawnJohnson34CAR2006,1,1,32+
395,Brandon Lloyd\LloyBr00,2011,30,4-124,2TM,NFL,15,14,148,70,966,13.8,5,64.4,47.3%,6.53,Brandon Lloyd,BrandonLloyd302TM2011,5,21,29-32
396,Jeremy Maclin\MaclJe00,2010,22,1-19,PHI,NFL,16,16,115,70,964,13.77,10,60.3,60.9%,8.38,Jeremy Maclin,JeremyMaclin22PHI2010,1,62,< 24
397,Keenan McCardell\McCaKe00,2005,35,12-326,SDG,NFL,16,16,108,70,917,13.1,9,57.3,64.8%,8.49,Keenan McCardell,KeenanMcCardell35SDG2005,2,104,32+
398,Santana Moss\MossSa00,2009,30,1-16,WAS,NFL,16,16,120,70,902,12.89,3,56.4,58.3%,7.52,Santana Moss,SantanaMoss30WAS2009,1,47,29-32
399,Jimmy Smith\SmitJi00,2005,36,2-36,JAX,NFL,16,16,128,70,1023,14.61,6,63.9,54.7%,7.99,Jimmy Smith,JimmySmith36JAX2005,3,108,32+
400,Steve Smith\SmitSt01,2016,37,3-74,BAL,NFL,14,14,101,70,799,11.41,5,57.1,69.3%,7.91,Steve Smith,SteveSmith37BAL2016,4,149,32+
401,Donte' Stallworth\StalDo00,2005,25,1-13,NOR,NFL,16,13,129,70,945,13.5,7,59.1,54.3%,7.33,Donte' Stallworth,Donte'Stallworth25NOR2005,1,26,25-28
402,Peter Warrick\WarrPe00,2001,24,1-4,CIN,NFL,16,14,137,70,667,9.53,1,41.7,51.1%,4.87,Peter Warrick,PeterWarrick24CIN2001,1,112,< 24
403,Miles Austin\AustMi00,2010,26,NA,DAL,NFL,16,16,119,69,1041,15.09,7,65.1,58.0%,8.75,Miles Austin,MilesAustin26DAL2010,Undrafted,Undrafted,25-28
404,Anquan Boldin\BoldAn00,2015,35,2-54,SFO,NFL,14,13,111,69,789,11.43,4,56.4,62.2%,7.11,Anquan Boldin,AnquanBoldin35SFO2015,3,128,32+
405,Antonio Brown\BrowAn04,2011,23,6-195,PIT,NFL,16,3,124,69,1108,16.06,2,69.3,55.6%,8.94,Antonio Brown,AntonioBrown23PIT2011,7,68,< 24
406,Isaac Bruce\BrucIs00,2003,31,2-33,STL,NFL,15,15,119,69,981,14.22,5,65.4,58.0%,8.24,Isaac Bruce,IsaacBruce31STL2003,3,105,29-32
407,Antonio Bryant\BryaAn00,2005,24,2-63,CLE,NFL,16,15,123,69,1009,14.62,4,63.1,56.1%,8.2,Antonio Bryant,AntonioBryant24CLE2005,3,138,< 24
408,Dez Bryant\BryaDe01,2017,29,1-24,DAL,NFL,16,16,132,69,838,12.14,6,52.4,52.3%,6.35,Dez Bryant,DezBryant29DAL2017,1,88,29-32
409,Chris Chambers\ChamCh00,2004,26,2-52,MIA,NFL,15,15,140,69,898,13.01,7,59.9,49.3%,6.41,Chris Chambers,ChrisChambers26MIA2004,3,126,25-28
410,Wayne Chrebet\ChreWa00,2000,27,NA,NYJ,NFL,16,16,143,69,937,13.58,8,58.6,48.3%,6.55,Wayne Chrebet,WayneChrebet27NYJ2000,Undrafted,Undrafted,25-28
411,Larry Fitzgerald\FitzLa00,2006,23,1-3,ARI,NFL,13,13,111,69,946,13.71,6,72.8,62.2%,8.52,Larry Fitzgerald,LarryFitzgerald23ARI2006,1,101,< 24
412,A.J. Green\GreeA.00,2014,26,1-4,CIN,NFL,13,13,117,69,1041,15.09,6,80.1,59.0%,8.9,A.J. Green,A.J.Green26CIN2014,1,112,25-28
413,T.Y. Hilton\HiltT.00,2015,26,3-92,IND,NFL,16,15,134,69,1124,16.29,5,70.3,51.5%,8.39,T.Y. Hilton,T.Y.Hilton26IND2015,4,169,25-28
414,Chad Johnson\JohnCh01,2002,24,2-36,CIN,NFL,16,14,137,69,1166,16.9,5,72.9,50.4%,8.51,Chad Johnson,ChadJohnson24CIN2002,3,108,< 24
415,Jeremy Maclin\MaclJe00,2012,24,1-19,PHI,NFL,15,15,122,69,857,12.42,7,57.1,56.6%,7.02,Jeremy Maclin,JeremyMaclin24PHI2012,1,62,< 24
416,Ed McCaffrey\McCaEd00,2002,34,3-83,DEN,NFL,16,16,103,69,903,13.09,2,56.4,67.0%,8.77,Ed McCaffrey,EdMcCaffrey34DEN2002,4,159,32+
417,Randy Moss*\MossRa00,2008,31,1-21,NWE,NFL,16,16,125,69,1008,14.61,11,63,55.2%,8.06,Randy Moss*,RandyMoss*31NWE2008,1,76,29-32
418,Terrell Owens*\OwenTe00,2008,35,3-89,DAL,NFL,16,16,140,69,1052,15.25,10,65.8,49.3%,7.51,Terrell Owens*,TerrellOwens*35DAL2008,4,165,32+
419,Willie Snead\SneaWi00,2015,23,NA,NOR,NFL,15,9,101,69,984,14.26,3,65.6,68.3%,9.74,Willie Snead,WillieSnead23NOR2015,Undrafted,Undrafted,< 24
420,Adam Thielen\ThieAd00,2016,26,NA,MIN,NFL,16,10,92,69,967,14.01,5,60.4,75.0%,10.51,Adam Thielen,AdamThielen26MIN2016,Undrafted,Undrafted,25-28
421,Javon Walker\WalkJa00,2006,28,1-20,DEN,NFL,16,16,126,69,1084,15.71,8,67.8,54.8%,8.6,Javon Walker,JavonWalker28DEN2006,1,72,25-28
422,Hines Ward\WardHi00,2005,29,3-92,PIT,NFL,15,15,114,69,975,14.13,11,65,60.5%,8.55,Hines Ward,HinesWard29PIT2005,4,169,29-32
423,Tyrell Williams\WillTy00,2016,24,NA,SDG,NFL,16,12,119,69,1059,15.35,7,66.2,58.0%,8.9,Tyrell Williams,TyrellWilliams24SDG2016,Undrafted,Undrafted,< 24
424,Travis Benjamin\BenjTr00,2015,26,4-100,CLE,NFL,16,15,125,68,966,14.21,5,60.4,54.4%,7.73,Travis Benjamin,TravisBenjamin26CLE2015,5,3,25-28
425,Kenny Britt\BritKe00,2016,28,1-30,LAR,NFL,15,15,111,68,1002,14.74,5,66.8,61.3%,9.03,Kenny Britt,KennyBritt28LAR2016,1,102,25-28
426,Nate Burleson\BurlNa00,2004,23,3-71,MIN,NFL,16,15,102,68,1006,14.79,9,62.9,66.7%,9.86,Nate Burleson,NateBurleson23MIN2004,4,147,< 24
427,Michael Crabtree\CrabMi00,2014,27,1-10,SFO,NFL,16,16,108,68,698,10.26,4,43.6,63.0%,6.46,Michael Crabtree,MichaelCrabtree27SFO2014,1,2,25-28
428,Mike Evans\EvanMi00,2014,21,1-7,TAM,NFL,15,15,122,68,1051,15.46,12,70.1,55.7%,8.61,Mike Evans,MikeEvans21TAM2014,1,145,< 24
429,Jabar Gaffney\GaffJa00,2011,31,2-33,WAS,NFL,16,15,114,68,947,13.93,5,59.2,59.6%,8.31,Jabar Gaffney,JabarGaffney31WAS2011,3,105,29-32
430,Pierre Garcon\GarcPi00,2014,28,6-205,WAS,NFL,16,14,105,68,752,11.06,3,47,64.8%,7.16,Pierre Garcon,PierreGarcon28WAS2014,7,74,25-28
431,Darrell Jackson\JackDa00,2003,25,3-80,SEA,NFL,16,16,130,68,1137,16.72,9,71.1,52.3%,8.75,Darrell Jackson,DarrellJackson25SEA2003,4,156,25-28
432,Vincent Jackson\JackVi00,2009,26,2-61,SDG,NFL,15,15,108,68,1167,17.16,9,77.8,63.0%,10.81,Vincent Jackson,VincentJackson26SDG2009,3,136,25-28
433,Greg Jennings\JennGr00,2013,30,2-52,MIN,NFL,15,15,106,68,804,11.82,4,53.6,64.2%,7.58,Greg Jennings,GregJennings30MIN2013,3,126,29-32
434,Greg Jennings\JennGr00,2009,26,2-52,GNB,NFL,16,13,119,68,1113,16.37,4,69.6,57.1%,9.35,Greg Jennings,GregJennings26GNB2009,3,126,25-28
435,Eddie Kennison\KennEd00,2005,32,1-18,KAN,NFL,16,16,108,68,1102,16.21,5,68.9,63.0%,10.2,Eddie Kennison,EddieKennison32KAN2005,1,59,29-32
436,Derrick Mason\MasoDe00,2006,32,4-98,BAL,NFL,16,15,112,68,750,11.03,2,46.9,60.7%,6.7,Derrick Mason,DerrickMason32BAL2006,5,174,29-32
437,Jordy Nelson\NelsJo00,2011,26,2-36,GNB,NFL,16,9,96,68,1263,18.57,15,78.9,70.8%,13.16,Jordy Nelson,JordyNelson26GNB2011,3,108,25-28
438,Brandon Stokley\StokBr00,2004,28,4-105,IND,NFL,16,3,102,68,1077,15.84,10,67.3,66.7%,10.56,Brandon Stokley,BrandonStokley28IND2004,5,7,25-28
439,Reggie Wayne\WaynRe00,2003,25,1-30,IND,NFL,16,16,107,68,838,12.32,7,52.4,63.6%,7.83,Reggie Wayne,ReggieWayne25IND2003,1,102,25-28
440,Keenan Allen\AlleKe00,2015,23,3-76,SDG,NFL,8,8,89,67,725,10.82,4,90.6,75.3%,8.15,Keenan Allen,KeenanAllen23SDG2015,4,151,< 24
441,Anquan Boldin\BoldAn00,2016,36,2-54,DET,NFL,16,16,95,67,584,8.72,8,36.5,70.5%,6.15,Anquan Boldin,AnquanBoldin36DET2016,3,128,32+
442,Mark Clayton\ClayMa01,2006,24,1-22,BAL,NFL,16,12,113,67,939,14.01,5,58.7,59.3%,8.31,Mark Clayton,MarkClayton24BAL2006,1,79,< 24
443,Jamison Crowder\CrowJa00,2016,23,4-105,WAS,NFL,16,9,99,67,847,12.64,7,52.9,67.7%,8.56,Jamison Crowder,JamisonCrowder23WAS2016,5,7,< 24
444,Bobby Engram\EngrBo00,2005,32,2-52,SEA,NFL,13,13,97,67,778,11.61,3,59.8,69.1%,8.02,Bobby Engram,BobbyEngram32SEA2005,3,126,29-32
445,Pierre Garcon\GarcPi00,2010,24,6-205,IND,NFL,14,14,119,67,784,11.7,6,56,56.3%,6.59,Pierre Garcon,PierreGarcon24IND2010,7,74,< 24
446,Greg Jennings\JennGr00,2011,28,2-52,GNB,NFL,13,13,101,67,949,14.16,9,73,66.3%,9.4,Greg Jennings,GregJennings28GNB2011,3,126,25-28
447,Calvin Johnson\JohnCa00,2009,24,1-2,DET,NFL,14,14,137,67,984,14.69,5,70.3,48.9%,7.18,Calvin Johnson,CalvinJohnson24DET2009,1,71,< 24
448,Chad Johnson\JohnCh01,2010,32,2-36,CIN,NFL,14,12,126,67,831,12.4,4,59.4,53.2%,6.6,Chad Johnson,ChadJohnson32CIN2010,3,108,29-32
449,Kevin Johnson\JohnKe01,2002,26,2-32,CLE,NFL,16,15,120,67,703,10.49,4,43.9,55.8%,5.86,Kevin Johnson,KevinJohnson26CLE2002,3,103,25-28
450,Jordan Matthews\MattJo00,2014,22,2-42,PHI,NFL,16,10,103,67,872,13.01,8,54.5,65.0%,8.47,Jordan Matthews,JordanMatthews22PHI2014,3,115,< 24
451,Eric Moulds\MoulEr00,2001,28,1-24,BUF,NFL,16,16,135,67,904,13.49,5,56.5,49.6%,6.7,Eric Moulds,EricMoulds28BUF2001,1,88,25-28
452,Emmanuel Sanders\SandEm00,2013,26,3-82,PIT,NFL,16,10,113,67,740,11.04,6,46.3,59.3%,6.55,Emmanuel Sanders,EmmanuelSanders26PIT2013,4,158,25-28
453,Mohamed Sanu\SanuMo00,2017,28,3-83,ATL,NFL,15,15,96,67,703,10.49,5,46.9,69.8%,7.32,Mohamed Sanu,MohamedSanu28ATL2017,4,159,25-28
454,Mike Wallace\WallMi00,2014,28,3-84,MIA,NFL,16,16,115,67,862,12.87,10,53.9,58.3%,7.5,Mike Wallace,MikeWallace28MIA2014,4,160,25-28
455,Wes Welker\WelkWe00,2006,25,NA,MIA,NFL,16,2,100,67,687,10.25,1,42.9,67.0%,6.87,Wes Welker,WesWelker25MIA2006,Undrafted,Undrafted,25-28
456,Miles Austin\AustMi00,2012,28,NA,DAL,NFL,16,15,119,66,943,14.29,6,58.9,55.5%,7.92,Miles Austin,MilesAustin28DAL2012,Undrafted,Undrafted,25-28
457,Doug Baldwin\BaldDo00,2014,26,NA,SEA,NFL,16,16,98,66,825,12.5,3,51.6,67.3%,8.42,Doug Baldwin,DougBaldwin26SEA2014,Undrafted,Undrafted,25-28
458,Antonio Brown\BrowAn04,2012,24,6-195,PIT,NFL,13,10,106,66,787,11.92,5,60.5,62.3%,7.42,Antonio Brown,AntonioBrown24PIT2012,7,68,< 24
459,Plaxico Burress\BurrPl00,2001,24,1-8,PIT,NFL,16,16,120,66,1008,15.27,6,63,55.0%,8.4,Plaxico Burress,PlaxicoBurress24PIT2001,1,155,< 24
460,Chris Chambers\ChamCh00,2007,29,2-52,2TM,NFL,16,12,129,66,970,14.7,4,60.6,51.2%,7.52,Chris Chambers,ChrisChambers292TM2007,3,126,29-32
461,Randall Cobb\CobbRa00,2017,27,2-64,GNB,NFL,15,14,92,66,653,9.89,4,43.5,71.7%,7.1,Randall Cobb,RandallCobb27GNB2017,3,139,25-28
462,Jamison Crowder\CrowJa00,2017,24,4-105,WAS,NFL,15,6,103,66,789,11.95,3,52.6,64.1%,7.66,Jamison Crowder,JamisonCrowder24WAS2017,5,7,< 24
463,A.J. Green\GreeA.00,2016,28,1-4,CIN,NFL,10,10,100,66,964,14.61,4,96.4,66.0%,9.64,A.J. Green,A.J.Green28CIN2016,1,112,25-28
464,Donald Hayes\HayeDo00,2000,25,4-106,CAR,NFL,15,15,112,66,926,14.03,3,61.7,58.9%,8.27,Donald Hayes,DonaldHayes25CAR2000,5,8,25-28
465,Andre Johnson\JohnAn02,2003,22,1-3,HOU,NFL,16,16,119,66,976,14.79,4,61,55.5%,8.2,Andre Johnson,AndreJohnson22HOU2003,1,101,< 24
466,Cameron Meredith\MereCa00,2016,24,NA,CHI,NFL,14,10,97,66,888,13.45,4,63.4,68.0%,9.15,Cameron Meredith,CameronMeredith24CHI2016,Undrafted,Undrafted,< 24
467,Lance Moore\MoorLa00,2010,27,NA,NOR,NFL,16,1,94,66,763,11.56,8,47.7,70.2%,8.12,Lance Moore,LanceMoore27NOR2010,Undrafted,Undrafted,25-28
468,Cecil Shorts\ShorCe00,2013,26,4-114,JAX,NFL,13,13,123,66,777,11.77,3,59.8,53.7%,6.32,Cecil Shorts,CecilShorts26JAX2013,5,15,25-28
469,Mike Thomas\ThomMi01,2010,23,4-107,JAX,NFL,16,11,102,66,820,12.42,4,51.3,64.7%,8.04,Mike Thomas,MikeThomas23JAX2010,5,9,< 24
470,Danny Amendola\AmenDa00,2015,30,NA,NWE,NFL,14,7,87,65,648,9.97,3,46.3,74.7%,7.45,Danny Amendola,DannyAmendola30NWE2015,Undrafted,Undrafted,29-32
471,Anquan Boldin\BoldAn00,2012,32,2-54,BAL,NFL,15,15,112,65,921,14.17,4,61.4,58.0%,8.22,Anquan Boldin,AnquanBoldin32BAL2012,3,128,29-32
472,John Brown\BrowJo02,2015,25,3-91,ARI,NFL,15,11,101,65,1003,15.43,7,66.9,64.4%,9.93,John Brown,JohnBrown25ARI2015,4,168,25-28
473,Brandin Cooks\CookBr00,2017,24,1-20,NWE,NFL,16,15,114,65,1082,16.65,7,67.6,57.0%,9.49,Brandin Cooks,BrandinCooks24NWE2017,1,72,< 24
474,Michael Floyd\FloyMi00,2013,24,1-13,ARI,NFL,16,16,113,65,1041,16.02,5,65.1,57.5%,9.21,Michael Floyd,MichaelFloyd24ARI2013,1,26,< 24
475,Jabar Gaffney\GaffJa00,2010,30,2-33,DEN,NFL,16,11,112,65,875,13.46,2,54.7,58.0%,7.81,Jabar Gaffney,JabarGaffney30DEN2010,3,105,29-32
476,A.J. Green\GreeA.00,2011,23,1-4,CIN,NFL,15,15,115,65,1057,16.26,7,70.5,56.5%,9.19,A.J. Green,A.J.Green23CIN2011,1,112,< 24
477,Marvin Jones\JoneMa02,2015,25,5-166,CIN,NFL,16,13,103,65,816,12.55,4,51,63.1%,7.92,Marvin Jones,MarvinJones25CIN2015,6,50,25-28
478,Matt Jones\JoneMa00,2008,25,1-21,JAX,NFL,12,10,107,65,761,11.71,2,63.4,60.7%,7.11,Matt Jones,MattJones25JAX2008,1,76,25-28
479,Jermaine Kearse\KearJe01,2017,27,NA,NYJ,NFL,16,14,102,65,810,12.46,5,50.6,63.7%,7.94,Jermaine Kearse,JermaineKearse27NYJ2017,Undrafted,Undrafted,25-28
480,Rishard Matthews\MattRi00,2016,27,7-227,TEN,NFL,16,10,108,65,945,14.54,9,59.1,60.2%,8.75,Rishard Matthews,RishardMatthews27TEN2016,8,82,25-28
481,Lance Moore\MoorLa00,2012,29,NA,NOR,NFL,15,7,104,65,1041,16.02,6,69.4,62.5%,10.01,Lance Moore,LanceMoore29NOR2012,Undrafted,Undrafted,29-32
482,Muhsin Muhammad\MuhaMu00,2008,35,2-43,CAR,NFL,16,15,107,65,923,14.2,5,57.7,60.7%,8.63,Muhsin Muhammad,MuhsinMuhammad35CAR2008,3,116,32+
483,Koren Robinson\RobiKo00,2003,23,1-9,SEA,NFL,15,15,119,65,896,13.78,4,59.7,54.6%,7.53,Koren Robinson,KorenRobinson23SEA2003,1,166,< 24
484,Bill Schroeder\SchrBi00,2000,29,6-181,GNB,NFL,16,16,119,65,999,15.37,4,62.4,54.6%,8.39,Bill Schroeder,BillSchroeder29GNB2000,7,60,29-32
485,Sterling Shepard\ShepSt00,2016,23,2-40,NYG,NFL,16,16,105,65,683,10.51,8,42.7,61.9%,6.5,Sterling Shepard,SterlingShepard23NYG2016,3,113,< 24
486,Steve Smith\SmitSt01,2009,30,3-74,CAR,NFL,15,15,129,65,982,15.11,7,65.5,50.4%,7.61,Steve Smith,SteveSmith30CAR2009,4,149,29-32
487,Torrey Smith\SmitTo02,2013,24,2-58,BAL,NFL,16,16,137,65,1128,17.35,4,70.5,47.4%,8.23,Torrey Smith,TorreySmith24BAL2013,3,132,< 24
488,Kevin Walter\WaltKe00,2007,26,7-255,HOU,NFL,16,15,106,65,800,12.31,4,50,61.3%,7.55,Kevin Walter,KevinWalter26HOU2007,8,96,25-28
489,Sammy Watkins\WatkSa00,2014,21,1-4,BUF,NFL,16,16,128,65,982,15.11,6,61.4,50.8%,7.67,Sammy Watkins,SammyWatkins21BUF2014,1,112,< 24
490,Mike Williams\WillMi03,2010,26,1-10,SEA,NFL,14,13,110,65,751,11.55,2,53.6,59.1%,6.83,Mike Williams,MikeWilliams26SEA2010,1,2,25-28
491,Mike Williams\WillMi04,2010,23,4-101,TAM,NFL,16,16,129,65,964,14.83,11,60.3,50.4%,7.47,Mike Williams,MikeWilliams23TAM2010,5,4,< 24
492,Mike Williams\WillMi04,2011,24,4-101,TAM,NFL,16,15,124,65,771,11.86,3,48.2,52.4%,6.22,Mike Williams,MikeWilliams24TAM2011,5,4,< 24
493,Robert Woods\WoodRo02,2014,22,2-41,BUF,NFL,16,15,104,65,699,10.75,5,43.7,62.5%,6.72,Robert Woods,RobertWoods22BUF2014,3,114,< 24
494,Justin Blackmon\BlacJu00,2012,22,1-5,JAX,NFL,16,14,132,64,865,13.52,5,54.1,48.5%,6.55,Justin Blackmon,JustinBlackmon22JAX2012,1,123,< 24
495,Anquan Boldin\BoldAn00,2010,30,2-54,BAL,NFL,16,16,109,64,837,13.08,7,52.3,58.7%,7.68,Anquan Boldin,AnquanBoldin30BAL2010,3,128,29-32
496,Isaac Bruce\BrucIs00,2001,29,2-33,STL,NFL,16,16,103,64,1106,17.28,6,69.1,62.1%,10.74,Isaac Bruce,IsaacBruce29STL2001,3,105,29-32
497,Chris Chambers\ChamCh00,2003,25,2-52,MIA,NFL,16,16,130,64,963,15.05,11,60.2,49.2%,7.41,Chris Chambers,ChrisChambers25MIA2003,3,126,25-28
498,Stefon Diggs\DiggSt00,2017,24,5-146,MIN,NFL,14,14,95,64,849,13.27,8,60.6,67.4%,8.94,Stefon Diggs,StefonDiggs24MIN2017,6,37,< 24
499,Darrius Heyward-Bey\HeywDa00,2011,24,1-7,OAK,NFL,15,14,115,64,975,15.23,4,65,55.7%,8.48,Darrius Heyward-Bey,DarriusHeyward-Bey24OAK2011,1,145,< 24
500,Torry Holt\HoltTo00,2008,32,1-6,STL,NFL,16,14,119,64,796,12.44,3,49.8,53.8%,6.69,Torry Holt,TorryHolt32STL2008,1,134,29-32
501,Allen Hurns\HurnAl01,2015,24,NA,JAX,NFL,15,15,105,64,1031,16.11,10,68.7,61.0%,9.82,Allen Hurns,AllenHurns24JAX2015,Undrafted,Undrafted,< 24
502,James Jones\JoneJa04,2012,28,3-78,GNB,NFL,16,16,98,64,784,12.25,14,49,65.3%,8,James Jones,JamesJones28GNB2012,4,153,25-28
503,Jeremy Kerley\KerlJe00,2016,28,5-153,SFO,NFL,16,13,115,64,667,10.42,3,41.7,55.7%,5.8,Jeremy Kerley,JeremyKerley28SFO2016,6,42,25-28
504,Brandon LaFell\LaFeBr00,2016,30,3-78,CIN,NFL,16,14,107,64,862,13.47,6,53.9,59.8%,8.06,Brandon LaFell,BrandonLaFell30CIN2016,4,153,29-32
505,Donte Moncrief\MoncDo00,2015,22,3-90,IND,NFL,16,10,105,64,733,11.45,6,45.8,61.0%,6.98,Donte Moncrief,DonteMoncrief22IND2015,4,167,< 24
506,Eric Moulds\MoulEr00,2003,30,1-24,BUF,NFL,13,13,121,64,780,12.19,1,60,52.9%,6.45,Eric Moulds,EricMoulds30BUF2003,1,88,29-32
507,Muhsin Muhammad\MuhaMu00,2005,32,2-43,CHI,NFL,15,15,136,64,750,11.72,4,50,47.1%,5.51,Muhsin Muhammad,MuhsinMuhammad32CHI2005,3,116,29-32
508,Jerry Porter\PortJe00,2004,26,2-47,OAK,NFL,16,16,136,64,998,15.59,9,62.4,47.1%,7.34,Jerry Porter,JerryPorter26OAK2004,3,120,25-28
509,Peerless Price\PricPe00,2003,27,2-53,ATL,NFL,16,15,141,64,838,13.09,3,52.4,45.4%,5.94,Peerless Price,PeerlessPrice27ATL2003,3,127,25-28
510,Andre Roberts\RobeAn00,2012,24,3-88,ARI,NFL,15,15,114,64,759,11.86,5,50.6,56.1%,6.66,Andre Roberts,AndreRoberts24ARI2012,4,164,< 24
511,Steve Smith\SmitSt01,2013,34,3-74,CAR,NFL,15,15,110,64,745,11.64,4,49.7,58.2%,6.77,Steve Smith,SteveSmith34CAR2013,4,149,32+
512,Golden Tate\TateGo00,2013,25,2-60,SEA,NFL,16,13,99,64,898,14.03,5,56.1,64.6%,9.07,Golden Tate,GoldenTate25SEA2013,3,135,25-28
513,Mike Wallace\WallMi00,2012,26,3-84,PIT,NFL,15,14,119,64,836,13.06,8,55.7,53.8%,7.03,Mike Wallace,MikeWallace26PIT2012,4,160,25-28
514,Reggie Wayne\WaynRe00,2014,36,1-30,IND,NFL,15,15,116,64,779,12.17,2,51.9,55.2%,6.72,Reggie Wayne,ReggieWayne36IND2014,1,102,32+
515,Roy Williams\WillRo04,2007,26,1-7,DET,NFL,12,12,105,64,838,13.09,5,69.8,61.0%,7.98,Roy Williams,RoyWilliams26DET2007,1,145,25-28
516,Kendall Wright\WrigKe01,2012,23,1-20,TEN,NFL,15,5,104,64,626,9.78,4,41.7,61.5%,6.02,Kendall Wright,KendallWright23TEN2012,1,72,< 24
517,Danny Amendola\AmenDa00,2012,27,NA,STL,NFL,11,8,101,63,666,10.57,3,60.5,62.4%,6.59,Danny Amendola,DannyAmendola27STL2012,Undrafted,Undrafted,25-28
518,Robby Anderson\AndeRo04,2017,24,NA,NYJ,NFL,16,15,114,63,941,14.94,7,58.8,55.3%,8.25,Robby Anderson,RobbyAnderson24NYJ2017,Undrafted,Undrafted,< 24
519,Kelvin Benjamin\BenjKe00,2016,25,1-28,CAR,NFL,16,13,118,63,941,14.94,7,58.8,53.4%,7.97,Kelvin Benjamin,KelvinBenjamin25CAR2016,1,99,25-28
520,Dez Bryant\BryaDe01,2011,23,1-24,DAL,NFL,15,13,103,63,928,14.73,9,61.9,61.2%,9.01,Dez Bryant,DezBryant23DAL2011,1,88,< 24
521,Nate Burleson\BurlNa00,2009,28,3-71,SEA,NFL,13,12,103,63,812,12.89,3,62.5,61.2%,7.88,Nate Burleson,NateBurleson28SEA2009,4,147,25-28
522,Plaxico Burress\BurrPl00,2006,29,1-8,NYG,NFL,15,15,116,63,988,15.68,10,65.9,54.3%,8.52,Plaxico Burress,PlaxicoBurress29NYG2006,1,155,29-32
523,Sean Dawkins\DawkSe00,2000,29,1-16,SEA,NFL,16,16,102,63,731,11.6,5,45.7,61.8%,7.17,Sean Dawkins,SeanDawkins29SEA2000,1,47,29-32
524,Lee Evans\EvanLe00,2008,27,1-13,BUF,NFL,16,16,102,63,1017,16.14,3,63.6,61.8%,9.97,Lee Evans,LeeEvans27BUF2008,1,26,25-28
525,Larry Fitzgerald\FitzLa00,2014,31,1-3,ARI,NFL,14,13,103,63,784,12.44,2,56,61.2%,7.61,Larry Fitzgerald,LarryFitzgerald31ARI2014,1,101,29-32
526,Devin Funchess\FuncDe00,2017,23,2-41,CAR,NFL,16,16,111,63,840,13.33,8,52.5,56.8%,7.57,Devin Funchess,DevinFunchess23CAR2017,3,114,< 24
527,Andrew Hawkins\HawkAn00,2014,28,NA,CLE,NFL,15,15,112,63,824,13.08,2,54.9,56.3%,7.36,Andrew Hawkins,AndrewHawkins28CLE2014,Undrafted,Undrafted,25-28
528,Darrell Jackson\JackDa00,2006,28,3-80,SEA,NFL,13,13,112,63,956,15.17,10,73.5,56.3%,8.54,Darrell Jackson,DarrellJackson28SEA2006,4,156,25-28
529,Andre Johnson\JohnAn02,2005,24,1-3,HOU,NFL,13,13,114,63,688,10.92,2,52.9,55.3%,6.04,Andre Johnson,AndreJohnson24HOU2005,1,101,< 24
530,Marqise Lee\LeexMa00,2016,25,2-39,JAX,NFL,16,6,105,63,851,13.51,3,53.2,60.0%,8.1,Marqise Lee,MarqiseLee25JAX2016,3,111,25-28
531,Jeremy Maclin\MaclJe00,2011,23,1-19,PHI,NFL,13,13,96,63,859,13.63,5,66.1,65.6%,8.95,Jeremy Maclin,JeremyMaclin23PHI2011,1,62,< 24
532,Derrick Mason\MasoDe00,2000,26,4-98,TEN,NFL,16,10,89,63,895,14.21,5,55.9,70.8%,10.06,Derrick Mason,DerrickMason26TEN2000,5,174,25-28
533,Muhsin Muhammad\MuhaMu00,2002,29,2-43,CAR,NFL,14,14,108,63,823,13.06,3,58.8,58.3%,7.62,Muhsin Muhammad,MuhsinMuhammad29CAR2002,3,116,29-32
534,Jerry Rice*\RiceJe00,2003,41,1-16,OAK,NFL,16,15,124,63,869,13.79,2,54.3,50.8%,7.01,Jerry Rice*,JerryRice*41OAK2003,1,47,32+
535,Mike Sims-Walker\WalkMi01,2009,25,3-79,JAX,NFL,15,14,111,63,869,13.79,7,57.9,56.8%,7.83,Mike Sims-Walker,MikeSims-Walker25JAX2009,4,154,25-28
536,Kenny Stills\StilKe00,2014,22,5-144,NOR,NFL,15,7,83,63,931,14.78,3,62.1,75.9%,11.22,Kenny Stills,KennyStills22NOR2014,6,36,< 24
537,James Thrash\ThraJa00,2001,26,NA,PHI,NFL,15,15,108,63,833,13.22,8,55.5,58.3%,7.71,James Thrash,JamesThrash26PHI2001,Undrafted,Undrafted,25-28
